"21","122","492","5577","date","other"
"29","29","29","5","2020-01-16","0"
"33","33","33","5","2020-01-30","0"
"31","31","31","5","2020-02-13","0"
"38","38","38","6","2020-02-27","0"
"31","31","31","5","2020-03-12","0"
"42","42","42","7","2020-03-26","0"
"31","31","31","5","2020-04-09","0"
"27","27","27","4","2020-04-23","0"
"31","31","31","5","2020-05-07","0"
"33","33","33","5","2020-05-21","0"
"38","38","38","6","2020-06-04","0"
"38","38","38","6","2020-06-18","0"
"29","29","29","5","2020-07-02","0"
"27","27","27","4","2020-07-16","0"
"33","33","33","5","2020-07-30","0"
"22","22","22","4","2020-08-13","0"
"31","31","31","5","2020-08-27","0"
"29","29","29","5","2020-09-10","0"
"31","31","31","5","2020-09-24","0"
"35","35","35","6","2020-10-08","0"
"33","33","33","5","2020-10-22","0"
"33","33","33","5","2020-11-05","0"
"40","40","40","6","2020-11-19","0"
"42","42","42","7","2020-12-03","0"
"31","31","31","5","2020-12-17","0"
"35","35","35","6","2020-12-31","0"
"33","33","33","5","2021-01-14","0"
"33","33","33","5","2021-01-28","0"
"20","20","20","3","2021-02-11","0"
"40","40","40","6","2021-02-25","0"
"31","31","31","5","2021-03-11","0"
"31","31","31","5","2021-03-25","0"
"31","31","31","5","2021-04-08","0"
"31","31","31","5","2021-04-22","0"
"31","31","31","5","2021-05-06","0"
