"599","3810","4182","4726","5160","5300","date","other"
"9","5","","","5","5","2017-04-28","0"
"44","28","","","28","28","2017-05-12","0"
"50","35","","","33","36","2017-05-26","0"
"51","36","2","2","34","37","2017-06-09","0"
"51","36","12","13","34","37","2017-06-23","0"
"51","37","12","13","34","37","2017-07-07","0"
"51","37","12","13","34","37","2017-07-21","0"
"40","29","9","10","27","29","2017-08-04","0"
"44","32","11","11","29","32","2017-08-18","0"
"26","19","7","7","18","19","2017-09-01","0"
"45","33","12","13","30","33","2017-09-15","0"
"37","27","10","11","25","27","2017-09-29","0"
"37","27","10","11","25","27","2017-10-13","0"
"41","30","11","13","28","30","2017-10-27","0"
"41","30","11","13","28","30","2017-11-10","0"
"41","30","11","13","29","30","2017-11-24","0"
"38","28","11","12","26","28","2017-12-08","0"
"45","34","14","15","32","34","2017-12-22","0"
"34","26","10","11","24","26","2018-01-05","0"
"30","23","9","10","21","23","2018-01-19","0"
"45","34","14","15","32","34","2018-02-02","0"
"42","32","13","14","29","32","2018-02-16","0"
"46","35","15","15","33","35","2018-03-02","0"
"31","23","10","10","22","23","2018-03-16","0"
"42","32","13","14","30","32","2018-03-30","0"
"39","29","12","13","27","29","2018-04-13","0"
"54","41","17","18","38","41","2018-04-27","0"
"54","41","17","18","38","41","2018-05-11","0"
"54","41","17","18","38","41","2018-05-25","0"
"58","44","19","20","41","44","2018-06-08","0"
"55","42","18","19","39","42","2018-06-22","0"
"55","42","18","19","39","42","2018-07-06","0"
"55","42","18","19","39","42","2018-07-20","0"
"55","42","18","19","39","42","2018-08-03","0"
"55","42","18","19","39","42","2018-08-17","0"
"55","42","18","19","39","42","2018-08-31","0"
"55","42","18","19","39","42","2018-09-14","0"
"55","42","19","19","39","42","2018-09-28","0"
"55","42","19","19","39","42","2018-10-12","0"
"55","42","19","19","39","42","2018-10-26","0"
"55","42","19","19","39","42","2018-11-09","0"
"55","42","19","19","39","42","2018-11-23","0"
"55","42","19","19","39","42","2018-12-07","0"
"56","43","20","20","40","43","2018-12-21","0"
"56","43","20","20","40","43","2019-01-04","0"
"56","43","20","20","40","43","2019-01-18","0"
"57","44","20","20","41","44","2019-02-01","0"
"58","45","21","21","41","45","2019-02-15","0"
"58","45","21","21","41","45","2019-03-01","0"
"29","23","11","11","21","23","2019-03-15","0"
"21","16","8","8","15","16","2019-03-29","0"
"58","45","21","21","41","45","2019-04-12","0"
"59","46","22","22","42","46","2019-04-26","0"
"17","13","6","6","12","13","2019-05-10","0"
"39","30","14","14","27","30","2019-05-24","0"
"60","46","22","22","42","46","2019-06-07","0"
"64","49","24","24","45","49","2019-06-21","0"
"69","53","25","25","48","53","2019-07-05","0"
"60","46","22","22","42","46","2019-07-19","0"
"60","46","22","22","42","46","2019-08-02","0"
"55","44","20","20","39","43","2019-08-16","0"
"59","47","23","22","42","46","2019-08-30","0"
"55","44","22","20","39","43","2019-09-13","0"
"64","51","26","24","46","50","2019-09-27","0"
"65","52","26","24","46","51","2019-10-11","0"
"61","49","24","22","43","49","2019-10-25","0"
"48","39","19","17","34","39","2019-11-08","0"
"61","49","24","22","43","49","2019-11-22","0"
"57","46","22","20","40","46","2019-12-06","0"
"57","46","22","20","40","46","2019-12-20","0"
"65","53","26","24","46","53","2020-01-03","0"
"61","49","24","22","43","49","2020-01-17","0"
"61","49","24","22","43","49","2020-01-31","0"
"65","53","26","24","46","53","2020-02-14","0"
"65","54","26","24","46","54","2020-02-28","0"
"57","46","22","20","40","46","2020-03-13","0"
"61","50","24","22","43","51","2020-03-27","0"
"61","50","24","22","43","51","2020-04-10","0"
"61","50","24","22","43","51","2020-04-24","0"
"65","54","26","24","46","55","2020-05-08","0"
"61","50","24","22","43","51","2020-05-22","0"
"61","50","24","22","43","51","2020-06-05","0"
"61","50","24","22","43","51","2020-06-19","0"
"65","54","26","24","46","55","2020-07-03","0"
"70","57","27","25","49","58","2020-07-17","0"
"61","50","24","22","43","51","2020-07-31","0"
"57","46","22","20","40","47","2020-08-14","0"
"61","50","24","22","43","51","2020-08-28","0"
"70","57","27","25","49","58","2020-09-11","0"
"65","54","26","24","46","55","2020-09-25","0"
"57","46","22","21","40","47","2020-10-09","0"
"62","50","24","23","43","51","2020-10-23","0"
"66","54","26","25","47","55","2020-11-06","0"
"71","59","29","27","51","59","2020-11-20","0"
"72","59","30","27","51","59","2020-12-04","0"
"87","71","37","33","61","71","2020-12-18","0"
"73","59","31","27","51","59","2021-01-01","0"
"73","59","31","27","51","59","2021-01-15","0"
"55","45","23","21","39","45","2021-01-29","0"
"37","30","15","14","26","30","2021-02-12","0"
"73","59","31","27","51","59","2021-02-26","0"
"69","56","29","26","48","56","2021-03-12","0"
"64","52","27","24","45","52","2021-03-26","0"
"69","56","29","26","48","56","2021-04-09","0"
"74","59","31","27","51","60","2021-04-23","0"
"70","56","29","26","48","57","2021-05-07","0"
"70","56","29","26","48","57","2021-05-21","0"
