"9","19","21","492","date","other"
"8","8","7","8","2018-10-25","0"
"21","21","20","21","2018-11-08","0"
"21","21","20","21","2018-11-22","0"
"21","21","20","21","2018-12-06","0"
"21","21","20","21","2018-12-20","0"
"21","21","20","21","2019-01-03","0"
"21","21","20","21","2019-01-17","0"
"21","21","20","21","2019-01-31","0"
"21","21","20","21","2019-02-14","0"
"21","21","20","21","2019-02-28","0"
"20","20","19","20","2019-03-14","0"
"18","18","17","18","2019-03-28","0"
"21","21","20","21","2019-04-11","0"
"21","21","20","21","2019-04-25","0"
"8","8","7","8","2019-05-09","0"
"12","12","11","12","2019-05-23","0"
"18","18","17","18","2019-06-06","0"
"23","23","21","23","2019-06-20","0"
"21","21","20","21","2019-07-04","0"
"24","24","23","24","2019-07-18","0"
"21","21","20","21","2019-08-01","0"
"18","18","17","18","2019-08-15","0"
"23","23","21","23","2019-08-29","0"
"20","20","19","20","2019-09-12","0"
"21","21","20","21","2019-09-26","0"
"26","26","24","26","2019-10-10","0"
"21","21","20","21","2019-10-24","0"
"21","21","20","21","2019-11-07","0"
"21","21","20","21","2019-11-21","0"
"24","24","23","24","2019-12-05","0"
"23","23","21","23","2019-12-19","0"
"23","23","22","23","2020-01-02","0"
"38","38","36","38","2020-01-16","0"
"31","31","30","31","2020-01-30","0"
"40","40","39","40","2020-02-13","0"
"35","35","34","35","2020-02-27","0"
"33","33","32","33","2020-03-12","0"
"35","35","34","35","2020-03-26","0"
"35","35","34","35","2020-04-09","0"
"31","31","30","31","2020-04-23","0"
"33","33","32","33","2020-05-07","0"
"33","33","32","33","2020-05-21","0"
"31","31","30","31","2020-06-04","0"
"31","31","30","31","2020-06-18","0"
"29","29","28","29","2020-07-02","0"
"31","31","30","31","2020-07-16","0"
"33","33","32","33","2020-07-30","0"
"22","22","21","22","2020-08-13","0"
"29","29","28","29","2020-08-27","0"
"29","29","28","29","2020-09-10","0"
"44","44","43","44","2020-09-24","0"
"47","47","45","47","2020-10-08","0"
"31","31","30","31","2020-10-22","0"
"40","40","39","40","2020-11-05","0"
"44","44","43","44","2020-11-19","0"
"44","44","43","44","2020-12-03","0"
"35","35","34","35","2020-12-17","0"
"35","35","34","35","2020-12-31","0"
"47","47","45","47","2021-01-14","0"
"33","33","32","33","2021-01-28","0"
"18","18","17","18","2021-02-11","0"
"33","33","32","33","2021-02-25","0"
"31","31","30","31","2021-03-11","0"
"31","31","30","31","2021-03-25","0"
"31","31","30","31","2021-04-08","0"
"31","31","30","31","2021-04-22","0"
"31","31","30","31","2021-05-06","0"
