"21","492","1647","1693","1698","7782","date","other"
"5","","","","1","","2018-03-15","0"
"9","","","","2","","2018-03-29","0"
"11","","","","3","","2018-04-12","0"
"21","","","","5","","2018-04-26","0"
"21","","","","5","","2018-05-10","0"
"21","","","","5","","2018-05-24","0"
"20","","","","5","","2018-06-07","0"
"21","","","","5","","2018-06-21","0"
"21","","","","6","","2018-07-05","0"
"21","","","","6","","2018-07-19","0"
"21","","","","6","","2018-08-02","0"
"21","","","","6","","2018-08-16","0"
"21","","","","6","","2018-08-30","0"
"21","","","","6","","2018-09-13","0"
"21","","","","6","","2018-09-27","0"
"21","","","","6","","2018-10-11","0"
"22","","","","6","","2018-10-25","0"
"23","","","","7","","2018-11-08","0"
"24","","5","","8","","2018-11-22","0"
"24","","5","","8","","2018-12-06","0"
"24","","5","","8","","2018-12-20","0"
"24","","5","","8","","2019-01-03","0"
"24","","5","","8","","2019-01-17","0"
"24","","5","","8","","2019-01-31","0"
"24","","5","","8","","2019-02-14","0"
"24","9","5","","8","","2019-02-28","0"
"14","12","3","","5","","2019-03-14","0"
"5","5","1","","2","","2019-03-28","0"
"22","20","6","","8","","2019-04-11","0"
"24","21","6","","9","","2019-04-25","0"
"9","8","2","","3","","2019-05-09","0"
"15","14","5","","6","","2019-05-23","0"
"24","21","7","","10","","2019-06-06","0"
"23","20","7","","10","","2019-06-20","0"
"25","11","4","11","12","10","2019-07-04","0"
"27","","","25","14","23","2019-07-18","0"
"25","","","24","13","22","2019-08-01","0"
"23","","","22","12","20","2019-08-15","0"
"25","","","24","13","22","2019-08-29","0"
"23","","","22","12","20","2019-09-12","0"
"25","","","24","13","22","2019-09-26","0"
"25","","","24","13","22","2019-10-10","0"
"25","","","24","13","22","2019-10-24","0"
"23","","","22","12","20","2019-11-07","0"
"32","","","31","17","28","2019-11-21","0"
"25","","","24","13","22","2019-12-05","0"
"34","","","33","18","30","2019-12-19","0"
"36","7","","29","16","27","2020-01-02","0"
"35","12","","24","13","22","2020-01-16","0"
"38","13","","26","14","24","2020-01-30","0"
"33","11","","22","12","20","2020-02-13","0"
"38","13","","26","14","24","2020-02-27","0"
"35","12","","24","13","22","2020-03-12","0"
"38","13","","26","14","24","2020-03-26","0"
"38","13","","26","14","24","2020-04-09","0"
"38","13","","26","14","24","2020-04-23","0"
"35","12","","24","13","22","2020-05-07","0"
"38","13","","26","14","24","2020-05-21","0"
"38","13","","26","14","24","2020-06-04","0"
"38","13","","26","14","24","2020-06-18","0"
"38","13","","26","14","24","2020-07-02","0"
"30","10","","21","11","19","2020-07-16","0"
"40","14","","27","15","25","2020-07-30","0"
"30","10","","21","11","19","2020-08-13","0"
"38","13","","26","14","24","2020-08-27","0"
"40","14","","27","15","25","2020-09-10","0"
"35","12","","24","13","22","2020-09-24","0"
"33","11","","22","12","20","2020-10-08","0"
"43","15","","29","16","27","2020-10-22","0"
"45","15","","31","17","28","2020-11-05","0"
"38","13","","26","14","24","2020-11-19","0"
"45","15","","31","18","28","2020-12-03","0"
"40","14","","27","16","25","2020-12-17","0"
"35","12","","24","14","22","2020-12-31","0"
"45","15","","31","18","28","2021-01-14","0"
"45","15","","31","18","28","2021-01-28","0"
"20","7","","14","8","13","2021-02-11","0"
"38","13","","26","15","24","2021-02-25","0"
"40","14","","27","16","25","2021-03-11","0"
"35","12","","24","14","22","2021-03-25","0"
"35","12","","24","14","22","2021-04-08","0"
"35","12","","24","14","22","2021-04-22","0"
"35","12","","24","14","22","2021-05-06","0"
"35","12","","24","14","22","2021-05-20","0"
