"19","492","493","4026","4711","7208","date","other"
"8","8","9","","","","2015-07-09","0"
"21","21","24","","","","2015-07-23","0"
"23","23","26","","","","2015-08-06","0"
"23","23","26","","","","2015-08-20","0"
"23","23","26","","","","2015-09-03","0"
"23","23","26","","","","2015-09-17","0"
"23","23","26","","","","2015-10-01","0"
"23","23","26","","","","2015-10-15","0"
"23","23","26","9","9","","2015-10-29","0"
"21","21","24","9","9","","2015-11-12","0"
"23","23","26","10","10","","2015-11-26","0"
"23","23","26","9","10","","2015-12-10","0"
"23","23","26","9","10","","2015-12-24","0"
"23","23","26","9","10","","2016-01-07","0"
"23","23","26","9","10","","2016-01-21","0"
"23","23","26","9","10","","2016-02-04","0"
"23","23","26","9","10","","2016-02-18","0"
"23","23","26","9","10","","2016-03-03","0"
"23","23","26","9","10","","2016-03-17","0"
"23","23","26","9","10","","2016-03-31","0"
"23","23","26","9","10","","2016-04-14","0"
"23","23","26","9","10","","2016-04-28","0"
"23","23","26","9","10","","2016-05-12","0"
"23","23","26","9","10","","2016-05-26","0"
"23","23","26","9","10","","2016-06-09","0"
"23","23","26","9","10","","2016-06-23","0"
"23","23","26","9","10","","2016-07-07","0"
"23","23","26","9","10","","2016-07-21","0"
"23","23","26","9","10","","2016-08-04","0"
"23","23","26","9","10","","2016-08-18","0"
"23","23","26","9","10","","2016-09-01","0"
"23","23","26","9","10","","2016-09-15","0"
"23","23","26","9","10","","2016-09-29","0"
"23","23","26","9","10","","2016-10-13","0"
"23","23","26","9","10","","2016-10-27","0"
"23","23","26","9","10","","2016-11-10","0"
"23","23","26","9","10","","2016-11-24","0"
"23","23","26","9","10","","2016-12-08","0"
"23","23","26","9","10","","2016-12-22","0"
"23","23","20","9","10","1","2017-01-05","0"
"23","23","","10","11","7","2017-01-19","0"
"23","23","","10","11","7","2017-02-02","0"
"21","21","","9","10","7","2017-02-16","0"
"23","23","","10","11","7","2017-03-02","0"
"21","21","","9","10","7","2017-03-16","0"
"23","23","","10","11","7","2017-03-30","0"
"23","23","","10","11","7","2017-04-13","0"
"23","23","","10","11","7","2017-04-27","0"
"23","23","","10","11","7","2017-05-11","0"
"23","23","","10","11","7","2017-05-25","0"
"23","23","","10","11","7","2017-06-08","0"
"21","21","","9","10","7","2017-06-22","0"
"23","23","","10","11","7","2017-07-06","0"
"21","21","","10","11","7","2017-07-20","0"
"18","18","","9","9","6","2017-08-03","0"
"21","21","","10","11","7","2017-08-17","0"
"12","12","","6","6","4","2017-08-31","0"
"16","16","","8","9","6","2017-09-14","0"
"15","15","","7","8","5","2017-09-28","0"
"18","18","","9","9","6","2017-10-12","0"
"12","12","","6","6","4","2017-10-26","0"
"13","13","","6","7","5","2017-11-09","0"
"13","13","","6","7","5","2017-11-23","0"
"12","12","","6","6","4","2017-12-07","0"
