"21","492","597","1625","1664","5537","date","other"
"19","20","20","7","8","","2019-07-31","0"
"24","24","24","9","9","","2019-08-14","0"
"28","29","29","10","11","","2019-08-28","0"
"28","29","29","10","11","6","2019-09-11","0"
"36","38","38","13","15","13","2019-09-25","0"
"26","27","27","9","10","9","2019-10-09","0"
"30","31","31","11","12","11","2019-10-23","0"
"30","31","31","11","12","11","2019-11-06","0"
"30","31","31","11","12","11","2019-11-20","0"
"34","35","35","13","14","13","2019-12-04","0"
"32","33","33","12","13","12","2019-12-18","0"
"24","24","24","9","9","9","2020-01-01","0"
"36","38","38","13","15","13","2020-01-15","0"
"36","38","38","13","15","13","2020-01-29","0"
"30","31","31","11","12","11","2020-02-12","0"
"26","27","27","9","10","9","2020-02-26","0"
"32","33","33","12","13","12","2020-03-11","0"
"28","29","29","10","11","10","2020-03-25","0"
"28","29","29","10","11","10","2020-04-08","0"
"36","38","38","13","15","13","2020-04-22","0"
"26","27","27","9","10","9","2020-05-06","0"
"28","29","29","10","11","10","2020-05-20","0"
"28","29","29","10","11","10","2020-06-03","0"
"26","27","27","9","10","9","2020-06-17","0"
"32","33","33","12","13","12","2020-07-01","0"
"30","31","31","11","12","11","2020-07-15","0"
"28","29","29","10","11","10","2020-07-29","0"
"28","29","29","10","11","10","2020-08-12","0"
"30","31","31","11","12","11","2020-08-26","0"
"32","33","33","12","13","12","2020-09-09","0"
"28","29","29","10","11","10","2020-09-23","0"
"26","27","27","9","10","9","2020-10-07","0"
"45","47","47","17","18","17","2020-10-21","0"
"36","38","38","13","15","13","2020-11-04","0"
"28","29","29","10","11","10","2020-11-18","0"
"30","31","31","11","12","11","2020-12-02","0"
"43","44","44","16","17","16","2020-12-16","0"
"30","31","31","11","12","11","2020-12-30","0"
"32","33","33","12","13","12","2021-01-13","0"
"32","33","33","12","13","12","2021-01-27","0"
"34","35","35","13","14","13","2021-02-10","0"
"32","33","33","12","13","12","2021-02-24","0"
"32","33","33","12","13","12","2021-03-10","0"
"30","31","31","11","12","11","2021-03-24","0"
"30","31","31","11","12","11","2021-04-07","0"
"32","33","33","12","13","12","2021-04-21","0"
"32","33","33","12","13","12","2021-05-05","0"
"30","31","31","11","12","11","2021-05-19","0"
