"113","128","1754","date","other"
"11","10","","2017-05-25","0"
"36","30","5","2017-06-08","0"
"33","28","7","2017-06-22","0"
"36","30","8","2017-07-06","0"
"33","28","7","2017-07-20","0"
"32","26","7","2017-08-03","0"
"34","28","7","2017-08-17","0"
"16","13","3","2017-08-31","0"
"24","19","5","2017-09-14","0"
"27","21","6","2017-09-28","0"
"24","19","6","2017-10-12","0"
"22","17","5","2017-10-26","0"
"25","20","6","2017-11-09","0"
"25","20","6","2017-11-23","0"
"20","16","5","2017-12-07","0"
"22","18","6","2017-12-21","0"
"22","18","6","2018-01-04","0"
"25","20","6","2018-01-18","0"
"22","18","6","2018-02-01","0"
"28","22","7","2018-02-15","0"
"28","22","7","2018-03-01","0"
"25","20","6","2018-03-15","0"
"17","13","4","2018-03-29","0"
"28","22","7","2018-04-12","0"
"36","29","9","2018-04-26","0"
"39","31","10","2018-05-10","0"
"39","31","10","2018-05-24","0"
"39","31","10","2018-06-07","0"
"39","31","10","2018-06-21","0"
"39","31","10","2018-07-05","0"
"39","31","10","2018-07-19","0"
"39","31","10","2018-08-02","0"
"39","31","10","2018-08-16","0"
"39","31","10","2018-08-30","0"
"39","31","10","2018-09-13","0"
"39","31","10","2018-09-27","0"
"39","31","10","2018-10-11","0"
"39","31","10","2018-10-25","0"
"39","31","10","2018-11-08","0"
"39","31","10","2018-11-22","0"
"42","33","11","2018-12-06","0"
"39","31","10","2018-12-20","0"
"39","31","10","2019-01-03","0"
"39","31","10","2019-01-17","0"
"39","31","10","2019-01-31","0"
"39","31","10","2019-02-14","0"
"39","31","10","2019-02-28","0"
"22","18","6","2019-03-14","0"
"6","4","1","2019-03-28","0"
"36","29","9","2019-04-11","0"
"39","31","10","2019-04-25","0"
"14","11","4","2019-05-09","0"
"25","20","6","2019-05-23","0"
"45","35","11","2019-06-06","0"
"39","31","10","2019-06-20","0"
"42","33","11","2019-07-04","0"
"45","35","11","2019-07-18","0"
"39","31","10","2019-08-01","0"
"42","33","11","2019-08-15","0"
"39","31","10","2019-08-29","0"
"36","29","9","2019-09-12","0"
"42","33","11","2019-09-26","0"
"39","31","10","2019-10-10","0"
"45","35","11","2019-10-24","0"
"33","27","9","2019-11-07","0"
"45","35","11","2019-11-21","0"
"47","38","12","2019-12-05","0"
"42","33","11","2019-12-19","0"
"39","31","10","2020-01-02","0"
"39","31","10","2020-01-16","0"
"39","31","10","2020-01-30","0"
"42","33","11","2020-02-13","0"
"42","33","11","2020-02-27","0"
"45","35","11","2020-03-12","0"
"42","33","11","2020-03-26","0"
"36","29","9","2020-04-09","0"
"39","31","10","2020-04-23","0"
"39","31","10","2020-05-07","0"
"39","31","10","2020-05-21","0"
"42","33","11","2020-06-04","0"
"36","29","9","2020-06-18","0"
"39","31","10","2020-07-02","0"
"39","31","10","2020-07-16","0"
"42","33","11","2020-07-30","0"
"31","24","8","2020-08-13","0"
"39","31","10","2020-08-27","0"
"39","31","10","2020-09-10","0"
"45","35","11","2020-09-24","0"
"47","38","12","2020-10-08","0"
"45","35","11","2020-10-22","0"
"50","40","13","2020-11-05","0"
"39","31","10","2020-11-19","0"
"50","40","13","2020-12-03","0"
"45","35","11","2020-12-17","0"
"45","35","11","2020-12-31","0"
"45","35","11","2021-01-14","0"
"45","35","11","2021-01-28","0"
"31","24","8","2021-02-11","0"
"51","40","13","2021-02-25","0"
"40","31","10","2021-03-11","0"
"40","31","10","2021-03-25","0"
"40","31","10","2021-04-08","0"
"40","31","10","2021-04-22","0"
"40","31","10","2021-05-06","0"
"43","33","11","2021-05-20","0"
