"19","1716","1774","3859","4182","13276","21978","999999","date","other"
"2","","","","","","1","0","2017-04-28","0"
"26","","","","","6","12","1","2017-05-12","0"
"28","","","","","7","15","1","2017-05-26","0"
"28","","","","","7","15","1","2017-06-09","0"
"29","","","","","9","16","1","2017-06-23","0"
"30","","","","","10","18","1","2017-07-07","0"
"30","","","","","10","18","1","2017-07-21","0"
"26","","","","","9","15","1","2017-08-04","0"
"26","","","","","9","16","1","2017-08-18","0"
"15","","","","","6","10","1","2017-09-01","0"
"24","","","","","9","15","1","2017-09-15","0"
"24","","","","","9","15","1","2017-09-29","0"
"24","","","","","9","15","1","2017-10-13","0"
"24","","","","","9","15","1","2017-10-27","0"
"24","","","","","9","15","1","2017-11-10","0"
"21","","","","","8","14","1","2017-11-24","0"
"24","","","","","9","16","1","2017-12-08","0"
"28","","","2","","10","19","","2017-12-22","0"
"22","","","4","","8","15","","2018-01-05","0"
"24","","","4","","9","17","","2018-01-19","0"
"24","","","4","","9","17","","2018-02-02","0"
"27","","","5","","11","19","","2018-02-16","0"
"32","","","6","","13","23","","2018-03-02","0"
"27","","","5","","11","20","","2018-03-16","0"
"25","","","5","","10","18","","2018-03-30","0"
"25","","","5","","10","18","","2018-04-13","0"
"32","","","6","","13","23","","2018-04-27","0"
"32","","","6","","13","23","","2018-05-11","0"
"32","","","6","","13","23","","2018-05-25","0"
"32","","","6","","13","23","","2018-06-08","0"
"32","","","6","","13","23","","2018-06-22","0"
"32","","","6","","13","23","","2018-07-06","0"
"32","","","6","","13","23","","2018-07-20","0"
"32","","","6","","13","23","","2018-08-03","0"
"32","","","6","","13","23","","2018-08-17","0"
"32","","","6","","13","23","","2018-08-31","0"
"32","","","6","","13","23","","2018-09-14","0"
"32","","","6","","13","23","","2018-09-28","0"
"32","","","6","","13","23","","2018-10-12","0"
"32","","","6","","13","23","","2018-10-26","0"
"32","","","6","","13","23","","2018-11-09","0"
"32","","","6","","13","23","","2018-11-23","0"
"32","","","6","","13","23","","2018-12-07","0"
"32","","","6","","13","23","","2018-12-21","0"
"32","","","6","","13","23","","2019-01-04","0"
"32","","","6","","13","23","","2019-01-18","0"
"32","","","6","","13","23","","2019-02-01","0"
"32","","","6","","13","23","","2019-02-15","0"
"32","","","6","","13","23","","2019-03-01","0"
"16","","","3","","7","12","","2019-03-15","0"
"9","","","2","","4","7","","2019-03-29","0"
"30","","","6","","12","21","","2019-04-12","0"
"32","","","6","","13","25","","2019-04-26","0"
"9","","","2","","4","7","","2019-05-10","0"
"26","","","5","","11","21","","2019-05-24","0"
"33","","","6","","14","27","","2019-06-07","0"
"35","","","6","","15","29","","2019-06-21","0"
"33","","","6","","14","27","","2019-07-05","0"
"33","","","6","","14","27","","2019-07-19","0"
"33","","","6","","14","27","","2019-08-02","0"
"31","","","6","","13","25","","2019-08-16","0"
"33","","","6","","14","27","","2019-08-30","0"
"31","","","6","","13","25","","2019-09-13","0"
"33","","","6","","14","27","","2019-09-27","0"
"33","","","6","","14","27","","2019-10-11","0"
"33","","","6","","14","27","","2019-10-25","0"
"26","","","5","","11","21","","2019-11-08","0"
"31","","","6","","13","25","","2019-11-22","0"
"33","","","6","","14","28","","2019-12-06","0"
"31","","","6","","13","26","","2019-12-20","0"
"33","","","6","","13","26","","2020-01-03","0"
"40","","","6","","13","26","","2020-01-17","0"
"46","","","6","","15","30","","2020-01-31","0"
"43","","","6","","14","28","","2020-02-14","0"
"43","","","6","","14","28","","2020-02-28","0"
"40","","","6","","13","26","","2020-03-13","0"
"43","","","6","","14","28","","2020-03-27","0"
"44","","1","7","1","15","29","","2020-04-10","0"
"49","","12","15","12","22","35","","2020-04-24","0"
"53","","13","16","13","24","38","","2020-05-08","0"
"49","","12","15","12","22","35","","2020-05-22","0"
"53","","13","16","13","24","38","","2020-06-05","0"
"49","","12","15","12","22","35","","2020-06-19","0"
"53","","13","16","13","24","38","","2020-07-03","0"
"144","","35","43","35","65","103","","2020-07-17","0"
"53","","13","16","13","24","38","","2020-07-31","0"
"45","","11","14","11","21","33","","2020-08-14","0"
"53","","13","16","13","24","38","","2020-08-28","0"
"49","","12","15","12","22","35","","2020-09-11","0"
"61","3","15","18","15","27","43","","2020-09-25","0"
"53","5","13","16","13","24","38","","2020-10-09","0"
"49","5","13","15","12","23","35","","2020-10-23","0"
"61","6","16","18","15","29","43","","2020-11-06","0"
"61","6","16","18","15","29","43","","2020-11-20","0"
"61","6","16","18","15","29","43","","2020-12-04","0"
"61","6","16","18","15","29","43","","2020-12-18","0"
"72","7","19","22","18","34","52","","2021-01-01","0"
"40","5","14","16","13","25","38","","2021-01-15","0"
"33","5","14","16","13","25","38","","2021-01-29","0"
"19","3","8","9","7","14","22","","2021-02-12","0"
"38","6","16","18","15","29","43","","2021-02-26","0"
"35","5","15","17","14","27","41","","2021-03-12","0"
"35","5","15","17","14","27","41","","2021-03-26","0"
"33","5","14","16","13","25","38","","2021-04-09","0"
"33","5","14","16","13","25","38","","2021-04-23","0"
"33","5","14","16","13","25","38","","2021-05-07","0"
"33","5","14","16","13","25","38","","2021-05-21","0"
