"19","3978","4667","date","other"
"14","","14","2017-02-16","0"
"21","","21","2017-03-02","0"
"20","5","20","2017-06-22","0"
"21","5","21","2017-07-06","0"
"20","5","20","2017-07-20","0"
"18","4","18","2017-08-03","0"
"20","5","20","2017-08-17","0"
"11","3","11","2017-08-31","0"
"15","4","15","2017-09-14","0"
"17","4","17","2017-09-28","0"
"15","4","15","2017-10-12","0"
"14","3","14","2017-10-26","0"
"14","3","14","2017-11-09","0"
"17","4","17","2017-11-23","0"
"14","3","14","2017-12-07","0"
"14","3","14","2017-12-21","0"
"14","3","14","2018-01-04","0"
"14","3","14","2018-01-18","0"
"15","4","15","2018-02-01","0"
"14","3","14","2018-02-15","0"
"14","3","14","2018-03-01","0"
"12","3","12","2018-03-15","0"
"17","4","17","2018-03-29","0"
"14","3","14","2018-04-12","0"
"23","5","23","2018-04-26","0"
"21","5","21","2018-05-10","0"
"21","5","21","2018-05-24","0"
"20","5","20","2018-06-07","0"
"21","5","21","2018-06-21","0"
"21","5","21","2018-07-05","0"
"21","5","21","2018-07-19","0"
"21","5","21","2018-08-02","0"
"21","5","21","2018-08-16","0"
"21","5","21","2018-08-30","0"
"21","5","21","2018-09-13","0"
"21","5","21","2018-09-27","0"
"21","5","21","2018-10-11","0"
"21","5","21","2018-10-25","0"
"21","5","21","2018-11-08","0"
"21","5","21","2018-11-22","0"
"21","5","21","2018-12-06","0"
"21","5","21","2018-12-20","0"
"21","5","21","2019-01-03","0"
"23","5","23","2019-01-17","0"
"21","5","21","2019-01-31","0"
"21","5","21","2019-02-14","0"
"21","5","21","2019-02-28","0"
"12","3","12","2019-03-14","0"
"2","0","2","2019-03-28","0"
"20","5","20","2019-04-11","0"
"23","5","23","2019-04-25","0"
"8","2","8","2019-05-09","0"
"14","3","14","2019-05-23","0"
"21","5","21","2019-06-06","0"
"21","5","21","2019-06-20","0"
"21","5","21","2019-07-04","0"
"23","5","23","2019-07-18","0"
"21","5","21","2019-08-01","0"
"18","4","18","2019-08-15","0"
"23","5","23","2019-08-29","0"
"20","5","20","2019-09-12","0"
"24","6","24","2019-09-26","0"
"24","6","24","2019-10-10","0"
"21","5","21","2019-10-24","0"
"18","4","18","2019-11-07","0"
"21","5","21","2019-11-21","0"
"23","5","23","2019-12-05","0"
"23","5","23","2019-12-19","0"
"20","5","20","2020-01-02","0"
"20","5","20","2020-01-16","0"
"23","5","23","2020-01-30","0"
"20","5","20","2020-02-13","0"
"8","2","8","2020-02-27","0"
"20","5","20","2020-03-12","0"
"23","6","23","2020-03-26","0"
"22","6","22","2020-04-09","0"
"20","6","20","2020-04-23","0"
"24","7","24","2020-05-07","0"
"20","7","20","2020-05-21","0"
"25","8","25","2020-06-04","0"
"22","7","22","2020-06-18","0"
"25","8","25","2020-07-02","0"
"19","7","19","2020-07-16","0"
"22","8","22","2020-07-30","0"
"20","7","20","2020-08-13","0"
"22","8","22","2020-08-27","0"
"22","8","22","2020-09-10","0"
"19","7","19","2020-09-24","0"
"22","8","22","2020-10-08","0"
"27","10","27","2020-10-22","0"
"31","11","31","2020-11-05","0"
"27","10","27","2020-11-19","0"
"28","10","28","2020-12-03","0"
"22","8","22","2020-12-17","0"
"25","9","25","2020-12-31","0"
"28","10","28","2021-01-14","0"
"30","11","30","2021-01-28","0"
"22","8","22","2021-02-11","0"
"22","8","22","2021-02-25","0"
"22","8","22","2021-03-11","0"
"25","9","25","2021-03-25","0"
"22","8","22","2021-04-08","0"
"22","8","22","2021-04-22","0"
"27","10","27","2021-05-06","0"
"22","8","22","2021-05-20","0"
