"19","492","3859","7368","date","other"
"5","5","3","3","2018-03-14","0"
"8","8","4","4","2018-03-28","0"
"9","9","5","5","2018-04-11","0"
"20","20","11","11","2018-04-25","0"
"21","21","12","12","2018-05-09","0"
"21","21","12","12","2018-05-23","0"
"21","21","12","12","2018-06-06","0"
"21","21","12","12","2018-06-20","0"
"21","21","12","12","2018-07-04","0"
"21","21","12","12","2018-07-18","0"
"21","21","12","12","2018-08-01","0"
"21","21","12","12","2018-08-15","0"
"21","21","12","12","2018-08-29","0"
"21","21","12","12","2018-09-12","0"
"21","21","12","12","2018-09-26","0"
"21","21","12","12","2018-10-10","0"
"21","21","12","12","2018-10-24","0"
"21","21","12","12","2018-11-07","0"
"21","21","12","12","2018-11-21","0"
"21","21","12","12","2018-12-05","0"
"21","21","12","12","2018-12-19","0"
"21","21","12","12","2019-01-02","0"
"21","21","12","12","2019-01-16","0"
"21","21","12","12","2019-01-30","0"
"21","21","12","12","2019-02-13","0"
"21","21","12","12","2019-02-27","0"
"12","12","7","7","2019-03-13","0"
"3","3","2","2","2019-03-27","0"
"18","18","10","10","2019-04-10","0"
"21","21","12","12","2019-04-24","0"
"11","11","6","6","2019-05-08","0"
"13","12","7","7","2019-05-22","0"
"22","21","12","12","2019-06-05","0"
"22","21","12","12","2019-06-19","0"
"22","21","12","12","2019-07-03","0"
"24","23","13","13","2019-07-17","0"
"24","23","13","13","2019-07-31","0"
"22","21","12","12","2019-08-14","0"
"25","24","14","14","2019-08-28","0"
"20","20","11","11","2019-09-11","0"
"24","23","13","13","2019-09-25","0"
"24","23","13","13","2019-10-09","0"
"22","21","12","12","2019-10-23","0"
"22","21","12","12","2019-11-06","0"
"25","24","14","14","2019-11-20","0"
"27","26","15","15","2019-12-04","0"
"24","23","13","13","2019-12-18","0"
"27","26","15","15","2020-01-01","0"
"34","33","15","15","2020-01-15","0"
"39","38","15","15","2020-01-29","0"
"30","29","11","11","2020-02-12","0"
"16","16","6","6","2020-02-26","0"
"2","2","1","1","2020-07-29","0"
"30","29","11","11","2020-08-12","0"
"32","31","12","12","2020-08-26","0"
"32","31","12","12","2020-09-09","0"
"39","38","15","15","2020-09-23","0"
"39","38","15","15","2020-10-07","0"
"30","29","11","11","2020-10-21","0"
"41","40","15","15","2020-11-04","0"
"43","42","16","16","2020-11-18","0"
"41","40","15","15","2020-12-02","0"
"37","35","14","14","2020-12-16","0"
"34","33","13","13","2020-12-30","0"
"41","40","15","15","2021-01-13","0"
"39","38","15","15","2021-01-27","0"
"27","27","10","10","2021-02-10","0"
"30","29","11","11","2021-02-24","0"
"32","31","12","12","2021-03-10","0"
"32","31","12","12","2021-03-24","0"
"32","31","12","12","2021-04-07","0"
"32","31","12","12","2021-04-21","0"
"32","31","12","12","2021-05-05","0"
"32","31","12","12","2021-05-19","0"
