"9","19","21","122","492","597","date","other"
"12","12","13","12","12","12","2019-05-23","0"
"21","21","22","21","21","21","2019-06-06","0"
"21","21","22","21","21","21","2019-06-20","0"
"24","24","25","24","24","24","2019-07-04","0"
"24","24","25","24","24","24","2019-07-18","0"
"21","21","22","21","21","21","2019-08-01","0"
"20","20","20","20","20","20","2019-08-15","0"
"21","21","22","21","21","21","2019-08-29","0"
"21","21","22","21","21","21","2019-09-12","0"
"21","21","22","21","21","21","2019-09-26","0"
"21","21","22","21","21","21","2019-10-10","0"
"21","21","22","21","21","21","2019-10-24","0"
"20","20","20","20","20","20","2019-11-07","0"
"24","24","25","24","24","24","2019-11-21","0"
"20","20","20","20","20","20","2019-12-05","0"
"26","26","27","26","26","26","2019-12-19","0"
"20","20","20","20","20","20","2020-01-02","0"
"24","24","25","24","24","24","2020-01-16","0"
"19","20","20","19","20","20","2020-01-30","0"
"23","24","24","23","24","24","2020-02-13","0"
"20","21","21","20","21","21","2020-02-27","0"
"23","24","24","22","24","24","2020-03-12","0"
"19","20","20","18","20","20","2020-03-26","0"
"34","35","35","33","35","35","2020-04-09","0"
"28","29","29","27","29","29","2020-04-23","0"
"30","31","31","29","31","31","2020-05-07","0"
"30","31","31","29","31","31","2020-05-21","0"
"32","33","33","31","33","33","2020-06-04","0"
"36","38","38","35","38","38","2020-06-18","0"
"30","31","31","29","31","31","2020-07-02","0"
"26","27","27","25","27","27","2020-07-16","0"
"34","35","35","33","35","35","2020-07-30","0"
"28","29","29","27","29","29","2020-08-13","0"
"28","29","29","27","29","29","2020-08-27","0"
"30","31","31","29","31","31","2020-09-10","0"
"28","29","29","27","29","29","2020-09-24","0"
"36","38","38","35","38","38","2020-10-08","0"
"26","27","27","25","27","27","2020-10-22","0"
"30","31","31","29","31","31","2020-11-05","0"
"34","35","35","33","35","35","2020-11-19","0"
"41","42","42","39","42","42","2020-12-03","0"
"34","35","35","33","35","35","2020-12-17","0"
"30","31","31","29","31","31","2020-12-31","0"
"28","29","29","27","29","29","2021-01-14","0"
"36","38","38","35","38","38","2021-01-28","0"
"19","20","20","19","20","20","2021-02-11","0"
"36","38","38","35","38","38","2021-02-25","0"
"28","29","29","27","29","29","2021-03-11","0"
"30","31","31","29","31","31","2021-03-25","0"
"32","33","33","31","33","33","2021-04-08","0"
"30","31","31","29","31","31","2021-04-22","0"
"30","31","31","29","31","31","2021-05-06","0"
