"492","597","1664","1756","3871","date","other"
"12","13","9","6","7","2018-03-15","0"
"18","20","13","9","10","2018-03-29","0"
"21","23","15","10","12","2018-04-12","0"
"21","23","15","10","12","2018-04-26","0"
"21","23","15","10","12","2018-05-10","0"
"23","25","16","11","13","2018-05-24","0"
"21","23","15","10","12","2018-06-07","0"
"21","23","15","10","12","2018-06-21","0"
"21","23","15","10","12","2018-07-05","0"
"21","23","15","10","12","2018-07-19","0"
"21","23","15","10","12","2018-08-02","0"
"21","23","15","10","12","2018-08-16","0"
"21","23","15","10","12","2018-08-30","0"
"21","23","15","10","12","2018-09-13","0"
"21","23","15","10","12","2018-09-27","0"
"21","23","15","10","12","2018-10-11","0"
"21","23","15","10","12","2018-10-25","0"
"21","23","15","10","12","2018-11-08","0"
"21","23","15","10","12","2018-11-22","0"
"21","23","15","10","12","2018-12-06","0"
"21","23","15","10","12","2018-12-20","0"
"21","23","15","10","12","2019-01-03","0"
"21","23","15","10","12","2019-01-17","0"
"21","23","15","10","12","2019-01-31","0"
"21","23","15","10","12","2019-02-14","0"
"21","23","15","10","12","2019-02-28","0"
"21","23","15","10","12","2019-03-14","0"
"20","21","14","9","11","2019-03-28","0"
"21","23","15","10","12","2019-04-11","0"
"21","23","15","10","12","2019-04-25","0"
"9","10","6","4","5","2019-05-09","0"
"14","15","10","6","8","2019-05-23","0"
"24","26","16","11","13","2019-06-06","0"
"22","24","15","10","12","2019-06-20","0"
"22","24","15","10","12","2019-07-04","0"
"22","24","15","10","12","2019-07-18","0"
"22","24","15","10","12","2019-08-01","0"
"25","27","17","11","14","2019-08-15","0"
"22","24","15","10","12","2019-08-29","0"
"24","26","16","11","13","2019-09-12","0"
"22","24","15","10","12","2019-09-26","0"
"27","29","18","12","15","2019-10-10","0"
"25","27","17","11","14","2019-10-24","0"
"22","24","15","10","12","2019-11-07","0"
"22","24","15","10","12","2019-11-21","0"
"31","33","15","10","12","2019-12-05","0"
"32","34","15","10","12","2019-12-19","0"
"30","32","14","9","11","2020-01-02","0"
"32","34","15","10","12","2020-01-16","0"
"32","34","15","10","12","2020-01-30","0"
"32","34","15","10","12","2020-02-13","0"
"32","34","15","10","12","2020-02-27","0"
"30","32","14","9","11","2020-03-12","0"
"32","34","15","10","12","2020-03-26","0"
"34","36","16","11","13","2020-04-09","0"
"30","32","14","9","11","2020-04-23","0"
"34","36","16","11","13","2020-05-07","0"
"27","29","13","9","10","2020-05-21","0"
"37","39","17","11","14","2020-06-04","0"
"32","34","15","10","12","2020-06-18","0"
"32","34","15","10","12","2020-07-02","0"
"30","32","14","9","11","2020-07-16","0"
"39","41","18","12","15","2020-07-30","0"
"34","36","16","11","13","2020-08-13","0"
"32","34","15","10","12","2020-08-27","0"
"34","36","16","11","13","2020-09-10","0"
"30","32","14","9","11","2020-09-24","0"
"39","41","18","12","15","2020-10-08","0"
"32","34","15","10","12","2020-10-22","0"
"41","44","19","13","15","2020-11-05","0"
"41","44","19","13","15","2020-11-19","0"
"39","41","18","12","15","2020-12-03","0"
"37","39","17","11","14","2020-12-17","0"
"37","39","17","11","14","2020-12-31","0"
"30","32","14","9","11","2021-01-14","0"
"37","39","17","11","14","2021-01-28","0"
"21","22","10","6","8","2021-02-11","0"
"43","46","20","14","16","2021-02-25","0"
"32","34","15","10","12","2021-03-11","0"
"32","34","15","10","12","2021-03-25","0"
"34","36","16","11","13","2021-04-08","0"
"32","34","15","10","12","2021-04-22","0"
"32","34","15","10","12","2021-05-06","0"
"32","34","15","10","12","2021-05-20","0"
