"19","21","492","493","1755","3959","date","other"
"7","5","7","8","2","2","2018-03-14","0"
"18","12","18","20","6","6","2018-03-28","0"
"20","14","20","23","6","6","2018-04-11","0"
"31","21","31","35","10","10","2018-04-25","0"
"31","21","31","35","10","10","2018-05-09","0"
"33","23","33","38","11","11","2018-05-23","0"
"29","20","29","33","9","9","2018-06-06","0"
"31","21","31","35","10","10","2018-06-20","0"
"31","21","31","35","10","10","2018-07-04","0"
"31","21","31","61","10","10","2018-07-18","0"
"31","21","31","65","10","10","2018-08-01","0"
"31","21","31","65","10","10","2018-08-15","0"
"31","21","31","65","10","10","2018-08-29","0"
"31","21","31","65","10","10","2018-09-12","0"
"31","21","31","65","10","10","2018-09-26","0"
"31","21","31","65","10","10","2018-10-10","0"
"31","21","31","65","10","10","2018-10-24","0"
"31","21","31","65","10","10","2018-11-07","0"
"31","21","31","65","10","10","2018-11-21","0"
"31","21","31","65","10","10","2018-12-05","0"
"31","21","31","65","10","10","2018-12-19","0"
"31","21","31","65","10","10","2019-01-02","0"
"31","21","31","65","10","10","2019-01-16","0"
"31","21","31","65","10","10","2019-01-30","0"
"31","21","31","65","10","10","2019-02-13","0"
"31","21","31","65","10","10","2019-02-27","0"
"18","12","18","37","6","6","2019-03-13","0"
"2","2","2","5","1","1","2019-03-27","0"
"27","18","27","56","9","9","2019-04-10","0"
"31","21","31","65","10","10","2019-04-24","0"
"13","9","13","28","4","4","2019-05-08","0"
"18","12","18","37","6","6","2019-05-22","0"
"31","21","31","65","10","10","2019-06-05","0"
"33","23","33","70","11","11","2019-06-19","0"
"31","21","31","65","10","10","2019-07-03","0"
"31","21","31","65","10","10","2019-07-17","0"
"33","23","33","70","11","11","2019-07-31","0"
"27","18","27","56","9","9","2019-08-14","0"
"33","23","33","70","11","11","2019-08-28","0"
"27","18","27","56","9","9","2019-09-11","0"
"31","21","31","65","10","10","2019-09-25","0"
"31","21","31","65","10","10","2019-10-09","0"
"31","21","31","65","10","10","2019-10-23","0"
"24","17","24","51","8","8","2019-11-06","0"
"29","20","29","60","9","9","2019-11-20","0"
"33","23","33","70","11","11","2019-12-04","0"
"38","26","38","79","12","12","2019-12-18","0"
"31","21","31","65","10","10","2020-01-01","0"
"33","23","33","70","11","11","2020-01-15","0"
"29","20","29","40","9","9","2020-01-29","0"
"29","20","29","28","9","9","2020-02-12","0"
"31","21","31","30","10","10","2020-02-26","0"
"35","24","35","34","11","11","2020-03-11","0"
"33","23","33","32","11","11","2020-03-25","0"
"33","23","33","32","11","11","2020-04-08","0"
"29","20","29","28","9","9","2020-04-22","0"
"33","23","33","32","11","11","2020-05-06","0"
"31","21","31","30","10","10","2020-05-20","0"
"31","21","31","30","10","10","2020-06-03","0"
"31","21","31","30","10","10","2020-06-17","0"
"35","24","35","34","11","11","2020-07-01","0"
"33","23","33","32","11","11","2020-07-15","0"
"31","21","31","30","10","10","2020-07-29","0"
"27","18","27","26","9","9","2020-08-12","0"
"33","23","33","32","11","11","2020-08-26","0"
"49","33","49","47","16","16","2020-09-09","0"
"42","29","42","41","14","14","2020-09-23","0"
"31","21","31","30","10","10","2020-10-07","0"
"33","23","33","32","11","11","2020-10-21","0"
"35","24","35","34","11","11","2020-11-04","0"
"38","26","38","36","12","12","2020-11-18","0"
"38","26","38","36","12","12","2020-12-02","0"
"35","24","35","34","11","11","2020-12-16","0"
"40","27","40","39","13","13","2020-12-30","0"
"33","23","33","32","11","11","2021-01-13","0"
"35","24","35","34","11","11","2021-01-27","0"
"31","21","31","30","10","10","2021-02-10","0"
"38","26","38","36","12","12","2021-02-24","0"
"31","21","31","30","10","10","2021-03-10","0"
"33","23","33","32","11","11","2021-03-24","0"
"38","26","38","36","12","12","2021-04-07","0"
"33","23","33","32","11","11","2021-04-21","0"
"33","23","33","32","11","11","2021-05-05","0"
"31","21","31","30","10","10","2021-05-19","0"
