"19","1663","21978","999999","date","other"
"12","1","5","1","2017-02-01","0"
"24","6","10","1","2017-02-15","0"
"24","6","11","1","2017-03-01","0"
"24","6","11","1","2017-03-15","0"
"24","6","11","1","2017-03-29","0"
"25","7","12","1","2017-04-12","0"
"25","7","12","1","2017-04-26","0"
"25","7","12","1","2017-05-10","0"
"25","7","12","1","2017-05-24","0"
"25","7","12","1","2017-06-07","0"
"25","7","12","1","2017-06-21","0"
"25","7","12","1","2017-07-05","0"
"25","7","12","1","2017-07-19","0"
"20","6","9","1","2017-08-02","0"
"23","7","11","1","2017-08-16","0"
"13","4","6","1","2017-08-30","0"
"23","7","11","1","2017-09-13","0"
"21","6","10","1","2017-09-27","0"
"18","5","9","1","2017-10-11","0"
"21","6","10","1","2017-10-25","0"
"18","5","9","1","2017-11-08","0"
"20","6","9","1","2017-11-22","0"
"21","6","10","1","2017-12-06","0"
"18","5","9","","2017-12-20","0"
"18","5","9","","2018-01-03","0"
"18","5","9","","2018-01-17","0"
"18","5","9","","2018-01-31","0"
"21","6","10","","2018-02-14","0"
"22","6","10","","2018-02-28","0"
"22","7","10","","2018-03-14","0"
"15","5","7","","2018-03-28","0"
"21","7","11","","2018-04-11","0"
"27","9","14","","2018-04-25","0"
"27","9","14","","2018-05-09","0"
"29","10","15","","2018-05-23","0"
"25","8","13","","2018-06-06","0"
"27","9","14","","2018-06-20","0"
"27","9","14","","2018-07-04","0"
"27","9","14","","2018-07-18","0"
"27","9","14","","2018-08-01","0"
"27","9","14","","2018-08-15","0"
"27","9","14","","2018-08-29","0"
"27","9","14","","2018-09-12","0"
"25","8","13","","2018-09-26","0"
"27","9","14","","2018-10-10","0"
"27","9","14","","2018-10-24","0"
"27","9","14","","2018-11-07","0"
"27","9","14","","2018-11-21","0"
"27","9","14","","2018-12-05","0"
"27","9","14","","2018-12-19","0"
"28","10","15","","2019-01-02","0"
"28","10","15","","2019-01-16","0"
"28","10","15","","2019-01-30","0"
"28","10","15","","2019-02-13","0"
"28","10","15","","2019-02-27","0"
"18","6","10","","2019-03-13","0"
"12","4","6","","2019-03-27","0"
"26","9","14","","2019-04-10","0"
"28","10","15","","2019-04-24","0"
"12","4","6","","2019-05-08","0"
"18","6","10","","2019-05-22","0"
"28","10","15","","2019-06-05","0"
"28","10","15","","2019-06-19","0"
"28","10","15","","2019-07-03","0"
"28","10","15","","2019-07-17","0"
"30","11","16","","2019-07-31","0"
"24","9","13","","2019-08-14","0"
"28","10","15","","2019-08-28","0"
"24","9","13","","2019-09-11","0"
"28","10","15","","2019-09-25","0"
"28","10","15","","2019-10-09","0"
"30","11","16","","2019-10-23","0"
"22","8","12","","2019-11-06","0"
"26","9","14","","2019-11-20","0"
"28","10","16","","2019-12-04","0"
"42","15","24","","2019-12-18","0"
"26","9","15","","2020-01-01","0"
"28","10","16","","2020-01-15","0"
"26","9","15","","2020-01-29","0"
"26","9","15","","2020-02-12","0"
"28","10","16","","2020-02-26","0"
"30","11","17","","2020-03-11","0"
"26","9","15","","2020-03-25","0"
"30","11","17","","2020-04-08","0"
"26","9","15","","2020-04-22","0"
"28","10","16","","2020-05-06","0"
"26","9","15","","2020-05-20","0"
"28","10","16","","2020-06-03","0"
"30","11","17","","2020-06-17","0"
"28","10","16","","2020-07-01","0"
"26","9","15","","2020-07-15","0"
"32","11","18","","2020-07-29","0"
"24","9","14","","2020-08-12","0"
"30","11","17","","2020-08-26","0"
"40","14","23","","2020-09-09","0"
"30","11","17","","2020-09-23","0"
"28","10","16","","2020-10-07","0"
"36","13","21","","2020-10-21","0"
"38","14","22","","2020-11-04","0"
"38","14","22","","2020-11-18","0"
"30","11","17","","2020-12-02","0"
"36","13","21","","2020-12-16","0"
"34","12","19","","2020-12-30","0"
"34","12","19","","2021-01-13","0"
"32","11","18","","2021-01-27","0"
"26","9","15","","2021-02-10","0"
"26","9","15","","2021-02-24","0"
"28","10","16","","2021-03-10","0"
"28","10","16","","2021-03-24","0"
"28","10","16","","2021-04-07","0"
"28","10","16","","2021-04-21","0"
"30","11","17","","2021-05-05","0"
"32","11","18","","2021-05-19","0"
