"9","597","1770","date","other"
"8","9","3","2018-03-14","0"
"19","21","7","2018-03-28","0"
"18","20","7","2018-04-11","0"
"19","21","7","2018-04-25","0"
"19","21","7","2018-05-09","0"
"19","21","7","2018-05-23","0"
"19","21","7","2018-06-06","0"
"19","21","7","2018-06-20","0"
"19","21","7","2018-07-04","0"
"19","21","7","2018-07-18","0"
"19","21","7","2018-08-01","0"
"19","21","7","2018-08-15","0"
"19","21","7","2018-08-29","0"
"19","21","7","2018-09-12","0"
"19","21","7","2018-09-26","0"
"19","21","7","2018-10-10","0"
"19","21","7","2018-10-24","0"
"19","21","7","2018-11-07","0"
"19","21","7","2018-11-21","0"
"19","21","7","2018-12-05","0"
"19","21","7","2018-12-19","0"
"19","21","7","2019-01-02","0"
"19","21","7","2019-01-16","0"
"19","21","7","2019-01-30","0"
"19","21","7","2019-02-13","0"
"20","23","8","2019-02-27","0"
"19","21","7","2019-03-13","0"
"16","18","6","2019-03-27","0"
"19","21","7","2019-04-10","0"
"19","21","7","2019-04-24","0"
"10","11","4","2019-05-08","0"
"11","12","4","2019-05-22","0"
"19","21","7","2019-06-05","0"
"18","20","7","2019-06-19","0"
"19","21","7","2019-07-03","0"
"19","21","7","2019-07-17","0"
"20","23","8","2019-07-31","0"
"18","20","7","2019-08-14","0"
"19","21","7","2019-08-28","0"
"19","21","7","2019-09-11","0"
"19","21","7","2019-09-25","0"
"20","23","8","2019-10-09","0"
"19","21","7","2019-10-23","0"
"20","23","8","2019-11-06","0"
"18","20","7","2019-11-20","0"
"19","21","7","2019-12-04","0"
"22","24","8","2019-12-18","0"
"23","25","8","2020-01-01","0"
"35","38","9","2020-01-15","0"
"31","33","8","2020-01-29","0"
"31","33","8","2020-02-12","0"
"31","33","8","2020-02-26","0"
"29","31","7","2020-03-11","0"
"27","29","7","2020-03-25","0"
"35","38","10","2020-04-08","0"
"27","29","7","2020-04-22","0"
"31","33","9","2020-05-06","0"
"29","31","8","2020-05-20","0"
"29","31","8","2020-06-03","0"
"29","31","8","2020-06-17","0"
"29","31","8","2020-07-01","0"
"25","27","7","2020-07-15","0"
"31","33","9","2020-07-29","0"
"25","27","7","2020-08-12","0"
"31","33","9","2020-08-26","0"
"31","33","9","2020-09-09","0"
"31","33","9","2020-09-23","0"
"37","40","10","2020-10-07","0"
"37","40","10","2020-10-21","0"
"35","38","10","2020-11-04","0"
"35","38","10","2020-11-18","0"
"39","42","11","2020-12-02","0"
"31","33","9","2020-12-16","0"
"31","33","9","2020-12-30","0"
"33","35","9","2021-01-13","0"
"29","31","8","2021-01-27","0"
"27","29","7","2021-02-10","0"
"31","33","9","2021-02-24","0"
"29","31","8","2021-03-10","0"
"29","31","8","2021-03-24","0"
"29","31","8","2021-04-07","0"
"29","31","8","2021-04-21","0"
"31","33","9","2021-05-05","0"
"33","35","9","2021-05-19","0"
