"492","493","597","1621","21978","999999","date","other"
"6","7","6","3","","0","2017-03-02","0"
"6","","6","3","2","0","2017-05-25","0"
"21","","21","12","6","1","2017-06-08","0"
"21","","21","12","6","1","2017-06-22","0"
"21","","21","12","6","1","2017-07-06","0"
"20","","20","11","6","1","2017-07-20","0"
"18","","18","10","5","1","2017-08-03","0"
"20","","20","11","6","1","2017-08-17","0"
"9","","9","5","3","1","2017-08-31","0"
"12","","13","7","3","1","2017-09-14","0"
"12","","13","7","3","1","2017-09-28","0"
"15","","16","9","4","1","2017-10-12","0"
"14","","14","8","4","1","2017-10-26","0"
"14","","14","8","4","1","2017-11-09","0"
"11","","11","6","3","1","2017-11-23","0"
"15","","16","9","4","0","2017-12-07","0"
"12","","13","7","3","","2017-12-21","0"
"15","","16","9","4","","2018-01-04","0"
"12","","13","7","3","","2018-01-18","0"
"12","","13","7","3","","2018-02-01","0"
"14","","14","8","4","","2018-02-15","0"
"17","","17","9","5","","2018-03-01","0"
"12","","13","7","3","","2018-03-15","0"
"9","","9","5","3","","2018-03-29","0"
"11","","11","6","3","","2018-04-12","0"
"21","","22","12","6","","2018-04-26","0"
"21","","22","12","6","","2018-05-10","0"
"21","","22","12","6","","2018-05-24","0"
"20","","20","11","6","","2018-06-07","0"
"21","","22","12","7","","2018-06-21","0"
"21","","22","12","7","","2018-07-05","0"
"21","","22","12","7","","2018-07-19","0"
"21","","22","12","7","","2018-08-02","0"
"21","","22","12","7","","2018-08-16","0"
"21","","22","12","7","","2018-08-30","0"
"21","","22","12","7","","2018-09-13","0"
"21","","22","12","7","","2018-09-27","0"
"21","","22","12","7","","2018-10-11","0"
"21","","22","12","7","","2018-10-25","0"
"21","","22","12","7","","2018-11-08","0"
"21","","22","12","7","","2018-11-22","0"
"21","","22","12","7","","2018-12-06","0"
"21","","22","12","7","","2018-12-20","0"
"21","","22","12","7","","2019-01-03","0"
"21","","22","12","7","","2019-01-17","0"
"21","","22","12","7","","2019-01-31","0"
"21","","22","12","7","","2019-02-14","0"
"21","","22","12","7","","2019-02-28","0"
"9","","9","5","3","","2019-03-14","0"
"6","","6","3","2","","2019-03-28","0"
"20","","20","11","7","","2019-04-11","0"
"21","","22","12","7","","2019-04-25","0"
"8","","8","4","3","","2019-05-09","0"
"14","","14","8","5","","2019-05-23","0"
"21","","22","12","8","","2019-06-06","0"
"23","","24","13","9","","2019-06-20","0"
"23","","24","13","9","","2019-07-04","0"
"23","","24","13","9","","2019-07-18","0"
"21","","22","12","8","","2019-08-01","0"
"26","","27","15","10","","2019-08-15","0"
"8","","8","4","3","","2019-08-29","0"
"12","","13","7","5","","2019-10-24","0"
"18","","19","10","7","","2019-11-07","0"
"21","","22","12","9","","2019-11-21","0"
"20","","20","11","8","","2019-12-05","0"
"21","","22","12","9","","2019-12-19","0"
"27","","28","15","12","","2020-01-02","0"
"26","","27","15","11","","2020-01-16","0"
"26","","27","15","11","","2020-01-30","0"
"20","","20","11","8","","2020-02-13","0"
"24","","25","14","10","","2020-02-27","0"
"24","","25","14","10","","2020-03-12","0"
"24","","25","14","10","","2020-03-26","0"
"24","","25","15","10","","2020-04-09","0"
"22","","23","13","9","","2020-04-23","0"
"31","","32","13","9","","2020-05-07","0"
"29","","30","12","8","","2020-05-21","0"
"31","","32","13","9","","2020-06-04","0"
"29","","30","12","8","","2020-06-18","0"
"33","","34","14","10","","2020-07-02","0"
"24","","25","10","7","","2020-07-16","0"
"38","","39","16","11","","2020-07-30","0"
"29","","30","12","8","","2020-08-13","0"
"31","","32","13","9","","2020-08-27","0"
"31","","32","13","9","","2020-09-10","0"
"31","","32","13","9","","2020-09-24","0"
"33","","34","14","10","","2020-10-08","0"
"35","","37","15","10","","2020-10-22","0"
"44","","46","19","13","","2020-11-05","0"
"35","","37","15","10","","2020-11-19","0"
"44","","46","19","13","","2020-12-03","0"
"40","","41","17","12","","2020-12-17","0"
"33","","34","14","10","","2020-12-31","0"
"44","","46","19","13","","2021-01-14","0"
"44","","46","19","13","","2021-01-28","0"
"18","","18","7","5","","2021-02-11","0"
"38","","39","16","11","","2021-02-25","0"
"33","","34","14","10","","2021-03-11","0"
"33","","34","14","10","","2021-03-25","0"
"35","","37","15","10","","2021-04-08","0"
"33","","34","14","10","","2021-04-22","0"
"31","","32","13","9","","2021-05-06","0"
"31","","32","13","9","","2021-05-20","0"
