"21","492","1664","1698","date","other"
"3","3","1","","2017-11-10","0"
"12","12","3","","2017-11-24","0"
"12","12","3","","2017-12-08","0"
"14","14","3","","2017-12-22","0"
"14","14","3","","2018-01-05","0"
"11","11","3","","2018-01-19","0"
"11","11","3","","2018-02-02","0"
"14","14","3","","2018-02-16","0"
"15","15","4","","2018-03-02","0"
"14","14","3","","2018-03-16","0"
"14","14","3","","2018-03-30","0"
"11","11","3","","2018-04-13","0"
"23","21","7","","2018-04-27","0"
"23","21","7","","2018-05-11","0"
"23","21","7","","2018-05-25","0"
"22","20","7","","2018-06-08","0"
"24","22","8","","2018-06-22","0"
"24","22","8","","2018-07-06","0"
"24","22","8","","2018-07-20","0"
"24","22","8","","2018-08-03","0"
"24","22","8","","2018-08-17","0"
"24","22","8","","2018-08-31","0"
"24","22","8","","2018-09-14","0"
"24","22","8","","2018-09-28","0"
"24","22","8","","2018-10-12","0"
"24","22","8","","2018-10-26","0"
"24","22","8","","2018-11-09","0"
"24","22","8","","2018-11-23","0"
"26","24","9","","2018-12-07","0"
"24","22","8","","2018-12-21","0"
"24","22","8","","2019-01-04","0"
"24","22","8","","2019-01-18","0"
"24","22","8","","2019-02-01","0"
"24","22","8","","2019-02-15","0"
"24","22","8","","2019-03-01","0"
"10","9","3","","2019-03-15","0"
"9","8","3","","2019-03-29","0"
"22","20","7","","2019-04-12","0"
"24","22","8","","2019-04-26","0"
"7","6","2","","2019-05-10","0"
"17","16","6","","2019-05-24","0"
"24","22","8","","2019-06-07","0"
"24","22","8","","2019-06-21","0"
"26","24","9","","2019-07-05","0"
"22","20","7","","2019-07-19","0"
"24","22","8","1","2019-08-02","0"
"22","20","7","5","2019-08-16","0"
"24","22","8","5","2019-08-30","0"
"22","20","7","5","2019-09-13","0"
"24","22","8","5","2019-09-27","0"
"26","24","9","5","2019-10-11","0"
"24","22","8","5","2019-10-25","0"
"21","19","7","4","2019-11-08","0"
"26","24","9","5","2019-11-22","0"
"33","31","9","5","2019-12-06","0"
"32","30","8","5","2019-12-20","0"
"38","34","10","6","2020-01-03","0"
"43","39","11","7","2020-01-17","0"
"35","32","9","6","2020-01-31","0"
"35","32","9","6","2020-02-14","0"
"38","34","10","6","2020-02-28","0"
"30","27","8","5","2020-03-13","0"
"35","32","9","6","2020-03-27","0"
"38","34","10","6","2020-04-10","0"
"33","31","9","6","2020-04-24","0"
"38","36","11","8","2020-05-08","0"
"35","34","10","7","2020-05-22","0"
"35","34","10","7","2020-06-05","0"
"35","34","10","7","2020-06-19","0"
"38","36","11","9","2020-07-03","0"
"30","29","9","7","2020-07-17","0"
"40","39","11","9","2020-07-31","0"
"35","34","10","8","2020-08-14","0"
"35","34","10","8","2020-08-28","0"
"33","32","9","7","2020-09-11","0"
"30","29","9","7","2020-09-25","0"
"35","34","10","8","2020-10-09","0"
"45","44","13","10","2020-10-23","0"
"40","39","11","9","2020-11-06","0"
"38","36","11","9","2020-11-20","0"
"38","36","12","10","2020-12-04","0"
"38","36","12","10","2020-12-18","0"
"38","36","12","10","2021-01-01","0"
"48","46","15","12","2021-01-15","0"
"45","44","14","12","2021-01-29","0"
"30","29","9","8","2021-02-12","0"
"38","36","12","10","2021-02-26","0"
"35","34","11","9","2021-03-12","0"
"35","34","11","9","2021-03-26","0"
"38","36","12","10","2021-04-09","0"
"35","34","11","9","2021-04-23","0"
"35","34","11","9","2021-05-07","0"
"35","34","11","9","2021-05-21","0"
