"19","113","492","3859","date","other"
"7","7","7","","2017-09-14","0"
"24","27","24","2","2017-09-28","0"
"17","20","17","2","2017-10-12","0"
"21","26","21","5","2017-10-26","0"
"19","24","19","5","2017-11-09","0"
"14","17","14","4","2017-11-23","0"
"17","21","17","5","2017-12-07","0"
"17","21","17","6","2017-12-21","0"
"15","19","15","5","2018-01-04","0"
"17","22","17","6","2018-01-18","0"
"14","17","14","5","2018-02-01","0"
"14","17","14","5","2018-02-15","0"
"17","22","17","6","2018-03-01","0"
"17","22","17","6","2018-03-15","0"
"12","15","12","4","2018-03-29","0"
"19","24","19","6","2018-04-12","0"
"27","34","27","9","2018-04-26","0"
"27","34","27","9","2018-05-10","0"
"27","34","27","9","2018-05-24","0"
"27","34","27","9","2018-06-07","0"
"27","34","27","9","2018-06-21","0"
"27","34","27","9","2018-07-05","0"
"27","34","27","9","2018-07-19","0"
"27","34","27","9","2018-08-02","0"
"27","34","27","9","2018-08-16","0"
"27","34","27","9","2018-08-30","0"
"27","34","27","9","2018-09-13","0"
"27","34","27","9","2018-09-27","0"
"27","34","27","9","2018-10-11","0"
"27","34","27","9","2018-10-25","0"
"27","34","27","9","2018-11-08","0"
"27","34","27","9","2018-11-22","0"
"27","34","27","9","2018-12-06","0"
"27","34","27","9","2018-12-20","0"
"27","34","27","9","2019-01-03","0"
"27","34","27","9","2019-01-17","0"
"27","34","27","9","2019-01-31","0"
"27","34","27","9","2019-02-14","0"
"27","34","27","9","2019-02-28","0"
"15","19","15","5","2019-03-14","0"
"4","5","4","1","2019-03-28","0"
"25","32","25","8","2019-04-11","0"
"27","34","27","9","2019-04-25","0"
"12","15","12","4","2019-05-09","0"
"19","24","19","6","2019-05-23","0"
"27","34","27","9","2019-06-06","0"
"27","34","27","9","2019-06-20","0"
"27","34","27","9","2019-07-04","0"
"27","34","27","9","2019-07-18","0"
"27","34","27","9","2019-08-01","0"
"23","29","23","8","2019-08-15","0"
"27","34","27","9","2019-08-29","0"
"27","34","27","9","2019-09-12","0"
"27","34","27","9","2019-09-26","0"
"27","34","27","9","2019-10-10","0"
"27","34","27","9","2019-10-24","0"
"25","32","25","8","2019-11-07","0"
"35","44","35","12","2019-11-21","0"
"25","32","25","8","2019-12-05","0"
"29","36","29","10","2019-12-19","0"
"27","34","27","9","2020-01-02","0"
"27","34","27","9","2020-01-16","0"
"28","34","28","9","2020-01-30","0"
"32","39","32","10","2020-02-13","0"
"32","39","32","10","2020-02-27","0"
"28","34","28","9","2020-03-12","0"
"26","32","26","8","2020-03-26","0"
"28","34","28","9","2020-04-09","0"
"26","32","26","8","2020-04-23","0"
"34","41","34","11","2020-05-07","0"
"28","34","28","9","2020-05-21","0"
"28","34","28","9","2020-06-04","0"
"28","34","28","9","2020-06-18","0"
"30","36","30","10","2020-07-02","0"
"24","29","24","8","2020-07-16","0"
"30","36","30","10","2020-07-30","0"
"24","29","24","8","2020-08-13","0"
"30","36","30","10","2020-08-27","0"
"30","36","30","10","2020-09-10","0"
"28","34","28","9","2020-09-24","0"
"28","34","28","9","2020-10-08","0"
"26","32","26","8","2020-10-22","0"
"40","49","40","13","2020-11-05","0"
"38","46","38","12","2020-11-19","0"
"36","44","36","12","2020-12-03","0"
"28","34","28","9","2020-12-17","0"
"34","41","34","11","2020-12-31","0"
"32","39","32","10","2021-01-14","0"
"36","44","36","12","2021-01-28","0"
"16","19","16","5","2021-02-11","0"
"34","41","34","11","2021-02-25","0"
"30","36","30","10","2021-03-11","0"
"28","34","28","9","2021-03-25","0"
"34","41","34","11","2021-04-08","0"
"30","36","30","10","2021-04-22","0"
"28","34","28","9","2021-05-06","0"
"28","34","28","9","2021-05-20","0"
