"492","597","4182","4726","date","other"
"5","5","2","2","2017-01-20","0"
"36","36","16","16","2017-02-03","0"
"33","33","15","15","2017-02-17","0"
"36","36","16","16","2017-03-03","0"
"31","31","14","14","2017-03-17","0"
"36","37","17","16","2017-03-31","0"
"36","37","17","16","2017-04-14","0"
"36","37","17","16","2017-04-28","0"
"36","37","17","16","2017-05-12","0"
"36","37","17","16","2017-05-26","0"
"33","34","16","15","2017-06-09","0"
"36","37","17","16","2017-06-23","0"
"37","38","18","16","2017-07-07","0"
"34","35","17","15","2017-07-21","0"
"32","33","15","14","2017-08-04","0"
"32","33","15","14","2017-08-18","0"
"19","19","9","8","2017-09-01","0"
"21","22","10","9","2017-09-15","0"
"21","22","10","9","2017-09-29","0"
"26","27","13","11","2017-10-13","0"
"21","22","10","9","2017-10-27","0"
"21","22","10","9","2017-11-10","0"
"19","19","9","8","2017-11-24","0"
"26","27","13","11","2017-12-08","0"
"24","24","12","10","2017-12-22","0"
"24","24","12","10","2018-01-05","0"
"19","19","9","8","2018-01-19","0"
"19","19","9","8","2018-02-02","0"
"24","24","12","10","2018-02-16","0"
"29","30","14","13","2018-03-02","0"
"19","19","9","8","2018-03-16","0"
"21","22","10","9","2018-03-30","0"
"21","22","10","9","2018-04-13","0"
"40","41","19","17","2018-04-27","0"
"37","38","18","16","2018-05-11","0"
"37","38","18","16","2018-05-25","0"
"34","35","17","15","2018-06-08","0"
"37","38","18","16","2018-06-22","0"
"37","38","18","16","2018-07-06","0"
"40","41","19","17","2018-07-20","0"
"37","38","18","16","2018-08-03","0"
"37","38","18","16","2018-08-17","0"
"37","38","18","16","2018-08-31","0"
"37","38","18","16","2018-09-14","0"
"37","38","18","16","2018-09-28","0"
"37","38","18","16","2018-10-12","0"
"37","38","18","16","2018-10-26","0"
"37","38","18","16","2018-11-09","0"
"37","38","18","16","2018-11-23","0"
"37","38","18","16","2018-12-07","0"
"37","38","18","16","2018-12-21","0"
"37","38","18","16","2019-01-04","0"
"34","35","17","15","2019-01-18","0"
"37","38","18","16","2019-02-01","0"
"37","38","18","16","2019-02-15","0"
"37","38","18","16","2019-03-01","0"
"16","16","8","7","2019-03-15","0"
"11","11","5","5","2019-03-29","0"
"34","35","17","15","2019-04-12","0"
"37","38","18","16","2019-04-26","0"
"11","11","5","5","2019-05-10","0"
"26","27","14","11","2019-05-24","0"
"37","38","19","16","2019-06-07","0"
"37","38","19","16","2019-06-21","0"
"37","38","19","16","2019-07-05","0"
"37","38","19","15","2019-07-19","0"
"37","38","19","15","2019-08-02","0"
"37","38","19","15","2019-08-16","0"
"37","38","19","15","2019-08-30","0"
"32","33","16","13","2019-09-13","0"
"40","41","20","16","2019-09-27","0"
"37","38","19","15","2019-10-11","0"
"37","38","19","15","2019-10-25","0"
"32","33","16","13","2019-11-08","0"
"34","35","18","14","2019-11-22","0"
"37","38","19","15","2019-12-06","0"
"42","43","22","17","2019-12-20","0"
"32","33","16","13","2020-01-03","0"
"34","35","18","14","2020-01-17","0"
"40","41","20","16","2020-01-31","0"
"34","35","18","14","2020-02-14","0"
"37","38","19","15","2020-02-28","0"
"34","35","18","14","2020-03-13","0"
"45","46","23","18","2020-03-27","0"
"40","41","20","16","2020-04-10","0"
"34","35","18","14","2020-04-24","0"
"40","41","20","16","2020-05-08","0"
"37","38","19","15","2020-05-22","0"
"37","38","19","15","2020-06-05","0"
"34","35","18","14","2020-06-19","0"
"37","38","19","15","2020-07-03","0"
"34","35","18","14","2020-07-17","0"
"37","38","19","15","2020-07-31","0"
"34","35","18","14","2020-08-14","0"
"40","41","20","16","2020-08-28","0"
"40","41","20","16","2020-09-11","0"
"34","35","18","14","2020-09-25","0"
"45","46","23","18","2020-10-09","0"
"53","54","27","21","2020-10-23","0"
"37","38","19","15","2020-11-06","0"
"56","57","29","23","2020-11-20","0"
"50","52","26","20","2020-12-04","0"
"42","43","22","17","2020-12-18","0"
"37","38","19","15","2021-01-01","0"
"53","54","27","21","2021-01-15","0"
"42","43","22","17","2021-01-29","0"
"24","24","12","10","2021-02-12","0"
"40","41","20","16","2021-02-26","0"
"37","38","19","15","2021-03-12","0"
"37","38","19","15","2021-03-26","0"
"37","38","19","15","2021-04-09","0"
"37","38","19","15","2021-04-23","0"
"37","38","19","15","2021-05-07","0"
"37","38","19","15","2021-05-21","0"
