"19","492","597","1625","1755","1774","3942","4136","4166","4255","4295","4885","5030","5923","5981","date","other"
"8","8","8","","","","","","","","","","","","","2018-03-14","0"
"9","9","9","","","","","","","","","","","","","2018-03-28","0"
"13","12","12","","","","","","","","","","","","","2018-04-11","0"
"20","20","20","","","","","","","","","","","","","2018-04-25","0"
"22","21","21","","","","","","","","","","","","","2018-05-09","0"
"22","21","21","","","","","","","","","","","","","2018-05-23","0"
"22","21","21","","","","","","","","","","","","","2018-06-06","0"
"22","21","21","","","","","","","","","","","","","2018-06-20","0"
"22","21","21","","","","","","","","","","","","","2018-07-04","0"
"22","21","21","","","","","","","","","","","","","2018-07-18","0"
"22","21","21","","","","","","","","","","","","","2018-08-01","0"
"22","21","21","","","","","","","","","","","","","2018-08-15","0"
"22","21","21","","","","","","","","","","","","","2018-08-29","0"
"22","21","21","","","","","","","","","","","","","2018-09-12","0"
"22","21","21","","","","","","","","","","","","","2018-09-26","0"
"22","21","21","","","","","","","","","","","","","2018-10-10","0"
"22","21","21","","","","","","","","","","","","","2018-10-24","0"
"22","21","21","","","","","","","","","","","","","2018-11-07","0"
"21","21","20","","","","","","","","","","","","","2018-11-21","0"
"21","21","20","","","","","","","","","","","","","2018-12-05","0"
"21","21","20","","","","","","","","","","","","","2018-12-19","0"
"21","21","20","","","","","","","","","","","","","2019-01-02","0"
"20","20","19","","","","","","","","","","","","","2019-01-16","0"
"21","21","20","","","","","","","","","","","","","2019-01-30","0"
"21","21","20","","","","","","","","","","","","","2019-02-13","0"
"21","21","20","","","","","","","","","","","","","2019-02-27","0"
"15","15","14","","","","","","","","","","","","","2019-03-13","0"
"5","5","4","","","","","","","","","","","","","2019-03-27","0"
"20","20","19","","","","","","","","","","","","","2019-04-10","0"
"21","21","20","","","","","","","","","","","","","2019-04-24","0"
"9","9","9","","","","","","","","","","","","","2019-05-08","0"
"12","12","11","","","","","","","","","","","","","2019-05-22","0"
"23","23","21","","","","","","","","","","","","","2019-06-05","0"
"23","23","21","","","","","","","","","","","","","2019-06-19","0"
"21","21","20","","","","","","","","","","","","","2019-07-03","0"
"24","24","23","","","","","","","","","","","","","2019-07-17","0"
"21","21","20","","","","","","","","","","","","","2019-07-31","0"
"21","21","20","","","","","","","","","","","","","2019-08-14","0"
"21","21","20","","","","","","","","","","","","","2019-08-28","0"
"20","20","19","","","","","","","","","","","","","2019-09-11","0"
"21","21","20","","","","","","","","","","","","","2019-09-25","0"
"23","23","21","","","","","","","","","","","","","2019-10-09","0"
"21","21","20","","","","","","","","","","","","","2019-10-23","0"
"18","18","17","","","","","","","","","","","","","2019-11-06","0"
"20","20","19","","","","","","","","","","","","","2019-11-20","0"
"21","21","20","","","","","","","","","","","","","2019-12-04","0"
"21","21","20","","","","","","","","","","","","","2019-12-18","0"
"15","15","14","","","","","","","","","","","","","2020-01-01","0"
"27","27","26","","","","","","","","","","","","","2020-01-15","0"
"21","21","20","","","","","","","","","","","","","2020-01-29","0"
"21","21","20","","","","","","","","","","","","","2020-02-12","0"
"20","20","19","","","","","","","","","","","","","2020-02-26","0"
"21","21","20","","","","","","","","","","","","","2020-03-11","0"
"21","21","20","","","","","","","","","","","","","2020-03-25","0"
"20","20","19","","","","","","","","","","","","","2020-04-08","0"
"25","25","24","","","","","","","","","","","","","2020-04-22","0"
"31","31","30","","","","","","","","","","","","","2020-05-06","0"
"29","29","28","","","","","","","","","","","","","2020-05-20","0"
"33","33","32","","","","","","","","","","","","","2020-06-03","0"
"82","52","45","67","62","64","60","44","39","56","46","49","53","51","55","2020-06-17","157"
"110","64","54","104","97","100","94","69","61","87","72","76","83","80","85","2020-07-01","244"
"102","59","50","97","90","93","87","64","57","81","67","71","77","74","79","2020-07-15","227"
"110","64","54","104","97","100","94","69","61","87","72","76","83","80","85","2020-07-29","244"
"102","59","50","97","90","93","87","64","57","81","67","71","77","74","79","2020-08-12","227"
"110","64","54","104","97","100","94","69","61","87","72","76","83","80","85","2020-08-26","244"
"110","64","54","104","97","100","94","69","61","87","72","76","83","80","85","2020-09-09","244"
"102","59","50","97","90","93","87","64","57","81","67","71","77","74","79","2020-09-23","227"
"110","64","54","104","97","100","94","69","61","87","72","76","83","80","85","2020-10-07","244"
"94","55","46","89","83","86","81","59","52","75","62","65","71","69","73","2020-10-21","209"
"126","73","62","119","111","114","107","79","70","99","82","87","95","91","97","2020-11-04","279"
"118","69","58","111","104","107","101","74","65","93","77","81","89","86","91","2020-11-18","261"
"157","91","77","149","139","143","134","99","87","124","103","109","119","114","121","2020-12-02","349"
"126","73","62","119","111","114","107","79","70","99","82","87","95","91","97","2020-12-16","279"
"118","69","58","111","104","107","101","74","65","93","77","81","89","86","91","2020-12-30","261"
"157","91","77","149","139","143","134","99","87","124","103","109","119","114","121","2021-01-13","349"
"126","73","62","119","111","114","107","79","70","99","82","87","95","91","97","2021-01-27","279"
"79","46","39","74","69","71","67","49","44","62","51","54","59","57","61","2021-02-10","174"
"126","73","62","119","111","114","107","79","70","99","82","87","95","91","97","2021-02-24","279"
"110","64","54","104","97","100","94","69","61","87","72","76","83","80","85","2021-03-10","244"
"110","64","54","104","97","100","94","69","61","87","72","76","83","80","85","2021-03-24","244"
"110","64","54","104","97","100","94","69","61","87","72","76","83","80","85","2021-04-07","244"
"110","64","54","104","97","100","94","69","61","87","72","76","83","80","85","2021-04-21","244"
"110","64","54","104","97","100","94","69","61","87","72","76","83","80","85","2021-05-05","244"
"110","64","54","104","97","100","94","69","61","87","72","76","83","80","85","2021-05-19","244"
