"599","1693","3799","4085","4182","4726","6650","6971","7208","12095","date","other"
"27","6","","9","","","6","","","","2017-02-17","0"
"29","12","","11","","","6","","","","2017-03-03","0"
"25","10","","10","","","5","","","","2017-03-17","0"
"30","12","","12","","","5","","","","2017-03-31","0"
"30","12","","12","","","5","","","","2017-04-14","0"
"30","12","","12","","","5","","","","2017-04-28","0"
"30","12","","12","","","","","","","2017-05-12","0"
"30","12","","12","","","","","","","2017-05-26","0"
"30","12","","12","","","","","","","2017-06-09","0"
"30","12","","12","","","","","","","2017-06-23","0"
"31","12","","12","","","","","","","2017-07-07","0"
"29","12","","11","","","","","","","2017-07-21","0"
"27","11","","10","","","","","","","2017-08-04","0"
"28","11","","10","","","","","","","2017-08-18","0"
"20","8","","8","","","3","","","","2017-09-01","0"
"29","12","","12","","","4","","","","2017-09-15","0"
"22","9","","9","","","3","","","","2017-09-29","0"
"33","13","","13","","","5","","","","2017-10-13","0"
"23","9","","10","","","3","","","","2017-10-27","0"
"23","9","","10","","","3","","","","2017-11-10","0"
"29","11","","12","","","4","","","","2017-11-24","0"
"19","7","","8","","","3","","","","2017-12-08","0"
"27","10","","11","","","5","","","","2017-12-22","0"
"24","10","","10","","","5","","","","2018-01-05","0"
"30","12","","13","","","6","","","","2018-01-19","0"
"33","13","","14","","","6","","","","2018-02-02","0"
"33","13","","14","","","6","","","","2018-02-16","0"
"30","12","","13","","","6","","","","2018-03-02","0"
"25","10","","11","","","5","","","","2018-03-16","0"
"31","13","","13","","","6","","","","2018-03-30","0"
"31","13","","13","","","6","","","","2018-04-13","0"
"40","16","","17","","","8","","","","2018-04-27","0"
"41","16","","17","","","8","","","","2018-05-11","0"
"41","16","","17","","","7","","","","2018-05-25","0"
"38","15","","16","","","7","","","","2018-06-08","0"
"41","16","","17","1","","7","","1","","2018-06-22","0"
"41","17","","18","5","","8","","5","","2018-07-06","0"
"41","17","","18","5","","8","","5","","2018-07-20","0"
"41","17","","18","5","","8","","5","","2018-08-03","0"
"41","17","","18","5","","8","","5","","2018-08-17","0"
"41","17","","18","5","","8","","5","","2018-08-31","0"
"41","17","","18","5","","8","","5","","2018-09-14","0"
"41","17","","18","5","","8","","5","","2018-09-28","0"
"41","17","","18","5","","8","","5","","2018-10-12","0"
"42","17","","19","7","","8","","5","","2018-10-26","0"
"42","17","","19","7","","8","","5","","2018-11-09","0"
"42","17","","19","7","","8","","5","","2018-11-23","0"
"42","17","","19","7","","8","","5","","2018-12-07","0"
"42","17","","19","7","","8","","5","","2018-12-21","0"
"42","17","","19","7","","7","","5","","2019-01-04","0"
"42","17","","19","7","","7","","5","","2019-01-18","0"
"43","17","","20","7","","7","","5","","2019-02-01","0"
"43","17","","20","7","","7","","5","","2019-02-15","0"
"44","17","","20","7","","7","","6","","2019-03-01","0"
"22","9","","10","4","","4","","3","","2019-03-15","0"
"13","5","","6","2","","2","","2","","2019-03-29","0"
"41","16","","19","7","","7","","6","","2019-04-12","0"
"44","17","","20","7","","7","","6","","2019-04-26","0"
"13","5","","6","2","","2","","2","","2019-05-10","0"
"31","12","","14","6","","6","","4","","2019-05-24","0"
"44","17","","20","8","","8","","6","","2019-06-07","0"
"44","17","4","20","8","","8","","6","","2019-06-21","0"
"50","19","6","23","9","","9","","7","","2019-07-05","0"
"44","17","5","20","8","","8","","6","","2019-07-19","0"
"44","17","5","20","8","","8","","6","","2019-08-02","0"
"38","15","4","17","7","","7","","5","","2019-08-16","0"
"44","17","5","20","8","","8","","6","","2019-08-30","0"
"41","16","5","19","7","","7","","6","","2019-09-13","0"
"47","18","5","21","9","","8","","6","","2019-09-27","0"
"50","19","6","23","9","","8","","7","","2019-10-11","0"
"44","17","5","20","8","","7","","6","","2019-10-25","0"
"44","17","5","20","8","5","7","","6","","2019-11-08","0"
"47","18","5","21","9","5","8","","6","","2019-11-22","0"
"47","18","5","21","9","5","8","","6","","2019-12-06","0"
"53","21","6","24","10","6","9","","7","","2019-12-20","0"
"60","23","7","27","11","7","10","","8","","2020-01-03","0"
"53","21","7","24","10","6","9","","7","","2020-01-17","0"
"58","17","6","20","8","5","7","","6","","2020-01-31","0"
"55","15","5","17","7","4","6","","5","","2020-02-14","0"
"69","18","6","21","9","5","8","","6","","2020-02-28","0"
"69","18","6","21","9","5","8","","6","","2020-03-13","0"
"79","21","7","24","10","6","9","","7","","2020-03-27","0"
"70","18","6","21","9","5","8","","6","","2020-04-10","0"
"71","19","7","22","9","6","8","","7","","2020-04-24","0"
"72","19","8","23","10","6","9","","8","","2020-05-08","0"
"72","19","8","23","10","6","9","","8","","2020-05-22","0"
"77","21","8","24","10","7","9","","8","","2020-06-05","0"
"62","17","7","20","8","6","7","","7","","2020-06-19","0"
"68","19","7","21","10","6","9","","7","","2020-07-03","0"
"58","16","6","18","9","5","8","2","6","","2020-07-17","0"
"78","22","8","24","11","7","10","6","8","","2020-07-31","0"
"58","16","6","18","9","5","8","4","6","","2020-08-14","0"
"83","23","9","26","12","7","11","6","9","","2020-08-28","0"
"78","22","8","24","11","7","10","6","8","","2020-09-11","0"
"73","20","8","23","11","6","10","5","8","","2020-09-25","0"
"64","18","7","20","10","6","8","5","7","","2020-10-09","0"
"108","33","11","35","17","11","14","9","11","","2020-10-23","0"
"94","29","10","30","15","10","13","8","10","2","2020-11-06","0"
"79","24","8","25","13","8","11","7","8","6","2020-11-20","0"
"108","33","11","35","17","11","16","9","11","8","2020-12-04","0"
"119","36","12","39","19","13","17","11","12","9","2020-12-18","0"
"70","21","7","23","11","8","11","7","7","5","2021-01-01","0"
"80","24","8","26","13","9","13","8","8","6","2021-01-15","0"
"70","21","7","23","11","8","11","7","7","5","2021-01-29","0"
"61","18","6","20","9","7","10","7","6","5","2021-02-12","0"
"81","24","8","26","13","9","14","9","8","7","2021-02-26","0"
"72","21","7","23","12","8","12","9","7","6","2021-03-12","0"
"72","21","7","23","12","8","12","9","7","6","2021-03-26","0"
"72","21","7","23","12","8","12","9","7","6","2021-04-09","0"
"72","21","7","23","12","8","12","9","7","6","2021-04-23","0"
"72","21","7","23","12","8","12","9","7","6","2021-05-07","0"
"72","21","7","23","12","8","12","9","7","6","2021-05-21","0"
