"21","122","492","493","1664","5577","date","other"
"3","3","3","3","2","","2017-01-19","0"
"27","25","26","30","11","3","2017-02-02","0"
"32","30","31","36","11","5","2017-02-16","0"
"32","30","31","36","11","5","2017-03-02","0"
"16","15","16","","6","2","2017-06-08","0"
"31","29","30","","12","6","2017-06-22","0"
"31","29","30","","12","8","2017-07-06","0"
"31","29","30","","12","8","2017-07-20","0"
"27","25","26","","10","7","2017-08-03","0"
"29","27","28","","11","7","2017-08-17","0"
"13","12","13","","5","3","2017-08-31","0"
"29","27","28","","11","7","2017-09-14","0"
"29","27","28","","11","7","2017-09-28","0"
"31","29","30","","12","8","2017-10-12","0"
"27","25","26","","10","7","2017-10-26","0"
"31","29","30","","12","8","2017-11-09","0"
"29","27","28","","11","7","2017-11-23","0"
"22","21","21","","9","6","2017-12-07","0"
"18","17","17","","7","5","2017-12-21","0"
"22","21","21","","9","6","2018-01-04","0"
"22","21","21","","9","6","2018-01-18","0"
"20","19","19","","8","5","2018-02-01","0"
"20","19","19","","8","5","2018-02-15","0"
"22","21","21","","9","6","2018-03-01","0"
"22","21","21","","9","6","2018-03-15","0"
"20","19","20","","8","9","2018-03-29","0"
"22","21","22","","9","14","2018-04-12","0"
"31","29","31","","13","19","2018-04-26","0"
"31","29","31","","13","19","2018-05-10","0"
"31","29","31","","13","19","2018-05-24","0"
"31","29","31","","13","19","2018-06-07","0"
"31","29","31","","13","19","2018-06-21","0"
"31","29","31","","13","19","2018-07-05","0"
"31","29","31","10","13","19","2018-07-19","0"
"31","29","31","11","13","19","2018-08-02","0"
"31","29","31","11","13","19","2018-08-16","0"
"31","29","31","11","13","19","2018-08-30","0"
"31","29","31","11","13","19","2018-09-13","0"
"31","29","31","11","13","19","2018-09-27","0"
"31","29","31","11","13","19","2018-10-11","0"
"31","29","31","11","13","19","2018-10-25","0"
"31","29","31","11","13","19","2018-11-08","0"
"31","29","31","11","13","19","2018-11-22","0"
"31","29","31","11","13","19","2018-12-06","0"
"31","29","31","11","13","19","2018-12-20","0"
"31","29","31","11","13","19","2019-01-03","0"
"29","27","29","10","12","18","2019-01-17","0"
"31","29","31","11","13","19","2019-01-31","0"
"31","29","31","11","13","19","2019-02-14","0"
"31","29","31","11","13","19","2019-02-28","0"
"18","17","18","6","7","11","2019-03-14","0"
"4","4","4","2","2","3","2019-03-28","0"
"29","27","29","10","12","18","2019-04-11","0"
"31","29","31","11","13","19","2019-04-25","0"
"11","10","11","4","5","7","2019-05-09","0"
"20","19","20","7","8","12","2019-05-23","0"
"31","29","31","11","13","19","2019-06-06","0"
"31","29","31","11","13","19","2019-06-20","0"
"31","29","31","11","13","19","2019-07-04","0"
"31","29","31","11","13","19","2019-07-18","0"
"29","27","29","10","12","18","2019-08-01","0"
"29","27","29","10","12","18","2019-08-15","0"
"31","29","31","11","13","19","2019-08-29","0"
"29","27","29","10","12","18","2019-09-12","0"
"29","27","29","10","12","18","2019-09-26","0"
"31","29","31","11","13","19","2019-10-10","0"
"31","29","31","11","13","19","2019-10-24","0"
"27","25","27","9","11","16","2019-11-07","0"
"33","31","33","12","14","20","2019-11-21","0"
"38","35","38","13","16","23","2019-12-05","0"
"31","29","31","11","13","19","2019-12-19","0"
"27","25","27","9","11","16","2020-01-02","0"
"33","31","33","12","14","20","2020-01-16","0"
"31","29","31","11","13","19","2020-01-30","0"
"33","31","33","12","14","20","2020-02-13","0"
"84","79","84","30","35","52","2020-02-27","0"
"29","27","29","10","12","18","2020-03-12","0"
"31","29","31","11","13","19","2020-03-26","0"
"31","29","31","11","13","19","2020-04-09","0"
"29","27","29","10","12","18","2020-04-23","0"
"31","29","31","11","13","19","2020-05-07","0"
"29","27","29","9","12","18","2020-05-21","0"
"33","31","33","11","14","20","2020-06-04","0"
"31","29","31","10","13","19","2020-06-18","0"
"33","31","33","11","14","20","2020-07-02","0"
"31","29","31","10","13","19","2020-07-16","0"
"31","29","31","10","13","19","2020-07-30","0"
"24","23","24","8","10","15","2020-08-13","0"
"33","31","33","11","14","20","2020-08-27","0"
"33","31","33","11","14","20","2020-09-10","0"
"38","35","38","12","16","23","2020-09-24","0"
"29","27","29","9","12","18","2020-10-08","0"
"35","33","35","11","15","22","2020-10-22","0"
"38","35","38","12","16","23","2020-11-05","0"
"44","41","44","14","19","27","2020-11-19","0"
"35","33","35","11","15","22","2020-12-03","0"
"31","29","31","10","13","19","2020-12-17","0"
"38","35","38","12","16","23","2020-12-31","0"
"31","29","31","10","13","19","2021-01-14","0"
"49","46","49","16","20","30","2021-01-28","0"
"22","21","22","7","9","14","2021-02-11","0"
"35","33","35","11","15","22","2021-02-25","0"
"31","29","31","10","13","19","2021-03-11","0"
"31","29","31","10","13","19","2021-03-25","0"
"31","29","31","10","13","19","2021-04-08","0"
"35","33","35","11","15","22","2021-04-22","0"
"31","29","31","10","13","19","2021-05-06","0"
"31","29","31","10","13","19","2021-05-20","0"
