"9","113","492","597","599","379975","date","other"
"2","2","2","2","2","0","2017-11-24","0"
"21","25","22","22","20","12","2017-12-08","0"
"23","28","24","24","22","17","2017-12-22","0"
"22","26","22","22","20","18","2018-01-05","0"
"19","22","19","19","17","17","2018-01-19","0"
"15","19","17","16","15","14","2018-02-02","0"
"17","21","19","18","16","15","2018-02-16","0"
"14","17","15","14","13","12","2018-03-02","0"
"12","15","13","13","12","11","2018-03-16","0"
"17","22","19","18","16","16","2018-03-30","0"
"15","20","17","16","15","14","2018-04-13","0"
"24","31","26","25","23","22","2018-04-27","0"
"24","31","26","25","23","22","2018-05-11","0"
"24","31","26","25","23","22","2018-05-25","0"
"24","31","26","25","23","22","2018-06-08","0"
"24","31","26","25","23","22","2018-06-22","0"
"24","31","26","25","23","22","2018-07-06","0"
"24","31","26","25","23","22","2018-07-20","0"
"24","31","26","25","23","22","2018-08-03","0"
"24","31","26","25","23","22","2018-08-17","0"
"24","31","26","25","23","22","2018-08-31","0"
"24","31","26","25","23","22","2018-09-14","0"
"24","31","26","25","23","22","2018-09-28","0"
"24","31","26","25","23","22","2018-10-12","0"
"24","31","26","25","23","23","2018-10-26","0"
"24","31","26","25","23","23","2018-11-09","0"
"25","31","26","26","24","24","2018-11-23","0"
"25","31","26","26","24","24","2018-12-07","0"
"25","31","26","26","24","24","2018-12-21","0"
"25","31","26","26","24","24","2019-01-04","0"
"25","31","26","26","24","24","2019-01-18","0"
"25","31","26","26","24","24","2019-02-01","0"
"25","31","26","26","24","24","2019-02-15","0"
"25","31","26","26","24","24","2019-03-01","0"
"11","13","11","11","10","10","2019-03-15","0"
"4","4","4","4","3","3","2019-03-29","0"
"25","31","26","26","24","24","2019-04-12","0"
"25","31","26","26","24","24","2019-04-26","0"
"9","11","9","9","9","9","2019-05-10","0"
"18","23","19","19","17","19","2019-05-24","0"
"25","32","26","26","24","26","2019-06-07","0"
"25","32","26","26","24","26","2019-06-21","0"
"25","32","26","26","24","26","2019-07-05","0"
"25","32","26","26","24","26","2019-07-19","0"
"25","32","26","26","24","26","2019-08-02","0"
"23","30","24","24","22","24","2019-08-16","0"
"25","32","26","26","24","26","2019-08-30","0"
"25","32","26","26","24","26","2019-09-13","0"
"25","32","26","26","24","26","2019-09-27","0"
"29","37","30","30","27","31","2019-10-11","0"
"25","32","26","26","24","27","2019-10-25","0"
"23","30","24","24","22","25","2019-11-08","0"
"23","30","24","24","22","25","2019-11-22","0"
"25","33","26","26","24","28","2019-12-06","0"
"27","35","28","28","26","30","2019-12-20","0"
"23","31","24","24","22","26","2020-01-03","0"
"25","33","26","26","24","28","2020-01-17","0"
"25","33","26","26","24","28","2020-01-31","0"
"29","38","30","30","27","32","2020-02-14","0"
"25","33","26","26","24","28","2020-02-28","0"
"21","28","22","22","21","24","2020-03-13","0"
"25","33","26","26","24","28","2020-03-27","0"
"25","33","26","26","24","28","2020-04-10","0"
"25","33","26","26","24","28","2020-04-24","0"
"29","38","30","30","27","32","2020-05-08","0"
"27","35","28","28","26","30","2020-05-22","0"
"25","33","26","26","24","28","2020-06-05","0"
"25","33","26","26","24","28","2020-06-19","0"
"25","33","26","26","24","28","2020-07-03","0"
"21","28","22","22","21","24","2020-07-17","0"
"29","38","30","30","27","32","2020-07-31","0"
"23","31","24","24","22","26","2020-08-14","0"
"23","31","24","24","22","26","2020-08-28","0"
"23","31","24","24","22","26","2020-09-11","0"
"25","33","26","26","24","28","2020-09-25","0"
"32","42","33","33","31","36","2020-10-09","0"
"25","33","26","26","24","28","2020-10-23","0"
"27","35","28","28","26","30","2020-11-06","0"
"36","47","37","37","34","40","2020-11-20","0"
"27","35","28","28","26","30","2020-12-04","0"
"23","31","24","24","22","26","2020-12-18","0"
"27","35","28","28","26","30","2021-01-01","0"
"29","38","30","30","27","32","2021-01-15","0"
"32","42","33","33","31","36","2021-01-29","0"
"20","26","20","20","19","22","2021-02-12","0"
"25","33","26","26","24","28","2021-02-26","0"
"25","33","26","26","24","28","2021-03-12","0"
"25","33","26","26","24","28","2021-03-26","0"
"25","33","26","26","24","28","2021-04-09","0"
"25","33","26","26","24","28","2021-04-23","0"
"25","33","26","26","24","28","2021-05-07","0"
"27","35","28","28","26","30","2021-05-21","0"
