"492","4166","4234","5900","30358","date","other"
"14","2","2","3","2","2020-01-29","0"
"61","10","10","11","10","2020-02-12","0"
"66","11","11","12","11","2020-02-26","0"
"61","10","10","11","10","2020-03-11","0"
"61","10","10","11","10","2020-03-25","0"
"61","10","10","11","10","2020-04-08","0"
"57","9","9","10","9","2020-04-22","0"
"57","9","9","10","9","2020-05-06","0"
"61","10","10","11","10","2020-05-20","0"
"61","10","10","11","10","2020-06-03","0"
"66","11","11","12","11","2020-06-17","0"
"57","9","9","10","9","2020-07-01","0"
"71","12","12","13","12","2020-07-15","0"
"61","10","10","11","10","2020-07-29","0"
"52","9","9","9","9","2020-08-12","0"
"61","10","10","11","10","2020-08-26","0"
"57","9","9","10","9","2020-09-09","0"
"66","11","11","12","11","2020-09-23","0"
"61","10","10","11","10","2020-10-07","0"
"52","9","9","9","9","2020-10-21","0"
"61","10","10","11","10","2020-11-04","0"
"66","11","11","12","11","2020-11-18","0"
"66","11","11","12","11","2020-12-02","0"
"61","10","10","11","10","2020-12-16","0"
"61","10","10","11","10","2020-12-30","0"
"90","15","15","16","15","2021-01-13","0"
"61","10","10","11","10","2021-01-27","0"
"47","8","8","9","8","2021-02-10","0"
"57","9","9","10","9","2021-02-24","0"
"61","10","10","11","10","2021-03-10","0"
"66","11","11","12","11","2021-03-24","0"
"66","11","11","12","11","2021-04-07","0"
"66","11","11","12","11","2021-04-21","0"
"66","11","11","12","11","2021-05-05","0"
