"19","492","1664","date","other"
"19","20","","2019-01-02","0"
"20","21","","2019-01-16","0"
"20","21","","2019-01-30","0"
"20","21","","2019-02-13","0"
"20","21","","2019-02-27","0"
"20","21","","2019-03-13","0"
"19","20","","2019-03-27","0"
"20","21","","2019-04-10","0"
"20","21","","2019-04-24","0"
"10","11","","2019-05-08","0"
"11","12","","2019-05-22","0"
"21","23","","2019-06-05","0"
"21","23","","2019-06-19","0"
"20","21","3","2019-07-03","0"
"20","21","5","2019-07-17","0"
"20","21","5","2019-07-31","0"
"16","17","4","2019-08-14","0"
"21","23","5","2019-08-28","0"
"23","24","6","2019-09-11","0"
"19","20","5","2019-09-25","0"
"19","20","5","2019-10-09","0"
"17","18","4","2019-10-23","0"
"23","24","6","2019-11-06","0"
"19","20","5","2019-11-20","0"
"21","23","5","2019-12-04","0"
"23","24","6","2019-12-18","0"
"24","26","6","2020-01-01","0"
"29","30","7","2020-01-15","0"
"17","18","4","2020-01-29","0"
"20","21","5","2020-02-12","0"
"9","9","2","2020-02-26","0"
"1","2","0","2020-07-29","0"
"16","17","4","2020-08-12","0"
"21","23","5","2020-08-26","0"
"23","24","6","2020-09-09","0"
"19","20","5","2020-09-23","0"
"20","21","5","2020-10-07","0"
"17","18","4","2020-10-21","0"
"20","21","5","2020-11-04","0"
"21","23","5","2020-11-18","0"
"19","20","5","2020-12-02","0"
"21","23","5","2020-12-16","0"
"19","20","5","2020-12-30","0"
"21","23","5","2021-01-13","0"
"20","21","5","2021-01-27","0"
"14","15","4","2021-02-10","0"
"20","21","5","2021-02-24","0"
"20","21","5","2021-03-10","0"
"20","21","5","2021-03-24","0"
"20","21","5","2021-04-07","0"
"21","23","5","2021-04-21","0"
"20","21","5","2021-05-05","0"
"23","24","6","2021-05-19","0"
