"19","113","599","699","701","3859","date","other"
"14","","15","22","15","","2017-03-17","0"
"27","","27","40","28","","2017-03-31","0"
"27","","27","42","28","","2017-04-14","0"
"28","","28","43","29","","2017-04-28","0"
"28","","28","44","30","","2017-05-12","0"
"29","","29","45","31","3","2017-05-26","0"
"27","","27","42","29","5","2017-06-09","0"
"29","","29","45","31","5","2017-06-23","0"
"30","","30","46","32","6","2017-07-07","0"
"30","","30","46","32","6","2017-07-21","0"
"26","","26","39","27","5","2017-08-04","0"
"26","","26","39","27","5","2017-08-18","0"
"15","","15","23","16","3","2017-09-01","0"
"28","2","28","43","30","6","2017-09-15","0"
"19","3","19","30","21","5","2017-09-29","0"
"21","0","21","34","23","5","2017-10-13","0"
"21","","21","34","23","5","2017-10-27","0"
"24","","24","37","25","6","2017-11-10","0"
"19","","19","30","21","5","2017-11-24","0"
"19","","19","30","21","5","2017-12-08","0"
"17","","17","27","18","4","2017-12-22","0"
"21","","21","34","23","5","2018-01-05","0"
"17","0","17","27","18","4","2018-01-19","0"
"17","3","17","27","18","4","2018-02-02","0"
"21","4","21","34","23","5","2018-02-16","0"
"21","4","21","34","23","5","2018-03-02","0"
"24","5","24","37","25","6","2018-03-16","0"
"19","4","19","30","21","5","2018-03-30","0"
"15","3","15","24","16","4","2018-04-13","0"
"30","6","30","47","32","7","2018-04-27","0"
"30","6","30","47","32","7","2018-05-11","0"
"30","7","31","48","32","8","2018-05-25","0"
"28","7","29","45","30","7","2018-06-08","0"
"30","7","31","48","32","8","2018-06-22","0"
"30","7","31","48","32","8","2018-07-06","0"
"30","7","31","48","32","8","2018-07-20","0"
"30","7","31","48","32","8","2018-08-03","0"
"30","7","31","48","32","8","2018-08-17","0"
"30","7","31","48","32","8","2018-08-31","0"
"30","7","31","48","32","8","2018-09-14","0"
"30","7","31","48","32","8","2018-09-28","0"
"30","7","31","48","32","8","2018-10-12","0"
"30","7","31","48","32","8","2018-10-26","0"
"30","7","31","48","32","8","2018-11-09","0"
"30","7","31","48","32","8","2018-11-23","0"
"30","7","31","48","32","8","2018-12-07","0"
"30","7","31","48","32","8","2018-12-21","0"
"30","8","32","49","32","8","2019-01-04","0"
"30","8","32","49","32","8","2019-01-18","0"
"30","8","32","49","32","8","2019-02-01","0"
"30","9","32","49","32","8","2019-02-15","0"
"30","9","32","49","32","8","2019-03-01","0"
"17","5","18","28","18","5","2019-03-15","0"
"4","1","5","7","5","1","2019-03-29","0"
"28","8","30","46","30","7","2019-04-12","0"
"30","9","32","49","32","8","2019-04-26","0"
"9","3","9","14","9","2","2019-05-10","0"
"21","6","23","35","23","6","2019-05-24","0"
"30","9","32","49","32","8","2019-06-07","0"
"32","10","34","53","34","9","2019-06-21","0"
"34","10","37","56","37","9","2019-07-05","0"
"30","9","32","49","32","9","2019-07-19","0"
"34","10","37","56","37","10","2019-08-02","0"
"30","8","32","49","32","9","2019-08-16","0"
"32","9","34","53","34","10","2019-08-30","0"
"28","7","30","46","30","8","2019-09-13","0"
"32","9","34","53","34","10","2019-09-27","0"
"32","9","34","53","34","10","2019-10-11","0"
"32","9","34","53","34","10","2019-10-25","0"
"28","7","30","46","30","8","2019-11-08","0"
"32","9","34","53","34","10","2019-11-22","0"
"30","8","32","49","32","9","2019-12-06","0"
"34","9","37","56","37","10","2019-12-20","0"
"30","8","32","49","32","9","2020-01-03","0"
"30","8","32","49","32","9","2020-01-17","0"
"30","8","32","49","32","9","2020-01-31","0"
"28","7","30","46","30","8","2020-02-14","0"
"30","7","32","49","32","9","2020-02-28","0"
"30","7","32","49","32","9","2020-03-13","0"
"32","8","34","53","34","10","2020-03-27","0"
"32","8","34","53","34","10","2020-04-10","0"
"28","7","30","46","30","8","2020-04-24","0"
"30","7","32","49","32","9","2020-05-08","0"
"30","7","32","49","32","9","2020-05-22","0"
"32","7","34","53","34","10","2020-06-05","0"
"34","7","37","56","37","10","2020-06-19","0"
"34","7","37","56","37","10","2020-07-03","0"
"28","6","30","46","30","8","2020-07-17","0"
"34","7","37","56","37","10","2020-07-31","0"
"36","","39","60","39","11","2020-08-14","0"
"34","","37","56","37","10","2020-08-28","0"
"28","","30","46","30","8","2020-09-11","0"
"28","","30","46","30","8","2020-09-25","0"
"30","","32","49","32","9","2020-10-09","0"
"28","","30","46","30","8","2020-10-23","0"
"39","","41","63","41","12","2020-11-06","0"
"43","","46","70","46","13","2020-11-20","0"
"45","","48","74","48","14","2020-12-04","0"
"32","","34","53","34","10","2020-12-18","0"
"31","","37","57","37","10","2021-01-01","0"
"11","","37","57","37","10","2021-01-15","0"
"12","","39","61","39","11","2021-01-29","0"
"9","","27","43","27","8","2021-02-12","0"
"10","","32","50","32","9","2021-02-26","0"
"11","","34","54","34","10","2021-03-12","0"
"11","","34","54","34","10","2021-03-26","0"
"11","","37","57","37","10","2021-04-09","0"
"24","","32","50","32","9","2021-04-23","0"
"32","","34","54","34","10","2021-05-07","0"
"32","","34","54","34","10","2021-05-21","0"
