"492","597","1665","date","other"
"","16","7","2020-04-09","0"
"","27","11","2020-04-23","0"
"","29","12","2020-05-07","0"
"","49","20","2020-05-21","0"
"","31","13","2020-06-04","0"
"","31","13","2020-06-18","0"
"","29","12","2020-07-02","0"
"","31","13","2020-07-16","0"
"","31","13","2020-07-30","0"
"","22","9","2020-08-13","0"
"","31","13","2020-08-27","0"
"","24","10","2020-09-10","0"
"","33","14","2020-09-24","0"
"","31","13","2020-10-08","0"
"","40","17","2020-10-22","0"
"","29","12","2020-11-05","0"
"9","40","17","2020-11-19","0"
"23","35","15","2020-12-03","0"
"17","27","11","2020-12-17","0"
"19","29","12","2020-12-31","0"
"19","29","12","2021-01-14","0"
"29","44","19","2021-01-28","0"
"11","18","7","2021-02-11","0"
"20","31","13","2021-02-25","0"
"20","31","13","2021-03-11","0"
"20","31","13","2021-03-25","0"
"20","31","13","2021-04-08","0"
"20","31","13","2021-04-22","0"
"20","31","13","2021-05-06","0"
