"19","492","597","13276","date","other"
"7","6","6","1","2018-03-15","0"
"14","13","13","3","2018-03-29","0"
"14","13","13","3","2018-04-12","0"
"24","22","22","5","2018-04-26","0"
"24","22","22","5","2018-05-10","0"
"24","22","22","5","2018-05-24","0"
"22","20","20","5","2018-06-07","0"
"24","22","22","5","2018-06-21","0"
"24","22","22","5","2018-07-05","0"
"24","22","22","5","2018-07-19","0"
"24","22","22","5","2018-08-02","0"
"24","22","22","5","2018-08-16","0"
"24","22","22","5","2018-08-30","0"
"26","24","24","5","2018-09-13","0"
"24","22","22","5","2018-09-27","0"
"24","22","22","5","2018-10-11","0"
"24","22","22","5","2018-10-25","0"
"24","22","22","5","2018-11-08","0"
"24","22","22","5","2018-11-22","0"
"24","22","22","5","2018-12-06","0"
"24","22","22","5","2018-12-20","0"
"24","22","22","5","2019-01-03","0"
"24","22","22","5","2019-01-17","0"
"24","22","22","5","2019-01-31","0"
"24","22","22","5","2019-02-14","0"
"24","22","22","5","2019-02-28","0"
"12","11","11","3","2019-03-14","0"
"9","8","8","2","2019-03-28","0"
"22","20","20","5","2019-04-11","0"
"24","22","22","5","2019-04-25","0"
"9","8","8","2","2019-05-09","0"
"19","14","14","3","2019-05-23","0"
"29","22","22","5","2019-06-06","0"
"31","24","24","5","2019-06-20","0"
"27","20","20","5","2019-07-04","0"
"27","20","20","5","2019-07-18","0"
"29","22","22","5","2019-08-01","0"
"25","19","19","4","2019-08-15","0"
"29","22","22","5","2019-08-29","0"
"27","20","20","5","2019-09-12","0"
"29","22","22","5","2019-09-26","0"
"27","20","20","5","2019-10-10","0"
"29","22","22","5","2019-10-24","0"
"23","17","17","4","2019-11-07","0"
"27","20","20","5","2019-11-21","0"
"29","22","22","5","2019-12-05","0"
"29","22","22","5","2019-12-19","0"
"29","22","22","5","2020-01-02","0"
"27","20","20","5","2020-01-16","0"
"33","25","25","6","2020-01-30","0"
"29","22","22","5","2020-02-13","0"
"31","24","24","5","2020-02-27","0"
"29","22","22","5","2020-03-12","0"
"29","22","22","5","2020-03-26","0"
"29","22","22","5","2020-04-09","0"
"27","20","20","5","2020-04-23","0"
"29","22","22","5","2020-05-07","0"
"27","20","20","5","2020-05-21","0"
"29","22","22","5","2020-06-04","0"
"50","38","38","9","2020-06-18","0"
"31","24","24","5","2020-07-02","0"
"25","19","19","4","2020-07-16","0"
"33","25","25","6","2020-07-30","0"
"25","19","19","4","2020-08-13","0"
"31","24","24","5","2020-08-27","0"
"29","22","22","5","2020-09-10","0"
"29","22","22","5","2020-09-24","0"
"37","28","28","6","2020-10-08","0"
"39","30","30","7","2020-10-22","0"
"54","41","41","9","2020-11-05","0"
"31","24","24","5","2020-11-19","0"
"44","33","33","8","2020-12-03","0"
"35","27","27","6","2020-12-17","0"
"39","30","30","7","2020-12-31","0"
"18","27","27","6","2021-01-14","0"
"14","33","33","8","2021-01-28","0"
"5","13","13","3","2021-02-11","0"
"10","25","25","6","2021-02-25","0"
"10","24","24","5","2021-03-11","0"
"9","22","22","5","2021-03-25","0"
"10","24","24","5","2021-04-08","0"
"9","22","22","5","2021-04-22","0"
"9","22","22","5","2021-05-06","0"
"10","24","24","5","2021-05-20","0"
