"9","21","492","597","date","other"
"14","14","14","16","2018-07-05","0"
"19","20","20","22","2018-07-19","0"
"19","20","20","22","2018-08-02","0"
"19","20","20","22","2018-08-16","0"
"19","20","20","22","2018-08-30","0"
"19","20","20","22","2018-09-13","0"
"19","20","20","22","2018-09-27","0"
"19","20","20","22","2018-10-11","0"
"19","20","20","22","2018-10-25","0"
"19","20","20","22","2018-11-08","0"
"19","20","20","22","2018-11-22","0"
"19","20","20","22","2018-12-06","0"
"19","20","20","22","2018-12-20","0"
"19","20","20","22","2019-01-03","0"
"19","20","20","22","2019-01-17","0"
"19","20","20","22","2019-01-31","0"
"19","20","20","22","2019-02-14","0"
"19","20","20","22","2019-02-28","0"
"16","17","17","19","2019-03-14","0"
"19","20","20","22","2019-03-28","0"
"19","20","20","22","2019-04-11","0"
"19","20","20","22","2019-04-25","0"
"8","9","9","9","2019-05-09","0"
"11","11","11","13","2019-05-23","0"
"19","20","20","22","2019-06-06","0"
"19","20","20","22","2019-06-20","0"
"19","20","20","22","2019-07-04","0"
"18","19","19","20","2019-07-18","0"
"22","23","23","25","2019-08-01","0"
"19","20","20","22","2019-08-15","0"
"19","20","20","22","2019-08-29","0"
"20","21","21","24","2019-09-12","0"
"20","21","21","24","2019-09-26","0"
"20","21","21","24","2019-10-10","0"
"19","20","20","22","2019-10-24","0"
"20","21","21","24","2019-11-07","0"
"23","24","24","25","2019-11-21","0"
"29","30","30","32","2019-12-05","0"
"35","36","36","39","2019-12-19","0"
"29","30","30","32","2020-01-02","0"
"29","30","30","32","2020-01-16","0"
"29","30","30","32","2020-01-30","0"
"31","32","32","34","2020-02-13","0"
"29","30","30","32","2020-02-27","0"
"33","34","34","37","2020-03-12","0"
"31","32","32","34","2020-03-26","0"
"27","28","28","30","2020-04-09","0"
"29","30","30","32","2020-04-23","0"
"31","32","32","34","2020-05-07","0"
"27","28","28","30","2020-05-21","0"
"29","30","30","32","2020-06-04","0"
"29","30","30","32","2020-06-18","0"
"31","32","32","34","2020-07-02","0"
"31","32","32","34","2020-07-16","0"
"33","34","34","37","2020-07-30","0"
"31","32","32","34","2020-08-13","0"
"27","28","28","30","2020-08-27","0"
"33","34","34","37","2020-09-10","0"
"39","41","41","43","2020-09-24","0"
"31","32","32","34","2020-10-08","0"
"31","32","32","34","2020-10-22","0"
"25","26","26","27","2020-11-05","0"
"33","34","34","37","2020-11-19","0"
"41","43","43","46","2020-12-03","0"
"31","32","32","34","2020-12-17","0"
"33","34","34","37","2020-12-31","0"
"31","32","32","34","2021-01-14","0"
"52","54","54","57","2021-01-28","0"
"23","24","24","25","2021-02-11","0"
"37","39","39","41","2021-02-25","0"
"29","30","30","32","2021-03-11","0"
"33","34","34","37","2021-03-25","0"
"29","30","30","32","2021-04-08","0"
"31","32","32","34","2021-04-22","0"
"29","30","30","32","2021-05-06","0"
