"19","492","493","597","1718","3859","date","other"
"20","20","23","20","13","19","2017-05-26","0"
"31","31","35","31","20","30","2017-06-09","0"
"31","31","35","31","20","30","2017-06-23","0"
"32","33","37","32","21","31","2017-07-07","0"
"32","33","37","32","22","31","2017-07-21","0"
"27","28","32","27","19","27","2017-08-04","0"
"27","28","32","27","19","27","2017-08-18","0"
"16","17","19","16","11","16","2017-09-01","0"
"21","21","24","21","14","20","2017-09-15","0"
"21","21","24","21","14","20","2017-09-29","0"
"21","21","24","21","14","20","2017-10-13","0"
"16","17","19","16","11","16","2017-10-27","0"
"21","21","24","21","14","20","2017-11-10","0"
"18","19","21","18","13","18","2017-11-24","0"
"18","19","21","18","13","18","2017-12-08","0"
"18","19","21","18","13","18","2017-12-22","0"
"21","21","24","21","14","20","2018-01-05","0"
"23","24","26","23","16","22","2018-01-19","0"
"16","17","19","16","11","16","2018-02-02","0"
"16","17","19","16","11","16","2018-02-16","0"
"18","19","21","18","13","18","2018-03-02","0"
"21","21","24","21","14","20","2018-03-16","0"
"18","19","21","18","13","18","2018-03-30","0"
"23","24","26","23","16","22","2018-04-13","0"
"32","33","37","32","22","31","2018-04-27","0"
"32","33","37","32","22","31","2018-05-11","0"
"32","33","37","32","22","31","2018-05-25","0"
"32","33","37","32","22","31","2018-06-08","0"
"32","33","37","32","22","31","2018-06-22","0"
"32","33","37","32","22","31","2018-07-06","0"
"32","33","69","32","22","31","2018-07-20","0"
"32","33","69","32","22","31","2018-08-03","0"
"32","33","69","32","22","31","2018-08-17","0"
"32","33","69","32","22","31","2018-08-31","0"
"32","33","69","32","22","31","2018-09-14","0"
"32","33","69","32","22","31","2018-09-28","0"
"32","33","69","32","22","31","2018-10-12","0"
"32","33","69","32","22","31","2018-10-26","0"
"32","33","69","32","22","31","2018-11-09","0"
"32","33","69","32","22","31","2018-11-23","0"
"32","33","69","32","22","31","2018-12-07","0"
"32","33","69","32","22","31","2018-12-21","0"
"32","33","69","32","22","31","2019-01-04","0"
"32","33","69","32","22","31","2019-01-18","0"
"32","33","69","32","22","31","2019-02-01","0"
"32","33","69","32","22","31","2019-02-15","0"
"32","33","69","32","22","31","2019-03-01","0"
"18","19","39","18","13","18","2019-03-15","0"
"9","9","20","9","6","9","2019-03-29","0"
"32","33","69","32","22","31","2019-04-12","0"
"32","33","69","32","22","31","2019-04-26","0"
"9","9","20","9","6","9","2019-05-10","0"
"23","24","49","23","16","22","2019-05-24","0"
"32","33","69","32","22","31","2019-06-07","0"
"34","35","74","34","24","33","2019-06-21","0"
"32","33","69","32","22","31","2019-07-05","0"
"32","33","69","32","22","31","2019-07-19","0"
"32","33","69","32","22","31","2019-08-02","0"
"30","31","64","30","20","29","2019-08-16","0"
"32","33","69","32","22","31","2019-08-30","0"
"32","33","69","32","22","31","2019-09-13","0"
"34","35","74","34","24","33","2019-09-27","0"
"37","38","79","37","25","35","2019-10-11","0"
"34","35","74","34","24","33","2019-10-25","0"
"25","26","54","25","17","24","2019-11-08","0"
"37","38","79","37","25","35","2019-11-22","0"
"32","33","69","32","22","31","2019-12-06","0"
"34","35","74","34","24","33","2019-12-20","0"
"34","35","74","34","24","33","2020-01-03","0"
"27","28","59","27","19","27","2020-01-17","0"
"34","35","45","34","24","33","2020-01-31","0"
"32","33","32","32","22","31","2020-02-14","0"
"32","33","32","32","22","31","2020-02-28","0"
"32","33","32","32","22","31","2020-03-13","0"
"34","35","34","34","24","33","2020-03-27","0"
"37","38","37","37","25","35","2020-04-10","0"
"32","33","32","32","22","31","2020-04-24","0"
"34","35","34","34","24","33","2020-05-08","0"
"32","33","32","32","22","31","2020-05-22","0"
"41","42","41","41","28","40","2020-06-05","0"
"30","31","30","30","20","29","2020-06-19","0"
"32","33","32","32","22","31","2020-07-03","0"
"82","85","82","82","57","80","2020-07-17","0"
"32","33","32","32","22","31","2020-07-31","0"
"27","28","27","27","19","27","2020-08-14","0"
"32","33","32","32","22","31","2020-08-28","0"
"41","42","41","41","28","40","2020-09-11","0"
"39","40","39","39","27","38","2020-09-25","0"
"30","31","30","30","20","29","2020-10-09","0"
"30","31","30","30","20","29","2020-10-23","0"
"39","40","39","39","27","38","2020-11-06","0"
"46","47","46","46","31","44","2020-11-20","0"
"34","35","34","34","24","33","2020-12-04","0"
"39","40","39","39","27","38","2020-12-18","0"
"37","38","37","38","25","35","2021-01-01","0"
"43","45","43","45","30","42","2021-01-15","0"
"34","35","34","35","24","33","2021-01-29","0"
"27","28","27","28","19","27","2021-02-12","0"
"39","40","39","40","27","38","2021-02-26","0"
"34","35","34","35","24","33","2021-03-12","0"
"34","35","34","35","24","33","2021-03-26","0"
"32","33","32","33","22","31","2021-04-09","0"
"34","35","34","35","24","33","2021-04-23","0"
"32","33","32","33","22","31","2021-05-07","0"
"34","35","34","35","24","33","2021-05-21","0"
