"492","3799","4345","4667","12095","date","other"
"16","3","11","11","11","2020-06-03","0"
"35","6","24","24","24","2020-06-17","0"
"35","6","24","24","24","2020-07-01","0"
"27","4","18","18","18","2020-07-15","0"
"33","5","23","23","23","2020-07-29","0"
"35","6","24","24","24","2020-08-12","0"
"33","5","23","23","23","2020-08-26","0"
"38","6","26","26","26","2020-09-09","0"
"40","6","27","27","27","2020-09-23","0"
"31","5","21","21","21","2020-10-07","0"
"40","6","27","27","27","2020-10-21","0"
"33","5","23","23","23","2020-11-04","0"
"42","7","29","29","29","2020-11-18","0"
"44","7","30","30","30","2020-12-02","0"
"47","8","32","32","32","2020-12-16","0"
"40","6","27","27","27","2020-12-30","0"
"35","6","24","24","24","2021-01-13","0"
"38","6","26","26","26","2021-01-27","0"
"33","5","23","23","23","2021-02-10","0"
"29","5","20","20","20","2021-02-24","0"
"31","5","21","21","21","2021-03-10","0"
"31","5","21","21","21","2021-03-24","0"
"31","5","21","21","21","2021-04-07","0"
"31","5","21","21","21","2021-04-21","0"
"31","5","21","21","21","2021-05-05","0"
