"113","599","379975","615955","date","other"
"15","13","5","","2017-10-13","0"
"24","20","8","","2017-10-27","0"
"22","19","7","","2017-11-10","0"
"21","17","7","","2017-11-24","0"
"24","20","8","","2017-12-08","0"
"21","17","7","","2017-12-22","0"
"22","19","7","","2018-01-05","0"
"25","20","9","","2018-01-19","0"
"25","20","9","","2018-02-02","0"
"25","20","9","","2018-02-16","0"
"25","20","9","","2018-03-02","0"
"20","16","7","","2018-03-16","0"
"25","20","9","","2018-03-30","0"
"25","20","9","","2018-04-13","0"
"25","20","9","","2018-04-27","0"
"25","20","9","","2018-05-11","0"
"25","20","9","","2018-05-25","0"
"23","19","8","","2018-06-08","0"
"25","20","9","","2018-06-22","0"
"25","20","9","","2018-07-06","0"
"26","21","10","","2018-07-20","0"
"26","21","10","","2018-08-03","0"
"26","21","10","","2018-08-17","0"
"26","21","10","","2018-08-31","0"
"26","21","10","","2018-09-14","0"
"26","21","10","","2018-09-28","0"
"26","21","10","","2018-10-12","0"
"26","21","10","","2018-10-26","0"
"26","21","10","","2018-11-09","0"
"26","21","10","","2018-11-23","0"
"26","21","10","","2018-12-07","0"
"26","21","10","","2018-12-21","0"
"26","21","10","","2019-01-04","0"
"26","21","10","","2019-01-18","0"
"26","21","10","","2019-02-01","0"
"26","21","10","","2019-02-15","0"
"26","21","10","","2019-03-01","0"
"26","21","10","","2019-03-15","0"
"20","17","8","","2019-03-29","0"
"26","21","10","","2019-04-12","0"
"26","21","10","","2019-04-26","0"
"9","8","4","","2019-05-10","0"
"20","16","9","","2019-05-24","0"
"28","23","12","","2019-06-07","0"
"30","25","13","","2019-06-21","0"
"28","23","12","","2019-07-05","0"
"30","25","13","","2019-07-19","0"
"30","25","13","","2019-08-02","0"
"29","24","13","","2019-08-16","0"
"27","22","12","","2019-08-30","0"
"27","22","12","","2019-09-13","0"
"29","24","14","","2019-09-27","0"
"27","22","13","","2019-10-11","0"
"29","24","14","","2019-10-25","0"
"27","22","13","","2019-11-08","0"
"29","24","14","","2019-11-22","0"
"31","26","15","4","2019-12-06","0"
"29","24","14","25","2019-12-20","0"
"25","21","12","21","2020-01-03","0"
"31","26","15","27","2020-01-17","0"
"29","24","14","25","2020-01-31","0"
"31","26","15","27","2020-02-14","0"
"27","22","13","23","2020-02-28","0"
"31","26","15","27","2020-03-13","0"
"29","24","14","25","2020-03-27","0"
"25","21","12","21","2020-04-10","0"
"27","22","13","23","2020-04-24","0"
"29","24","14","25","2020-05-08","0"
"29","24","14","25","2020-05-22","0"
"29","24","14","25","2020-06-05","0"
"31","26","15","27","2020-06-19","0"
"29","24","14","25","2020-07-03","0"
"25","21","12","21","2020-07-17","0"
"31","26","15","27","2020-07-31","0"
"27","22","13","23","2020-08-14","0"
"29","24","14","25","2020-08-28","0"
"29","24","14","25","2020-09-11","0"
"35","29","17","30","2020-09-25","0"
"31","26","15","27","2020-10-09","0"
"29","24","14","25","2020-10-23","0"
"29","24","14","25","2020-11-06","0"
"37","31","18","32","2020-11-20","0"
"36","29","18","32","2020-12-04","0"
"30","24","15","26","2020-12-18","0"
"28","22","14","24","2021-01-01","0"
"32","26","16","28","2021-01-15","0"
"32","26","16","28","2021-01-29","0"
"24","19","12","20","2021-02-12","0"
"32","26","16","28","2021-02-26","0"
"30","24","15","26","2021-03-12","0"
"32","26","16","28","2021-03-26","0"
"30","24","15","26","2021-04-09","0"
"32","26","16","28","2021-04-23","0"
"30","24","15","26","2021-05-07","0"
"30","24","15","26","2021-05-21","0"
