"9","113","597","379975","615955","date","other"
"3","4","3","2","","2017-09-01","0"
"23","25","22","15","","2017-09-15","0"
"23","25","22","17","","2017-09-29","0"
"18","20","17","16","","2017-10-13","0"
"16","19","16","15","","2017-10-27","0"
"17","20","17","17","","2017-11-10","0"
"17","21","18","18","","2017-11-24","0"
"14","17","15","15","","2017-12-08","0"
"14","17","15","15","","2017-12-22","0"
"16","19","16","17","","2018-01-05","0"
"14","17","15","15","","2018-01-19","0"
"14","17","15","15","","2018-02-02","0"
"16","19","16","17","","2018-02-16","0"
"16","20","16","17","","2018-03-02","0"
"13","16","13","14","","2018-03-16","0"
"19","24","20","21","","2018-03-30","0"
"15","18","15","16","","2018-04-13","0"
"23","28","23","25","","2018-04-27","0"
"23","28","23","25","","2018-05-11","0"
"23","28","23","25","","2018-05-25","0"
"23","28","23","25","","2018-06-08","0"
"23","28","23","25","","2018-06-22","0"
"23","28","23","25","","2018-07-06","0"
"23","29","23","25","","2018-07-20","0"
"23","29","23","25","","2018-08-03","0"
"23","29","23","25","","2018-08-17","0"
"23","29","23","25","","2018-08-31","0"
"23","29","23","25","","2018-09-14","0"
"23","29","23","25","","2018-09-28","0"
"23","29","23","25","","2018-10-12","0"
"23","29","23","25","","2018-10-26","0"
"23","29","23","25","","2018-11-09","0"
"23","29","23","25","","2018-11-23","0"
"23","29","23","25","","2018-12-07","0"
"23","29","23","25","","2018-12-21","0"
"23","29","23","25","","2019-01-04","0"
"23","29","23","25","","2019-01-18","0"
"22","29","24","26","","2019-02-01","0"
"22","29","24","26","","2019-02-15","0"
"22","29","24","26","","2019-03-01","0"
"9","12","10","11","","2019-03-15","0"
"6","8","7","7","","2019-03-29","0"
"20","27","22","24","","2019-04-12","0"
"22","29","24","27","","2019-04-26","0"
"8","10","9","10","","2019-05-10","0"
"19","25","21","25","","2019-05-24","0"
"26","35","29","35","","2019-06-07","0"
"28","38","31","38","","2019-06-21","0"
"28","38","31","38","","2019-07-05","0"
"30","40","33","40","","2019-07-19","0"
"26","35","29","35","","2019-08-02","0"
"26","35","29","35","","2019-08-16","0"
"30","40","33","40","","2019-08-30","0"
"28","38","31","38","","2019-09-13","0"
"26","35","29","35","","2019-09-27","0"
"28","38","31","38","","2019-10-11","0"
"28","38","31","38","","2019-10-25","0"
"24","33","27","33","","2019-11-08","0"
"26","35","29","35","","2019-11-22","0"
"28","38","31","38","","2019-12-06","0"
"26","35","29","35","","2019-12-20","0"
"30","40","33","40","","2020-01-03","0"
"32","43","35","43","","2020-01-17","0"
"28","38","31","38","","2020-01-31","0"
"24","33","27","33","","2020-02-14","0"
"28","38","31","38","","2020-02-28","0"
"30","41","33","41","","2020-03-13","0"
"33","46","37","46","","2020-03-27","0"
"33","46","37","46","","2020-04-10","0"
"28","39","31","39","","2020-04-24","0"
"32","42","35","36","","2020-05-08","0"
"36","46","39","36","","2020-05-22","0"
"46","59","50","46","","2020-06-05","0"
"36","46","39","36","","2020-06-19","0"
"44","56","47","44","","2020-07-03","0"
"33","43","36","33","3","2020-07-17","0"
"44","56","47","44","6","2020-07-31","0"
"33","43","36","33","5","2020-08-14","0"
"41","53","45","41","7","2020-08-28","0"
"33","43","36","33","6","2020-09-11","0"
"36","46","39","36","6","2020-09-25","0"
"36","46","39","36","6","2020-10-09","0"
"33","43","36","33","6","2020-10-23","0"
"46","59","50","46","8","2020-11-06","0"
"41","53","45","41","7","2020-11-20","0"
"46","59","50","46","8","2020-12-04","0"
"46","59","50","46","8","2020-12-18","0"
"45","57","49","45","8","2021-01-01","0"
"48","60","51","48","9","2021-01-15","0"
"45","57","49","45","9","2021-01-29","0"
"32","40","34","32","6","2021-02-12","0"
"37","47","40","37","7","2021-02-26","0"
"37","47","40","37","7","2021-03-12","0"
"37","47","40","37","7","2021-03-26","0"
"37","47","40","37","7","2021-04-09","0"
"37","47","40","37","7","2021-04-23","0"
"37","47","40","37","7","2021-05-07","0"
"40","50","43","40","8","2021-05-21","0"
