"492","1742","4182","date","other"
"6","1","1","2017-09-15","0"
"19","5","5","2017-09-29","0"
"14","4","4","2017-10-13","0"
"14","4","4","2017-10-27","0"
"16","4","4","2017-11-10","0"
"18","5","5","2017-11-24","0"
"18","5","5","2017-12-08","0"
"17","5","5","2017-12-22","0"
"18","5","5","2018-01-05","0"
"15","4","4","2018-01-19","0"
"18","6","5","2018-02-02","0"
"14","5","4","2018-02-16","0"
"17","6","5","2018-03-02","0"
"17","6","5","2018-03-16","0"
"14","5","4","2018-03-30","0"
"15","5","4","2018-04-13","0"
"21","7","6","2018-04-27","0"
"21","7","6","2018-05-11","0"
"21","7","6","2018-05-25","0"
"21","7","6","2018-06-08","0"
"21","7","6","2018-06-22","0"
"21","7","6","2018-07-06","0"
"21","7","6","2018-07-20","0"
"21","7","6","2018-08-03","0"
"21","7","6","2018-08-17","0"
"22","7","7","2018-08-31","0"
"22","7","7","2018-09-14","0"
"22","7","7","2018-09-28","0"
"22","7","7","2018-10-12","0"
"22","7","7","2018-10-26","0"
"22","7","7","2018-11-09","0"
"22","7","7","2018-11-23","0"
"22","7","7","2018-12-07","0"
"22","7","7","2018-12-21","0"
"22","7","7","2019-01-04","0"
"22","7","7","2019-01-18","0"
"22","7","7","2019-02-01","0"
"22","7","7","2019-02-15","0"
"22","7","7","2019-03-01","0"
"11","4","4","2019-03-15","0"
"8","3","3","2019-03-29","0"
"20","7","7","2019-04-12","0"
"22","7","7","2019-04-26","0"
"8","3","3","2019-05-10","0"
"17","6","6","2019-05-24","0"
"24","8","8","2019-06-07","0"
"26","9","9","2019-06-21","0"
"22","7","7","2019-07-05","0"
"27","9","9","2019-07-19","0"
"26","9","9","2019-08-02","0"
"21","7","7","2019-08-16","0"
"24","8","8","2019-08-30","0"
"22","7","7","2019-09-13","0"
"26","9","9","2019-09-27","0"
"26","9","9","2019-10-11","0"
"26","9","9","2019-10-25","0"
"22","7","7","2019-11-08","0"
"24","8","8","2019-11-22","0"
"22","7","7","2019-12-06","0"
"22","7","7","2019-12-20","0"
"22","7","7","2020-01-03","0"
"27","9","9","2020-01-17","0"
"29","10","10","2020-01-31","0"
"22","7","7","2020-02-14","0"
"26","9","9","2020-02-28","0"
"26","9","9","2020-03-13","0"
"24","8","8","2020-03-27","0"
"24","8","8","2020-04-10","0"
"22","7","7","2020-04-24","0"
"24","8","8","2020-05-08","0"
"22","7","7","2020-05-22","0"
"31","10","10","2020-06-05","0"
"26","9","9","2020-06-19","0"
"26","9","9","2020-07-03","0"
"21","7","7","2020-07-17","0"
"31","10","10","2020-07-31","0"
"24","8","8","2020-08-14","0"
"26","9","9","2020-08-28","0"
"29","10","10","2020-09-11","0"
"26","9","9","2020-09-25","0"
"24","8","8","2020-10-09","0"
"24","8","8","2020-10-23","0"
"34","11","11","2020-11-06","0"
"27","9","9","2020-11-20","0"
"27","9","9","2020-12-04","0"
"26","9","9","2020-12-18","0"
"29","10","10","2021-01-01","0"
"24","8","8","2021-01-15","0"
"26","9","9","2021-01-29","0"
"21","7","7","2021-02-12","0"
"26","9","9","2021-02-26","0"
"26","9","9","2021-03-12","0"
"24","8","8","2021-03-26","0"
"24","8","8","2021-04-09","0"
"24","8","8","2021-04-23","0"
"26","9","9","2021-05-07","0"
"24","8","8","2021-05-21","0"
