"19","597","1693","1773","4004","4255","date","other"
"","5","","3","2","2","2018-07-05","0"
"","21","","13","9","9","2018-07-19","0"
"","21","","14","10","10","2018-08-02","0"
"","21","","14","10","10","2018-08-16","0"
"","21","","14","10","10","2018-08-30","0"
"","21","","14","10","10","2018-09-13","0"
"","21","","14","10","10","2018-09-27","0"
"","21","","14","10","10","2018-10-11","0"
"","21","","14","10","10","2018-10-25","0"
"","21","","14","10","10","2018-11-08","0"
"","21","","14","10","10","2018-11-22","0"
"","23","","15","11","11","2018-12-06","0"
"","21","","14","10","10","2018-12-20","0"
"","21","","14","10","10","2019-01-03","0"
"","21","","14","10","10","2019-01-17","0"
"","21","","14","10","10","2019-01-31","0"
"","21","","14","10","10","2019-02-14","0"
"","21","","14","10","10","2019-02-28","0"
"","20","","13","9","9","2019-03-14","0"
"","17","","11","8","8","2019-03-28","0"
"","21","","14","10","10","2019-04-11","0"
"","20","","15","11","11","2019-04-25","0"
"","9","","6","5","5","2019-05-09","0"
"","11","","9","6","7","2019-05-23","0"
"","20","","16","11","12","2019-06-06","0"
"","20","","16","11","12","2019-06-20","0"
"","23","","18","13","14","2019-07-04","0"
"","19","","15","10","11","2019-07-18","0"
"","20","","16","11","12","2019-08-01","0"
"","19","","15","10","11","2019-08-15","0"
"","21","","17","12","13","2019-08-29","0"
"","19","","15","10","11","2019-09-12","0"
"","23","","18","13","14","2019-09-26","0"
"","21","","17","12","13","2019-10-10","0"
"","21","","17","12","13","2019-10-24","0"
"","19","","15","10","11","2019-11-07","0"
"","20","","16","11","12","2019-11-21","0"
"","21","","17","12","13","2019-12-05","0"
"","21","","17","12","13","2019-12-19","0"
"","24","","19","13","15","2020-01-02","0"
"","21","","17","12","13","2020-01-16","0"
"","21","","17","12","13","2020-01-30","0"
"","24","","19","13","15","2020-02-13","0"
"","21","","17","12","13","2020-02-27","0"
"0","22","","17","12","13","2020-03-12","0"
"5","30","","17","11","13","2020-03-26","0"
"5","32","","18","12","14","2020-04-09","0"
"4","26","","15","9","11","2020-04-23","0"
"5","32","1","18","12","14","2020-05-07","0"
"5","28","5","16","11","12","2020-05-21","0"
"6","34","6","19","14","15","2020-06-04","0"
"5","30","5","17","12","13","2020-06-18","0"
"5","32","5","18","13","14","2020-07-02","0"
"5","32","5","18","13","14","2020-07-16","0"
"6","36","6","21","15","16","2020-07-30","0"
"4","21","4","12","9","9","2020-08-13","0"
"5","28","5","16","11","12","2020-08-27","0"
"5","30","5","17","12","13","2020-09-10","0"
"7","43","7","24","17","19","2020-09-24","0"
"5","32","5","18","13","14","2020-10-08","0"
"4","26","4","15","10","11","2020-10-22","0"
"5","32","5","18","13","14","2020-11-05","0"
"5","32","5","18","13","14","2020-11-19","0"
"7","41","7","23","16","18","2020-12-03","0"
"5","30","5","17","12","13","2020-12-17","0"
"5","30","5","17","12","13","2020-12-31","0"
"6","34","6","19","14","15","2021-01-14","0"
"5","30","5","17","12","13","2021-01-28","0"
"3","17","3","10","7","7","2021-02-11","0"
"5","32","5","18","13","14","2021-02-25","0"
"5","30","5","17","12","13","2021-03-11","0"
"5","32","5","18","13","14","2021-03-25","0"
"5","30","5","17","12","13","2021-04-08","0"
"5","30","5","17","12","13","2021-04-22","0"
