"122","492","493","1662","date","other"
"3","3","3","","2018-03-14","0"
"10","11","12","","2018-03-28","0"
"14","15","17","","2018-04-11","0"
"19","20","22","","2018-04-25","0"
"20","21","24","","2018-05-09","0"
"20","21","24","","2018-05-23","0"
"20","21","24","","2018-06-06","0"
"20","21","24","","2018-06-20","0"
"20","21","24","","2018-07-04","0"
"20","21","42","","2018-07-18","0"
"20","21","45","","2018-08-01","0"
"20","21","45","","2018-08-15","0"
"20","21","45","","2018-08-29","0"
"20","21","45","","2018-09-12","0"
"20","21","45","","2018-09-26","0"
"20","22","46","","2018-10-10","0"
"20","22","46","","2018-10-24","0"
"20","22","46","","2018-11-07","0"
"20","22","46","","2018-11-21","0"
"20","22","46","","2018-12-05","0"
"20","22","46","","2018-12-19","0"
"20","22","46","","2019-01-02","0"
"20","22","46","","2019-01-16","0"
"20","22","46","","2019-01-30","0"
"20","22","46","","2019-02-13","0"
"20","22","46","","2019-02-27","0"
"10","11","23","","2019-03-13","0"
"17","19","39","","2019-04-10","0"
"20","22","46","","2019-04-24","0"
"9","9","20","","2019-05-08","0"
"11","13","26","","2019-05-22","0"
"21","24","49","","2019-06-05","0"
"21","24","49","","2019-06-19","0"
"20","22","46","","2019-07-03","0"
"21","24","49","","2019-07-17","0"
"19","20","43","","2019-07-31","0"
"20","22","46","","2019-08-14","0"
"19","20","43","","2019-08-28","0"
"19","20","43","","2019-09-11","0"
"19","20","43","","2019-09-25","0"
"21","24","49","","2019-10-09","0"
"24","27","56","","2019-10-23","0"
"20","22","46","","2019-11-06","0"
"19","20","43","","2019-11-20","0"
"21","24","49","","2019-12-04","0"
"20","22","46","","2019-12-18","0"
"19","20","43","","2020-01-01","0"
"20","22","46","","2020-01-15","0"
"27","29","37","6","2020-01-29","0"
"59","61","23","14","2020-02-12","0"
"51","53","20","12","2020-02-26","0"
"63","65","24","15","2020-03-11","0"
"51","53","20","12","2020-03-25","0"
"55","57","21","13","2020-04-08","0"
"51","53","20","12","2020-04-22","0"
"71","73","27","17","2020-05-06","0"
"59","61","23","14","2020-05-20","0"
"71","73","27","17","2020-06-03","0"
"55","57","21","13","2020-06-17","0"
"55","57","21","13","2020-07-01","0"
"51","53","20","12","2020-07-15","0"
"86","90","33","20","2020-07-29","0"
"47","49","18","11","2020-08-12","0"
"63","65","24","15","2020-08-26","0"
"55","57","21","13","2020-09-09","0"
"63","65","24","15","2020-09-23","0"
"59","61","23","14","2020-10-07","0"
"67","69","26","16","2020-10-21","0"
"67","69","26","16","2020-11-04","0"
"63","65","24","15","2020-11-18","0"
"71","73","27","17","2020-12-02","0"
"55","57","21","13","2020-12-16","0"
"59","61","23","14","2020-12-30","0"
"79","81","30","19","2021-01-13","0"
"75","77","29","18","2021-01-27","0"
"35","37","14","8","2021-02-10","0"
"67","69","26","16","2021-02-24","0"
"55","57","21","13","2021-03-10","0"
"59","61","23","14","2021-03-24","0"
"55","57","21","13","2021-04-07","0"
"59","61","23","14","2021-04-21","0"
"55","57","21","13","2021-05-05","0"
"59","61","23","14","2021-05-19","0"
