"21","492","1664","1698","1777","5851","date","other"
"16","15","8","7","7","7","2018-03-15","0"
"32","30","15","13","13","14","2018-03-29","0"
"30","28","14","12","12","13","2018-04-12","0"
"32","30","15","13","13","14","2018-04-26","0"
"32","30","15","13","13","14","2018-05-10","0"
"32","30","15","13","13","14","2018-05-24","0"
"32","30","15","13","13","14","2018-06-07","0"
"32","30","16","13","14","15","2018-06-21","0"
"32","30","16","13","14","15","2018-07-05","0"
"32","30","16","13","14","15","2018-07-19","0"
"32","30","16","13","14","15","2018-08-02","0"
"32","30","16","13","14","15","2018-08-16","0"
"32","30","16","13","14","15","2018-08-30","0"
"32","30","16","13","14","15","2018-09-13","0"
"32","30","16","13","14","15","2018-09-27","0"
"32","30","16","13","14","15","2018-10-11","0"
"32","30","16","13","14","15","2018-10-25","0"
"32","30","16","13","14","15","2018-11-08","0"
"32","30","16","13","14","15","2018-11-22","0"
"32","30","16","13","14","15","2018-12-06","0"
"32","30","16","13","14","15","2018-12-20","0"
"32","30","16","13","14","15","2019-01-03","0"
"32","30","16","13","14","15","2019-01-17","0"
"32","30","16","13","14","15","2019-01-31","0"
"32","30","16","13","14","15","2019-02-14","0"
"32","30","16","13","14","15","2019-02-28","0"
"21","19","10","8","9","10","2019-03-14","0"
"11","11","6","5","5","5","2019-03-28","0"
"30","28","15","12","13","14","2019-04-11","0"
"32","30","16","13","14","15","2019-04-25","0"
"14","13","7","6","6","6","2019-05-09","0"
"21","19","10","8","9","10","2019-05-23","0"
"34","32","17","14","15","16","2019-06-06","0"
"30","28","15","12","13","14","2019-06-20","0"
"37","34","18","15","16","17","2019-07-04","0"
"32","30","16","13","14","15","2019-07-18","0"
"37","34","18","15","16","17","2019-08-01","0"
"34","32","17","14","15","16","2019-08-15","0"
"30","28","15","12","13","14","2019-08-29","0"
"30","28","15","12","13","14","2019-09-12","0"
"34","32","17","14","15","16","2019-09-26","0"
"32","30","16","13","14","15","2019-10-10","0"
"30","28","15","12","13","14","2019-10-24","0"
"32","30","16","13","14","15","2019-11-07","0"
"30","28","15","12","13","14","2019-11-21","0"
"34","32","17","14","15","16","2019-12-05","0"
"37","34","18","15","16","17","2019-12-19","0"
"30","28","15","12","13","14","2020-01-02","0"
"37","34","18","15","16","17","2020-01-16","0"
"32","30","16","13","14","15","2020-01-30","0"
"30","28","15","12","13","14","2020-02-13","0"
"30","28","15","12","13","14","2020-02-27","0"
"30","28","15","12","13","14","2020-03-12","0"
"34","32","17","14","15","16","2020-03-26","0"
"30","28","15","12","13","14","2020-04-09","0"
"30","28","15","13","13","14","2020-04-23","0"
"32","30","16","14","14","15","2020-05-07","0"
"35","33","18","15","15","17","2020-05-21","0"
"35","33","18","15","15","17","2020-06-04","0"
"33","31","17","14","14","16","2020-06-18","0"
"35","33","18","15","15","17","2020-07-02","0"
"31","29","16","12","13","15","2020-07-16","0"
"38","35","19","15","16","18","2020-07-30","0"
"28","27","15","11","12","14","2020-08-13","0"
"35","33","18","14","15","17","2020-08-27","0"
"33","31","17","13","14","16","2020-09-10","0"
"38","35","19","15","16","18","2020-09-24","0"
"35","33","18","14","15","17","2020-10-08","0"
"28","27","15","11","12","14","2020-10-22","0"
"42","40","22","17","18","21","2020-11-05","0"
"45","42","23","18","19","22","2020-11-19","0"
"35","33","18","14","15","17","2020-12-03","0"
"33","31","17","13","14","16","2020-12-17","0"
"33","31","17","13","14","16","2020-12-31","0"
"35","33","18","14","15","17","2021-01-14","0"
"35","33","18","14","15","17","2021-01-28","0"
"21","20","11","8","9","10","2021-02-11","0"
"35","33","18","14","15","17","2021-02-25","0"
"33","31","17","13","14","16","2021-03-11","0"
"33","31","17","13","14","16","2021-03-25","0"
"33","31","17","13","14","16","2021-04-08","0"
"33","31","17","13","14","16","2021-04-22","0"
"33","31","17","13","14","16","2021-05-06","0"
"33","31","17","13","14","16","2021-05-20","0"
