"492","493","597","21978","999999","date","other"
"3","3","3","2","","2018-03-14","0"
"9","10","9","5","","2018-03-28","0"
"9","10","9","5","","2018-04-11","0"
"21","24","21","12","","2018-04-25","0"
"21","24","21","12","","2018-05-09","0"
"21","24","21","12","","2018-05-23","0"
"21","24","21","12","","2018-06-06","0"
"21","24","21","12","1","2018-06-20","0"
"21","24","21","12","1","2018-07-04","0"
"21","42","21","12","1","2018-07-18","0"
"21","45","21","12","1","2018-08-01","0"
"21","45","21","12","1","2018-08-15","0"
"21","45","21","12","1","2018-08-29","0"
"21","45","21","12","1","2018-09-12","0"
"21","45","21","12","1","2018-09-26","0"
"21","45","21","12","1","2018-10-10","0"
"21","45","21","12","1","2018-10-24","0"
"21","45","21","12","1","2018-11-07","0"
"21","45","21","12","1","2018-11-21","0"
"21","45","21","12","1","2018-12-05","0"
"21","45","21","12","1","2018-12-19","0"
"21","45","21","12","1","2019-01-02","0"
"20","42","20","11","1","2019-01-16","0"
"21","45","21","12","1","2019-01-30","0"
"21","45","21","12","1","2019-02-13","0"
"21","45","21","12","1","2019-02-27","0"
"12","26","12","7","1","2019-03-13","0"
"20","42","20","11","1","2019-04-10","0"
"21","45","21","12","1","2019-04-24","0"
"11","23","11","6","1","2019-05-08","0"
"12","26","12","7","1","2019-05-22","0"
"23","48","23","13","1","2019-06-05","0"
"20","42","20","11","1","2019-06-19","0"
"21","45","21","12","1","2019-07-03","0"
"24","51","24","14","1","2019-07-17","0"
"23","48","23","13","1","2019-07-31","0"
"23","48","23","13","1","2019-08-14","0"
"24","51","24","14","1","2019-08-28","0"
"20","42","20","11","1","2019-09-11","0"
"24","51","24","14","1","2019-09-25","0"
"24","51","24","14","1","2019-10-09","0"
"23","48","23","13","1","2019-10-23","0"
"21","45","21","12","1","2019-11-06","0"
"21","45","21","12","1","2019-11-20","0"
"23","48","23","14","1","2019-12-04","0"
"26","55","26","16","1","2019-12-18","0"
"26","55","26","16","1","2020-01-01","0"
"21","45","21","13","1","2020-01-15","0"
"23","33","23","14","1","2020-01-29","0"
"21","21","21","13","1","2020-02-12","0"
"18","18","18","11","1","2020-02-26","0"
"26","26","26","16","1","2020-03-11","0"
"22","20","22","12","1","2020-03-25","0"
"31","21","31","13","1","2020-04-08","0"
"29","20","29","12","1","2020-04-22","0"
"38","26","38","16","1","2020-05-06","0"
"31","21","31","13","1","2020-05-20","0"
"31","21","31","13","1","2020-06-03","0"
"31","21","31","13","1","2020-06-17","0"
"31","21","31","13","1","2020-07-01","0"
"27","18","27","11","1","2020-07-15","0"
"31","21","31","13","1","2020-07-29","0"
"29","20","29","12","1","2020-08-12","0"
"31","21","31","13","1","2020-08-26","0"
"33","23","33","14","1","2020-09-09","0"
"31","21","31","13","1","2020-09-23","0"
"31","21","31","13","1","2020-10-07","0"
"40","27","40","17","1","2020-10-21","0"
"35","24","35","15","1","2020-11-04","0"
"35","24","35","15","1","2020-11-18","0"
"35","24","35","15","1","2020-12-02","0"
"35","24","35","15","1","2020-12-16","0"
"31","21","31","13","1","2020-12-30","0"
"33","23","33","14","1","2021-01-13","0"
"42","29","42","18","1","2021-01-27","0"
"18","12","18","7","1","2021-02-10","0"
"33","23","33","14","1","2021-02-24","0"
"33","23","33","14","1","2021-03-10","0"
"31","21","31","13","1","2021-03-24","0"
"31","21","31","13","1","2021-04-07","0"
"31","21","31","13","1","2021-04-21","0"
"35","24","35","15","1","2021-05-05","0"
"31","21","31","13","1","2021-05-19","0"
