"113","597","21978","999999","date","other"
"17","14","9","1","2017-07-21","0"
"27","21","14","1","2017-08-04","0"
"27","21","14","1","2017-08-18","0"
"18","14","9","1","2017-09-01","0"
"30","23","15","1","2017-09-15","0"
"30","23","15","1","2017-09-29","0"
"30","23","15","1","2017-10-13","0"
"30","23","15","1","2017-10-27","0"
"30","23","15","1","2017-11-10","0"
"27","21","14","1","2017-11-24","0"
"30","23","15","0","2017-12-08","0"
"30","23","15","","2017-12-22","0"
"21","16","11","","2018-01-05","0"
"28","22","15","","2018-01-19","0"
"21","17","12","","2018-02-02","0"
"26","20","15","","2018-02-16","0"
"26","20","15","","2018-03-02","0"
"17","13","10","","2018-03-16","0"
"21","17","12","","2018-03-30","0"
"21","17","12","","2018-04-13","0"
"34","27","20","","2018-04-27","0"
"34","27","20","","2018-05-11","0"
"34","27","20","","2018-05-25","0"
"34","27","20","","2018-06-08","0"
"34","26","20","","2018-06-22","0"
"34","26","20","","2018-07-06","0"
"35","27","21","","2018-07-20","0"
"35","27","21","","2018-08-03","0"
"35","27","21","","2018-08-17","0"
"35","27","21","","2018-08-31","0"
"35","27","21","","2018-09-14","0"
"35","27","21","","2018-09-28","0"
"35","27","21","","2018-10-12","0"
"35","27","21","","2018-10-26","0"
"36","28","22","","2018-11-09","0"
"36","28","22","","2018-11-23","0"
"36","28","22","","2018-12-07","0"
"36","28","23","","2018-12-21","0"
"36","28","23","","2019-01-04","0"
"36","28","23","","2019-01-18","0"
"36","28","23","","2019-02-01","0"
"36","28","23","","2019-02-15","0"
"36","28","23","","2019-03-01","0"
"21","16","13","","2019-03-15","0"
"13","10","8","","2019-03-29","0"
"33","26","21","","2019-04-12","0"
"36","28","23","","2019-04-26","0"
"10","8","7","","2019-05-10","0"
"28","20","16","","2019-05-24","0"
"39","28","23","","2019-06-07","0"
"36","26","21","","2019-06-21","0"
"45","32","26","","2019-07-05","0"
"39","28","23","","2019-07-19","0"
"42","30","25","","2019-08-02","0"
"36","26","21","","2019-08-16","0"
"39","28","23","","2019-08-30","0"
"36","26","21","","2019-09-13","0"
"39","28","23","","2019-09-27","0"
"45","32","26","","2019-10-11","0"
"42","30","25","","2019-10-25","0"
"39","28","24","","2019-11-08","0"
"36","26","22","","2019-11-22","0"
"39","28","24","","2019-12-06","0"
"53","38","33","","2019-12-20","0"
"31","22","19","","2020-01-03","0"
"45","32","27","","2020-01-17","0"
"39","28","24","","2020-01-31","0"
"39","28","24","","2020-02-14","0"
"39","28","24","","2020-02-28","0"
"39","28","24","","2020-03-13","0"
"39","28","24","","2020-03-27","0"
"39","28","24","","2020-04-10","0"
"36","26","22","","2020-04-24","0"
"39","28","24","","2020-05-08","0"
"39","28","24","","2020-05-22","0"
"46","33","29","","2020-06-05","0"
"40","29","25","","2020-06-19","0"
"40","29","25","","2020-07-03","0"
"43","31","27","","2020-07-17","0"
"43","31","27","","2020-07-31","0"
"40","29","25","","2020-08-14","0"
"40","29","25","","2020-08-28","0"
"46","33","29","","2020-09-11","0"
"37","27","23","","2020-09-25","0"
"37","27","23","","2020-10-09","0"
"51","37","32","","2020-10-23","0"
"46","33","29","","2020-11-06","0"
"49","35","30","","2020-11-20","0"
"46","33","29","","2020-12-04","0"
"40","29","25","","2020-12-18","0"
"40","29","25","","2021-01-01","0"
"49","35","30","","2021-01-15","0"
"40","29","25","","2021-01-29","0"
"29","21","18","","2021-02-12","0"
"43","31","27","","2021-02-26","0"
"40","29","25","","2021-03-12","0"
"40","29","25","","2021-03-26","0"
"40","29","25","","2021-04-09","0"
"40","29","25","","2021-04-23","0"
"43","31","27","","2021-05-07","0"
"40","29","25","","2021-05-21","0"
