"9","19","492","1645","3916","3942","date","other"
"18","16","18","5","","","2017-02-16","0"
"31","21","31","17","","","2017-03-02","0"
"24","17","24","13","","","2017-04-27","0"
"31","21","31","17","","","2017-05-11","0"
"31","21","31","17","","","2017-05-25","0"
"31","21","31","17","","","2017-06-08","0"
"31","21","31","18","","","2017-06-22","0"
"31","21","31","18","","","2017-07-06","0"
"31","21","31","18","","","2017-07-20","0"
"27","19","27","16","","","2017-08-03","0"
"30","20","30","18","","","2017-08-17","0"
"14","9","14","8","","","2017-08-31","0"
"23","16","23","14","","","2017-09-14","0"
"23","16","23","14","","","2017-09-28","0"
"25","17","25","15","","","2017-10-12","0"
"18","13","18","11","","","2017-10-26","0"
"16","11","16","10","","","2017-11-09","0"
"21","14","21","12","","","2017-11-23","0"
"18","13","18","11","","","2017-12-07","0"
"21","14","21","12","","","2017-12-21","0"
"18","13","18","11","","","2018-01-04","0"
"21","14","21","12","","","2018-01-18","0"
"23","16","23","14","","","2018-02-01","0"
"16","11","16","10","","","2018-02-15","0"
"21","14","21","12","","","2018-03-01","0"
"14","9","14","8","","","2018-03-15","0"
"11","8","11","7","","","2018-03-29","0"
"25","17","25","15","","","2018-04-12","0"
"34","24","34","20","","","2018-04-26","0"
"32","22","32","19","","","2018-05-10","0"
"32","22","32","19","","","2018-05-24","0"
"30","20","30","18","","","2018-06-07","0"
"32","22","32","19","","","2018-06-21","0"
"32","22","32","19","","","2018-07-05","0"
"32","22","32","19","","","2018-07-19","0"
"32","22","32","19","","","2018-08-02","0"
"32","22","32","19","","","2018-08-16","0"
"32","22","32","19","","","2018-08-30","0"
"32","22","32","19","","","2018-09-13","0"
"32","22","32","19","","","2018-09-27","0"
"32","22","32","19","","","2018-10-11","0"
"32","22","32","19","","","2018-10-25","0"
"32","22","32","19","","","2018-11-08","0"
"32","22","32","19","","","2018-11-22","0"
"32","22","32","19","","","2018-12-06","0"
"32","22","32","19","","","2018-12-20","0"
"32","22","32","19","","","2019-01-03","0"
"32","22","32","19","","","2019-01-17","0"
"32","22","32","19","","","2019-01-31","0"
"32","22","32","19","","","2019-02-14","0"
"32","22","32","19","","","2019-02-28","0"
"16","11","16","10","","","2019-03-14","0"
"9","6","9","5","","","2019-03-28","0"
"30","20","30","18","","","2019-04-11","0"
"32","22","32","19","","","2019-04-25","0"
"11","8","11","7","","","2019-05-09","0"
"21","14","21","12","","","2019-05-23","0"
"34","24","34","20","","","2019-06-06","0"
"32","22","32","19","","","2019-06-20","0"
"32","22","32","19","","","2019-07-04","0"
"34","24","34","20","","","2019-07-18","0"
"32","22","32","19","","","2019-08-01","0"
"30","20","30","18","","","2019-08-15","0"
"32","22","32","19","","","2019-08-29","0"
"32","22","32","19","","","2019-09-12","0"
"32","22","32","19","","","2019-09-26","0"
"32","22","32","19","","","2019-10-10","0"
"32","22","32","19","","","2019-10-24","0"
"32","22","32","19","","","2019-11-07","0"
"34","24","34","20","","","2019-11-21","0"
"34","24","34","20","","","2019-12-05","0"
"32","22","32","19","","","2019-12-19","0"
"27","19","27","16","","","2020-01-02","0"
"34","24","34","20","","","2020-01-16","0"
"34","24","34","20","","","2020-01-30","0"
"30","20","30","18","","","2020-02-13","0"
"32","22","32","19","","","2020-02-27","0"
"35","25","35","19","","","2020-03-12","0"
"48","37","48","22","","","2020-03-26","0"
"42","32","42","19","","","2020-04-09","0"
"42","32","42","19","4","4","2020-04-23","0"
"42","32","42","19","10","11","2020-05-07","0"
"45","34","45","20","11","12","2020-05-21","0"
"42","32","42","19","10","11","2020-06-04","0"
"42","32","42","19","10","11","2020-06-18","0"
"45","34","45","20","11","12","2020-07-02","0"
"36","27","36","16","9","9","2020-07-16","0"
"45","34","45","20","11","12","2020-07-30","0"
"33","25","33","15","8","9","2020-08-13","0"
"45","34","45","20","11","12","2020-08-27","0"
"42","32","42","19","10","11","2020-09-10","0"
"39","30","39","18","9","10","2020-09-24","0"
"42","32","42","19","10","11","2020-10-08","0"
"54","41","54","24","13","14","2020-10-22","0"
"42","32","42","19","10","11","2020-11-05","0"
"48","37","48","22","11","13","2020-11-19","0"
"45","34","45","21","11","12","2020-12-03","0"
"51","39","51","24","12","13","2020-12-17","0"
"39","30","39","19","9","10","2020-12-31","0"
"42","32","42","20","10","11","2021-01-14","0"
"48","37","48","23","11","13","2021-01-28","0"
"36","27","36","17","9","9","2021-02-11","0"
"45","34","45","21","11","12","2021-02-25","0"
"42","32","42","20","10","11","2021-03-11","0"
"42","32","42","20","10","11","2021-03-25","0"
"45","34","45","21","11","12","2021-04-08","0"
"42","32","42","21","11","12","2021-04-22","0"
"42","32","42","21","11","12","2021-05-06","0"
"42","32","42","21","11","12","2021-05-20","0"
