"21","599","701","1695","3859","9564","date","other"
"2","2","2","","","1","2017-05-26","0"
"21","27","21","","","9","2017-06-09","0"
"21","27","22","","","9","2017-06-23","0"
"21","27","22","","","9","2017-07-07","0"
"20","26","21","","","10","2017-07-21","0"
"19","24","20","","","9","2017-08-04","0"
"19","24","20","","","9","2017-08-18","0"
"11","14","12","","","6","2017-09-01","0"
"16","20","16","","","8","2017-09-15","0"
"18","23","18","","","9","2017-09-29","0"
"20","25","20","","","9","2017-10-13","0"
"16","21","16","","","8","2017-10-27","0"
"20","25","20","","","9","2017-11-10","0"
"18","23","18","","","9","2017-11-24","0"
"20","25","20","","","9","2017-12-08","0"
"18","23","18","","","9","2017-12-22","0"
"20","25","20","","","9","2018-01-05","0"
"15","19","15","","","7","2018-01-19","0"
"18","23","18","","","9","2018-02-02","0"
"13","17","13","","","6","2018-02-16","0"
"16","21","16","","","8","2018-03-02","0"
"15","19","15","","","7","2018-03-16","0"
"18","23","18","","","9","2018-03-30","0"
"16","21","16","","","8","2018-04-13","0"
"23","29","23","","","11","2018-04-27","0"
"24","30","23","","","11","2018-05-11","0"
"25","31","23","","","11","2018-05-25","0"
"25","31","23","","","11","2018-06-08","0"
"26","33","24","","","12","2018-06-22","0"
"26","33","24","","","12","2018-07-06","0"
"26","33","24","","","12","2018-07-20","0"
"26","33","24","","","12","2018-08-03","0"
"26","33","24","","","12","2018-08-17","0"
"27","34","25","","","13","2018-08-31","0"
"27","34","25","","","13","2018-09-14","0"
"27","34","25","","","13","2018-09-28","0"
"27","34","25","","","13","2018-10-12","0"
"27","34","25","","","13","2018-10-26","0"
"27","34","25","","","13","2018-11-09","0"
"27","34","25","5","","13","2018-11-23","0"
"27","34","25","5","","13","2018-12-07","0"
"27","35","25","6","","14","2018-12-21","0"
"27","35","25","7","","14","2019-01-04","0"
"27","35","25","7","","14","2019-01-18","0"
"27","35","25","7","","14","2019-02-01","0"
"27","35","25","7","","14","2019-02-15","0"
"27","35","25","7","","14","2019-03-01","0"
"15","20","14","4","","8","2019-03-15","0"
"8","10","7","2","","4","2019-03-29","0"
"25","33","23","7","","13","2019-04-12","0"
"27","35","25","7","","14","2019-04-26","0"
"8","10","7","2","","4","2019-05-10","0"
"21","28","20","6","","11","2019-05-24","0"
"27","36","25","8","","15","2019-06-07","0"
"28","37","26","9","","16","2019-06-21","0"
"26","34","24","8","","15","2019-07-05","0"
"28","37","26","9","","16","2019-07-19","0"
"26","34","24","8","","15","2019-08-02","0"
"26","34","24","8","","15","2019-08-16","0"
"28","37","26","9","","16","2019-08-30","0"
"26","34","24","8","","15","2019-09-13","0"
"28","37","26","9","","16","2019-09-27","0"
"28","37","26","9","","16","2019-10-11","0"
"28","37","26","9","","16","2019-10-25","0"
"24","32","22","8","","14","2019-11-08","0"
"28","37","26","9","","16","2019-11-22","0"
"26","34","24","8","","15","2019-12-06","0"
"32","41","30","10","","19","2019-12-20","0"
"24","31","22","8","","15","2020-01-03","0"
"30","39","28","10","","19","2020-01-17","0"
"29","37","28","9","","18","2020-01-31","0"
"38","46","37","9","","18","2020-02-14","0"
"38","46","37","9","1","18","2020-02-28","0"
"35","43","34","8","5","17","2020-03-13","0"
"42","50","42","8","5","17","2020-03-27","0"
"45","52","44","8","5","17","2020-04-10","0"
"45","52","44","8","5","17","2020-04-24","0"
"54","62","53","9","3","18","2020-05-08","0"
"54","61","53","8","","17","2020-05-22","0"
"58","66","57","9","","19","2020-06-05","0"
"54","61","53","8","","18","2020-06-19","0"
"58","66","57","9","","19","2020-07-03","0"
"50","57","49","9","","17","2020-07-17","0"
"54","62","53","9","","19","2020-07-31","0"
"50","57","49","9","","17","2020-08-14","0"
"58","66","57","10","","20","2020-08-28","0"
"50","57","49","9","","17","2020-09-11","0"
"62","71","61","11","","21","2020-09-25","0"
"58","66","57","10","","20","2020-10-09","0"
"87","99","86","15","","30","2020-10-23","0"
"70","80","69","12","","24","2020-11-06","0"
"62","71","61","11","","21","2020-11-20","0"
"70","80","69","12","","24","2020-12-04","0"
"62","71","61","11","","21","2020-12-18","0"
"62","71","61","11","","21","2021-01-01","0"
"58","66","57","10","","20","2021-01-15","0"
"62","71","61","11","","21","2021-01-29","0"
"58","66","57","10","","20","2021-02-12","0"
"58","66","57","10","","20","2021-02-26","0"
"58","66","57","10","","20","2021-03-12","0"
"58","66","57","10","","20","2021-03-26","0"
"58","66","57","10","","20","2021-04-09","0"
"66","75","65","11","","23","2021-04-23","0"
"58","66","57","10","","20","2021-05-07","0"
"62","71","61","11","3","21","2021-05-21","0"
