"19","492","4255","4345","4637","date","other"
"4","4","1","2","1","2020-12-16","0"
"29","29","9","10","9","2020-12-30","0"
"29","29","9","10","9","2021-01-13","0"
"33","33","11","12","11","2021-01-27","0"
"29","29","9","10","9","2021-02-10","0"
"31","31","10","11","10","2021-02-24","0"
"31","31","10","11","10","2021-03-10","0"
"31","31","10","11","10","2021-03-24","0"
"33","33","11","12","11","2021-04-07","0"
"31","31","10","11","10","2021-04-21","0"
"31","31","10","11","10","2021-05-05","0"
"31","31","10","11","10","2021-05-19","0"
