"9","113","599","701","1679","12472","date","other"
"56","8","55","58","12","12","2020-02-14","0"
"61","15","60","63","14","14","2020-02-28","0"
"53","13","52","55","12","12","2020-03-13","0"
"61","15","60","63","14","15","2020-03-27","0"
"53","13","52","55","12","13","2020-04-10","0"
"57","14","56","59","13","14","2020-04-24","0"
"45","11","44","46","11","12","2020-05-08","0"
"57","14","56","59","14","15","2020-05-22","0"
"49","12","48","51","12","13","2020-06-05","0"
"45","11","44","46","11","12","2020-06-19","0"
"53","16","52","55","13","14","2020-07-03","0"
"45","27","44","46","11","12","2020-07-17","0"
"61","36","60","63","15","17","2020-07-31","0"
"49","30","48","51","13","14","2020-08-14","0"
"57","35","56","59","15","16","2020-08-28","0"
"49","30","48","51","13","14","2020-09-11","0"
"53","33","52","55","14","15","2020-09-25","0"
"49","30","48","51","13","14","2020-10-09","0"
"73","45","72","76","21","21","2020-10-23","0"
"69","43","68","72","21","21","2020-11-06","0"
"61","38","60","64","18","18","2020-11-20","0"
"77","49","76","81","24","23","2020-12-04","0"
"61","39","59","64","19","18","2020-12-18","0"
"65","41","63","69","21","19","2021-01-01","0"
"77","49","75","83","24","23","2021-01-15","0"
"61","39","59","65","20","18","2021-01-29","0"
"41","26","39","44","14","12","2021-02-12","0"
"53","33","51","57","18","16","2021-02-26","0"
"57","36","55","61","19","17","2021-03-12","0"
"57","36","55","61","19","17","2021-03-26","0"
"57","36","55","61","19","17","2021-04-09","0"
"57","36","55","61","19","17","2021-04-23","0"
"57","36","55","61","19","17","2021-05-07","0"
"57","36","55","61","19","17","2021-05-21","0"
