"21","492","493","597","4726","8666","date","other"
"22","22","25","22","","","2017-02-03","0"
"22","22","26","23","","","2017-02-17","0"
"21","21","24","21","","","2017-03-03","0"
"16","16","19","17","","","2017-03-17","0"
"23","23","27","24","","","2017-03-31","0"
"23","23","27","24","","","2017-04-14","0"
"23","23","27","24","","","2017-04-28","0"
"23","23","27","24","","","2017-05-12","0"
"23","23","27","24","","","2017-05-26","0"
"21","22","26","23","","","2017-06-09","0"
"23","24","28","25","","","2017-06-23","0"
"23","24","28","25","","","2017-07-07","0"
"21","22","26","23","","","2017-07-21","0"
"20","21","24","21","","","2017-08-04","0"
"20","21","24","21","","","2017-08-18","0"
"12","12","14","13","","","2017-09-01","0"
"16","17","20","18","","","2017-09-15","0"
"15","15","18","16","","","2017-09-29","0"
"18","19","22","20","","","2017-10-13","0"
"15","15","18","16","","","2017-10-27","0"
"15","16","18","16","","","2017-11-10","0"
"15","16","19","17","","","2017-11-24","0"
"15","16","19","17","","","2017-12-08","0"
"12","13","15","13","","","2017-12-22","0"
"19","20","23","20","","","2018-01-05","0"
"15","16","19","17","","","2018-01-19","0"
"17","18","21","19","","","2018-02-02","0"
"21","21","25","22","","","2018-02-16","0"
"15","16","19","17","","","2018-03-02","0"
"15","16","19","17","","","2018-03-16","0"
"14","14","17","15","","","2018-03-30","0"
"15","16","19","17","","","2018-04-13","0"
"26","27","31","28","","","2018-04-27","0"
"24","25","29","26","","","2018-05-11","0"
"24","25","29","26","","","2018-05-25","0"
"22","23","27","24","","","2018-06-08","0"
"24","25","29","26","","","2018-06-22","0"
"24","25","29","26","","","2018-07-06","0"
"24","25","54","26","","","2018-07-20","0"
"24","25","54","26","","","2018-08-03","0"
"24","25","54","26","","","2018-08-17","0"
"24","25","54","26","","","2018-08-31","0"
"24","25","54","26","","","2018-09-14","0"
"24","25","54","26","","","2018-09-28","0"
"24","25","54","26","","","2018-10-12","0"
"24","25","54","26","","","2018-10-26","0"
"24","25","54","26","","","2018-11-09","0"
"24","25","54","26","","","2018-11-23","0"
"24","25","54","26","","","2018-12-07","0"
"24","25","54","26","","","2018-12-21","0"
"24","25","54","26","","","2019-01-04","0"
"24","25","54","26","","","2019-01-18","0"
"24","25","54","26","","","2019-02-01","0"
"24","25","54","26","","","2019-02-15","0"
"24","25","54","26","","","2019-03-01","0"
"10","11","23","11","","","2019-03-15","0"
"7","7","15","7","","","2019-03-29","0"
"24","25","54","26","","","2019-04-12","0"
"24","25","54","26","","","2019-04-26","0"
"7","7","15","7","","","2019-05-10","0"
"22","26","66","24","","","2019-05-24","0"
"31","36","93","33","","","2019-06-07","0"
"31","36","93","33","","","2019-06-21","0"
"40","46","120","42","","","2019-07-05","0"
"31","36","93","33","","","2019-07-19","0"
"31","36","93","33","","","2019-08-02","0"
"27","31","80","28","","","2019-08-16","0"
"33","39","100","35","","","2019-08-30","0"
"27","31","80","28","","","2019-09-13","0"
"31","36","93","33","","","2019-09-27","0"
"33","39","100","35","","","2019-10-11","0"
"31","36","93","33","","","2019-10-25","0"
"27","31","80","28","","","2019-11-08","0"
"29","33","86","31","","","2019-11-22","0"
"33","39","100","35","","","2019-12-06","0"
"31","36","93","33","","","2019-12-20","0"
"29","33","86","31","","","2020-01-03","0"
"29","33","86","31","","","2020-01-17","0"
"35","41","64","38","","","2020-01-31","0"
"38","44","53","40","","","2020-02-14","0"
"29","33","41","31","","","2020-02-28","0"
"29","33","41","31","","","2020-03-13","0"
"31","36","44","33","","","2020-03-27","0"
"31","36","44","33","","","2020-04-10","0"
"30","35","41","32","1","","2020-04-24","0"
"83","89","47","85","11","","2020-05-08","0"
"78","82","38","80","9","","2020-05-22","0"
"91","96","44","93","10","","2020-06-05","0"
"91","96","44","93","10","","2020-06-19","0"
"91","96","44","93","10","","2020-07-03","0"
"78","82","38","80","9","","2020-07-17","0"
"124","130","60","126","14","","2020-07-31","0"
"104","110","50","106","11","","2020-08-14","0"
"104","110","50","106","11","","2020-08-28","0"
"85","89","41","86","9","","2020-09-11","0"
"91","96","44","93","10","","2020-09-25","0"
"104","110","50","106","11","","2020-10-09","0"
"98","103","47","100","11","","2020-10-23","0"
"104","110","50","106","11","","2020-11-06","0"
"117","123","57","120","13","","2020-11-20","0"
"91","96","44","93","10","","2020-12-04","0"
"104","110","50","106","11","","2020-12-18","0"
"85","89","41","86","9","","2021-01-01","0"
"104","110","50","106","11","","2021-01-15","0"
"104","110","50","106","12","","2021-01-29","0"
"59","62","28","60","7","","2021-02-12","0"
"117","123","57","120","14","","2021-02-26","0"
"98","103","47","100","12","","2021-03-12","0"
"91","96","44","93","11","","2021-03-26","0"
"98","103","47","100","12","0","2021-04-09","0"
"111","117","53","113","13","6","2021-04-23","0"
"98","103","47","100","12","5","2021-05-07","0"
"91","96","44","93","11","5","2021-05-21","0"
