"21","597","1738","date","other"
"2","2","0","2019-03-27","0"
"18","19","5","2019-04-10","0"
"21","22","6","2019-04-24","0"
"9","9","3","2019-05-08","0"
"12","13","3","2019-05-22","0"
"23","24","6","2019-06-05","0"
"20","20","6","2019-06-19","0"
"21","22","6","2019-07-03","0"
"23","24","6","2019-07-17","0"
"23","24","6","2019-07-31","0"
"20","20","6","2019-08-14","0"
"23","24","6","2019-08-28","0"
"20","20","6","2019-09-11","0"
"21","22","6","2019-09-25","0"
"21","22","6","2019-10-09","0"
"21","22","6","2019-10-23","0"
"21","22","6","2019-11-06","0"
"21","22","6","2019-11-20","0"
"21","22","6","2019-12-04","0"
"25","26","8","2019-12-18","0"
"24","25","8","2020-01-01","0"
"27","28","9","2020-01-15","0"
"22","23","7","2020-01-29","0"
"24","25","8","2020-02-12","0"
"24","25","8","2020-02-26","0"
"20","21","7","2020-03-11","0"
"20","21","7","2020-03-25","0"
"28","30","9","2020-04-08","0"
"22","23","7","2020-04-22","0"
"24","25","8","2020-05-06","0"
"22","23","7","2020-05-20","0"
"22","23","7","2020-06-03","0"
"25","26","8","2020-06-17","0"
"22","23","7","2020-07-01","0"
"20","21","7","2020-07-15","0"
"25","26","8","2020-07-29","0"
"20","21","7","2020-08-12","0"
"22","23","7","2020-08-26","0"
"22","23","7","2020-09-09","0"
"19","20","6","2020-09-23","0"
"27","28","9","2020-10-07","0"
"24","25","8","2020-10-21","0"
"30","31","10","2020-11-04","0"
"24","25","8","2020-11-18","0"
"27","28","9","2020-12-02","0"
"28","30","9","2020-12-16","0"
"24","25","8","2020-12-30","0"
"33","35","11","2021-01-13","0"
"33","35","11","2021-01-27","0"
"17","18","6","2021-02-10","0"
"25","26","8","2021-02-24","0"
"22","23","7","2021-03-10","0"
"22","23","7","2021-03-24","0"
"22","23","7","2021-04-07","0"
"22","23","7","2021-04-21","0"
"22","23","7","2021-05-05","0"
"24","25","8","2021-05-19","0"
