"9","492","1664","date","other"
"17","","9","2019-01-30","0"
"21","","11","2019-02-13","0"
"21","","11","2019-02-27","0"
"9","","5","2019-03-13","0"
"3","","2","2019-03-27","0"
"18","","9","2019-04-10","0"
"21","","11","2019-04-24","0"
"11","","6","2019-05-08","0"
"12","","6","2019-05-22","0"
"21","","11","2019-06-05","0"
"20","","12","2019-06-19","0"
"20","","12","2019-07-03","0"
"20","","12","2019-07-17","0"
"20","","12","2019-07-31","0"
"19","","11","2019-08-14","0"
"27","","12","2019-08-28","0"
"28","","11","2019-09-11","0"
"30","","12","2019-09-25","0"
"34","","14","2019-10-09","0"
"36","","15","2019-10-23","0"
"28","3","11","2019-11-06","0"
"36","13","15","2019-11-20","0"
"30","11","12","2019-12-04","0"
"30","11","12","2019-12-18","0"
"32","12","13","2020-01-01","0"
"32","12","13","2020-01-15","0"
"30","11","12","2020-01-29","0"
"34","13","14","2020-02-12","0"
"39","14","15","2020-02-26","0"
"30","11","12","2020-03-11","0"
"26","9","10","2020-03-25","0"
"30","11","12","2020-04-08","0"
"32","12","13","2020-04-22","0"
"30","11","12","2020-05-06","0"
"28","10","11","2020-05-20","0"
"30","11","12","2020-06-03","0"
"30","11","12","2020-06-17","0"
"32","12","13","2020-07-01","0"
"28","10","11","2020-07-15","0"
"30","11","12","2020-07-29","0"
"24","9","9","2020-08-12","0"
"28","10","11","2020-08-26","0"
"32","12","13","2020-09-09","0"
"32","12","13","2020-09-23","0"
"30","11","12","2020-10-07","0"
"30","11","12","2020-10-21","0"
"36","13","15","2020-11-04","0"
"39","14","15","2020-11-18","0"
"34","13","14","2020-12-02","0"
"36","13","15","2020-12-16","0"
"28","10","11","2020-12-30","0"
"30","11","12","2021-01-13","0"
"41","15","16","2021-01-27","0"
"15","6","6","2021-02-10","0"
"32","12","13","2021-02-24","0"
"30","11","12","2021-03-10","0"
"32","12","13","2021-03-24","0"
"30","11","12","2021-04-07","0"
"30","11","12","2021-04-21","0"
"30","11","12","2021-05-05","0"
"32","12","13","2021-05-19","0"
