"493","872","21978","29363","999999","date","other"
"23","20","1","1","1","2017-01-05","0"
"36","32","10","10","1","2017-01-19","0"
"36","32","10","10","1","2017-02-02","0"
"36","32","10","10","1","2017-02-16","0"
"36","32","10","10","1","2017-03-02","0"
"5","5","2","1","","2018-03-01","0"
"23","21","7","6","","2018-03-15","0"
"23","21","7","6","","2018-03-29","0"
"26","23","8","7","","2018-04-12","0"
"36","32","11","10","","2018-04-26","0"
"36","32","11","10","","2018-05-10","0"
"36","32","11","10","","2018-05-24","0"
"33","30","10","9","","2018-06-07","0"
"36","32","11","10","","2018-06-21","0"
"36","32","11","10","","2018-07-05","0"
"65","32","11","10","","2018-07-19","0"
"67","32","11","10","","2018-08-02","0"
"67","32","11","10","","2018-08-16","0"
"67","32","11","10","","2018-08-30","0"
"67","32","11","10","","2018-09-13","0"
"67","32","11","10","","2018-09-27","0"
"67","32","11","10","","2018-10-11","0"
"67","32","11","10","","2018-10-25","0"
"67","32","11","10","","2018-11-08","0"
"67","32","11","10","","2018-11-22","0"
"67","32","11","10","","2018-12-06","0"
"67","32","11","10","","2018-12-20","0"
"67","32","11","10","","2019-01-03","0"
"67","32","11","10","","2019-01-17","0"
"67","32","11","10","","2019-01-31","0"
"67","32","11","10","","2019-02-14","0"
"67","32","11","10","","2019-02-28","0"
"38","18","6","6","","2019-03-14","0"
"19","9","3","3","","2019-03-28","0"
"62","30","10","9","","2019-04-11","0"
"67","32","11","10","","2019-04-25","0"
"24","11","4","4","","2019-05-09","0"
"43","21","8","6","","2019-05-23","0"
"67","32","12","10","","2019-06-06","0"
"67","32","12","10","","2019-06-20","0"
"67","32","12","10","","2019-07-04","0"
"62","30","11","9","","2019-07-18","0"
"62","30","11","9","","2019-08-01","0"
"57","27","10","9","","2019-08-15","0"
"72","34","13","11","","2019-08-29","0"
"57","27","10","9","","2019-09-12","0"
"67","32","12","10","","2019-09-26","0"
"72","34","13","11","","2019-10-10","0"
"67","32","12","10","","2019-10-24","0"
"57","27","11","9","","2019-11-07","0"
"62","30","12","9","","2019-11-21","0"
"67","32","13","10","","2019-12-05","0"
"62","30","12","9","","2019-12-19","0"
"81","39","16","12","","2020-01-02","0"
"77","37","15","11","","2020-01-16","0"
"46","34","14","11","","2020-01-30","0"
"33","34","14","11","","2020-02-13","0"
"31","32","13","10","","2020-02-27","0"
"31","32","13","10","","2020-03-12","0"
"31","32","13","10","","2020-03-26","0"
"38","39","16","12","","2020-04-09","0"
"29","30","12","9","","2020-04-23","0"
"33","34","14","11","","2020-05-07","0"
"29","30","12","9","","2020-05-21","0"
"33","34","14","11","","2020-06-04","0"
"31","32","13","10","","2020-06-18","0"
"31","32","13","10","","2020-07-02","0"
"27","27","11","9","","2020-07-16","0"
"33","34","14","11","","2020-07-30","0"
"51","53","21","16","","2020-08-13","0"
"35","37","15","11","","2020-08-27","0"
"35","37","15","11","","2020-09-10","0"
"35","37","15","11","","2020-09-24","0"
"40","41","17","13","","2020-10-08","0"
"33","34","14","11","","2020-10-22","0"
"42","43","18","14","","2020-11-05","0"
"35","37","15","11","","2020-11-19","0"
"31","32","13","10","","2020-12-03","0"
"38","39","16","12","","2020-12-17","0"
"42","43","18","14","","2020-12-31","0"
"35","37","15","11","","2021-01-14","0"
"38","39","16","12","","2021-01-28","0"
"18","18","7","6","","2021-02-11","0"
"36","37","15","11","","2021-02-25","0"
"31","32","13","10","","2021-03-11","0"
"31","32","13","10","","2021-03-25","0"
"35","37","15","11","","2021-04-08","0"
"31","32","13","10","","2021-04-22","0"
"33","34","14","11","","2021-05-06","0"
"31","32","13","10","","2021-05-20","0"
