"597","599","1738","date","other"
"10","9","3","2017-07-21","0"
"20","19","5","2017-08-04","0"
"20","19","5","2017-08-18","0"
"12","11","3","2017-09-01","0"
"15","14","4","2017-09-15","0"
"15","14","4","2017-09-29","0"
"15","14","4","2017-10-13","0"
"16","16","5","2017-10-27","0"
"15","15","5","2017-11-10","0"
"12","12","4","2017-11-24","0"
"16","16","5","2017-12-08","0"
"13","14","5","2017-12-22","0"
"13","14","5","2018-01-05","0"
"15","15","5","2018-01-19","0"
"12","12","4","2018-02-02","0"
"15","15","6","2018-02-16","0"
"15","16","6","2018-03-02","0"
"12","13","5","2018-03-16","0"
"10","11","4","2018-03-30","0"
"14","14","6","2018-04-13","0"
"24","25","10","2018-04-27","0"
"24","25","10","2018-05-11","0"
"26","27","11","2018-05-25","0"
"24","25","10","2018-06-08","0"
"24","25","10","2018-06-22","0"
"24","25","10","2018-07-06","0"
"24","25","10","2018-07-20","0"
"24","25","10","2018-08-03","0"
"24","25","10","2018-08-17","0"
"24","25","10","2018-08-31","0"
"24","25","10","2018-09-14","0"
"24","25","10","2018-09-28","0"
"24","25","10","2018-10-12","0"
"24","25","10","2018-10-26","0"
"24","25","10","2018-11-09","0"
"24","25","10","2018-11-23","0"
"25","26","11","2018-12-07","0"
"25","26","11","2018-12-21","0"
"25","26","11","2019-01-04","0"
"25","26","11","2019-01-18","0"
"25","26","11","2019-02-01","0"
"25","26","11","2019-02-15","0"
"27","28","12","2019-03-01","0"
"9","9","4","2019-03-15","0"
"4","4","2","2019-03-29","0"
"23","24","10","2019-04-12","0"
"25","26","11","2019-04-26","0"
"7","7","3","2019-05-10","0"
"20","20","9","2019-05-24","0"
"25","26","12","2019-06-07","0"
"27","28","13","2019-06-21","0"
"25","26","12","2019-07-05","0"
"25","26","12","2019-07-19","0"
"27","28","13","2019-08-02","0"
"23","24","11","2019-08-16","0"
"27","28","13","2019-08-30","0"
"23","24","11","2019-09-13","0"
"27","28","13","2019-09-27","0"
"25","26","12","2019-10-11","0"
"27","28","13","2019-10-25","0"
"21","22","10","2019-11-08","0"
"27","28","13","2019-11-22","0"
"27","28","13","2019-12-06","0"
"25","26","12","2019-12-20","0"
"21","22","10","2020-01-03","0"
"25","26","12","2020-01-17","0"
"29","30","14","2020-01-31","0"
"25","26","12","2020-02-14","0"
"23","24","11","2020-02-28","0"
"23","24","11","2020-03-13","0"
"27","28","13","2020-03-27","0"
"25","26","12","2020-04-10","0"
"25","26","12","2020-04-24","0"
"29","30","14","2020-05-08","0"
"23","24","11","2020-05-22","0"
"29","30","14","2020-06-05","0"
"25","26","12","2020-06-19","0"
"25","26","12","2020-07-03","0"
"27","28","13","2020-07-17","0"
"24","24","12","2020-07-31","0"
"22","22","11","2020-08-14","0"
"28","28","14","2020-08-28","0"
"33","33","17","2020-09-11","0"
"28","28","14","2020-09-25","0"
"30","30","15","2020-10-09","0"
"26","26","13","2020-10-23","0"
"33","33","17","2020-11-06","0"
"30","30","15","2020-11-20","0"
"30","30","15","2020-12-04","0"
"28","28","14","2020-12-18","0"
"30","30","15","2021-01-01","0"
"28","28","14","2021-01-15","0"
"28","28","14","2021-01-29","0"
"17","17","8","2021-02-12","0"
"33","33","17","2021-02-26","0"
"26","26","13","2021-03-12","0"
"26","26","13","2021-03-26","0"
"26","26","13","2021-04-09","0"
"26","26","13","2021-04-23","0"
"26","26","13","2021-05-07","0"
"26","26","13","2021-05-21","0"
