"9","492","date","other"
"7","8","2019-12-04","0"
"24","26","2019-12-18","0"
"19","20","2020-01-01","0"
"23","24","2020-01-15","0"
"20","21","2020-01-29","0"
"19","20","2020-02-12","0"
"20","21","2020-02-26","0"
"20","21","2020-03-11","0"
"27","28","2020-03-25","0"
"28","29","2020-04-08","0"
"28","29","2020-04-22","0"
"30","31","2020-05-06","0"
"28","29","2020-05-20","0"
"30","31","2020-06-03","0"
"30","31","2020-06-17","0"
"28","29","2020-07-01","0"
"26","27","2020-07-15","0"
"39","40","2020-07-29","0"
"17","18","2020-08-12","0"
"28","29","2020-08-26","0"
"28","29","2020-09-09","0"
"39","40","2020-09-23","0"
"34","35","2020-10-07","0"
"30","31","2020-10-21","0"
"34","35","2020-11-04","0"
"43","44","2020-11-18","0"
"32","33","2020-12-02","0"
"47","49","2020-12-16","0"
"43","44","2020-12-30","0"
"32","33","2021-01-13","0"
"41","42","2021-01-27","0"
"19","20","2021-02-10","0"
"36","38","2021-02-24","0"
"30","31","2021-03-10","0"
"32","33","2021-03-24","0"
"30","31","2021-04-07","0"
"30","31","2021-04-21","0"
"30","31","2021-05-05","0"
