"21","492","597","1664","date","other"
"9","9","9","","2017-07-21","0"
"17","18","18","","2017-08-04","0"
"17","18","18","","2017-08-18","0"
"10","11","11","","2017-09-01","0"
"11","12","12","","2017-09-15","0"
"11","12","12","","2017-09-29","0"
"11","12","12","","2017-10-13","0"
"10","11","11","","2017-10-27","0"
"11","12","12","","2017-11-10","0"
"11","12","12","","2017-11-24","0"
"14","15","15","","2017-12-08","0"
"13","14","14","","2017-12-22","0"
"11","12","12","","2018-01-05","0"
"11","12","12","","2018-01-19","0"
"10","11","11","","2018-02-02","0"
"11","12","12","","2018-02-16","0"
"16","17","17","","2018-03-02","0"
"7","8","8","","2018-03-16","0"
"10","11","11","","2018-03-30","0"
"9","9","9","","2018-04-13","0"
"21","23","23","","2018-04-27","0"
"20","21","21","","2018-05-11","0"
"20","21","21","","2018-05-25","0"
"20","21","21","","2018-06-08","0"
"20","21","21","","2018-06-22","0"
"20","21","21","","2018-07-06","0"
"20","21","21","","2018-07-20","0"
"20","21","21","","2018-08-03","0"
"20","21","21","","2018-08-17","0"
"20","21","21","","2018-08-31","0"
"20","21","21","","2018-09-14","0"
"20","21","21","","2018-09-28","0"
"20","21","21","","2018-10-12","0"
"10","11","11","","2018-10-26","0"
"3","3","3","","2019-04-12","0"
"1","2","2","","2019-04-26","0"
"1","2","2","","2019-05-10","0"
"4","5","5","1","2019-06-07","0"
"1","2","2","0","2019-06-21","0"
"4","5","5","1","2019-07-05","0"
"4","5","5","1","2019-08-02","0"
"4","5","5","1","2019-08-16","0"
"3","4","3","1","2019-08-30","0"
"14","18","16","4","2020-09-25","0"
"20","25","22","5","2020-10-09","0"
"21","27","24","5","2020-10-23","0"
"23","29","25","6","2020-11-06","0"
"21","27","24","5","2020-11-20","0"
"24","30","27","6","2020-12-04","0"
"26","32","28","6","2020-12-18","0"
"20","25","22","5","2021-01-01","0"
"24","30","27","6","2021-01-15","0"
"24","30","27","6","2021-01-29","0"
"14","18","16","4","2021-02-12","0"
"24","30","27","6","2021-02-26","0"
"20","25","22","5","2021-03-12","0"
"20","25","22","5","2021-03-26","0"
"20","25","22","5","2021-04-09","0"
"20","25","22","5","2021-04-23","0"
"20","25","22","5","2021-05-07","0"
"20","25","22","5","2021-05-21","0"
