"87","21978","date","other"
"11","4","2019-01-18","0"
"22","11","2019-02-01","0"
"23","13","2019-02-15","0"
"24","14","2019-03-01","0"
"24","14","2019-03-15","0"
"23","15","2019-03-29","0"
"23","15","2019-04-12","0"
"23","15","2019-04-26","0"
"7","5","2019-05-10","0"
"20","13","2019-05-24","0"
"26","16","2019-06-07","0"
"28","17","2019-06-21","0"
"26","16","2019-07-05","0"
"30","18","2019-07-19","0"
"22","13","2019-08-02","0"
"22","13","2019-08-16","0"
"30","17","2019-08-30","0"
"26","15","2019-09-13","0"
"22","13","2019-09-27","0"
"26","15","2019-10-11","0"
"26","15","2019-10-25","0"
"24","14","2019-11-08","0"
"26","15","2019-11-22","0"
"28","16","2019-12-06","0"
"30","17","2019-12-20","0"
"30","17","2020-01-03","0"
"33","19","2020-01-17","0"
"22","13","2020-01-31","0"
"30","17","2020-02-14","0"
"26","15","2020-02-28","0"
"26","16","2020-03-13","0"
"28","18","2020-03-27","0"
"24","16","2020-04-10","0"
"24","17","2020-04-24","0"
"21","15","2020-05-08","0"
"27","19","2020-05-22","0"
"25","18","2020-06-05","0"
"23","16","2020-06-19","0"
"27","19","2020-07-03","0"
"26","18","2020-07-17","0"
"30","20","2020-07-31","0"
"26","18","2020-08-14","0"
"30","20","2020-08-28","0"
"26","18","2020-09-11","0"
"24","16","2020-09-25","0"
"26","18","2020-10-09","0"
"28","19","2020-10-23","0"
"26","18","2020-11-06","0"
"41","27","2020-11-20","0"
"29","19","2020-12-04","0"
"34","23","2020-12-18","0"
"30","20","2021-01-01","0"
"32","21","2021-01-15","0"
"34","23","2021-01-29","0"
"19","13","2021-02-12","0"
"30","20","2021-02-26","0"
"30","20","2021-03-12","0"
"32","21","2021-03-26","0"
"32","21","2021-04-09","0"
"32","21","2021-04-23","0"
"32","21","2021-05-07","0"
"34","23","2021-05-21","0"
