"599","1755","3834","6702","21978","date","other"
"5","","","","1","2017-07-20","0"
"19","3","3","3","4","2017-08-03","0"
"20","5","5","5","5","2017-08-17","0"
"9","2","2","2","2","2017-08-31","0"
"19","4","4","4","4","2017-09-14","0"
"19","4","4","4","4","2017-09-28","0"
"19","4","4","4","4","2017-10-12","0"
"14","3","3","3","3","2017-10-26","0"
"14","3","3","3","3","2017-11-09","0"
"14","3","3","3","3","2017-11-23","0"
"17","4","4","4","4","2017-12-07","0"
"14","3","3","3","3","2017-12-21","0"
"16","4","4","4","4","2018-01-04","0"
"13","3","3","3","3","2018-01-18","0"
"16","4","4","4","4","2018-02-01","0"
"16","4","4","4","4","2018-02-15","0"
"18","5","5","5","5","2018-03-01","0"
"15","5","4","4","4","2018-03-15","0"
"21","7","6","6","5","2018-03-29","0"
"17","6","5","5","4","2018-04-12","0"
"22","7","7","7","6","2018-04-26","0"
"24","8","7","7","6","2018-05-10","0"
"24","8","7","7","7","2018-05-24","0"
"24","8","7","7","7","2018-06-07","0"
"25","8","8","8","7","2018-06-21","0"
"25","8","8","8","7","2018-07-05","0"
"25","8","8","8","7","2018-07-19","0"
"25","8","8","8","7","2018-08-02","0"
"25","8","8","8","7","2018-08-16","0"
"25","8","8","9","7","2018-08-30","0"
"25","8","8","9","7","2018-09-13","0"
"25","8","8","9","7","2018-09-27","0"
"25","8","8","9","7","2018-10-11","0"
"25","8","8","9","7","2018-10-25","0"
"25","8","8","9","7","2018-11-08","0"
"25","8","8","9","7","2018-11-22","0"
"25","8","8","9","7","2018-12-06","0"
"25","8","8","9","7","2018-12-20","0"
"25","8","8","9","7","2019-01-03","0"
"25","8","8","9","7","2019-01-17","0"
"25","8","8","9","7","2019-01-31","0"
"25","8","8","9","7","2019-02-14","0"
"25","8","8","9","7","2019-02-28","0"
"14","5","5","5","4","2019-03-14","0"
"9","3","3","3","3","2019-03-28","0"
"23","7","7","8","7","2019-04-11","0"
"27","9","9","10","8","2019-04-25","0"
"9","3","3","3","3","2019-05-09","0"
"16","5","5","6","5","2019-05-23","0"
"27","8","9","10","8","2019-06-06","0"
"27","8","9","10","8","2019-06-20","0"
"25","7","8","9","7","2019-07-04","0"
"27","8","9","10","8","2019-07-18","0"
"30","9","10","11","9","2019-08-01","0"
"25","7","8","9","7","2019-08-15","0"
"27","8","9","10","8","2019-08-29","0"
"29","8","9","10","8","2019-09-12","0"
"25","7","8","9","7","2019-09-26","0"
"27","8","9","10","8","2019-10-10","0"
"29","8","9","10","8","2019-10-24","0"
"23","7","7","8","7","2019-11-07","0"
"23","7","7","8","7","2019-11-21","0"
"25","7","8","9","8","2019-12-05","0"
"27","8","9","10","9","2019-12-19","0"
"23","7","7","8","7","2020-01-02","0"
"30","9","10","11","10","2020-01-16","0"
"27","8","9","10","9","2020-01-30","0"
"25","7","8","9","8","2020-02-13","0"
"23","7","7","8","7","2020-02-27","0"
"27","8","9","10","9","2020-03-12","0"
"27","8","9","10","9","2020-03-26","0"
"27","8","9","10","9","2020-04-09","0"
"25","7","8","9","8","2020-04-23","0"
"25","7","8","9","8","2020-05-07","0"
"25","7","8","9","8","2020-05-21","0"
"25","7","8","9","8","2020-06-04","0"
"25","8","8","9","8","2020-06-18","0"
"27","9","9","10","9","2020-07-02","0"
"23","7","7","8","7","2020-07-16","0"
"32","10","10","12","10","2020-07-30","0"
"20","6","6","7","6","2020-08-13","0"
"29","9","9","10","9","2020-08-27","0"
"34","11","11","12","11","2020-09-10","0"
"29","9","9","10","9","2020-09-24","0"
"23","7","7","8","7","2020-10-08","0"
"30","10","10","11","10","2020-10-22","0"
"38","12","12","14","12","2020-11-05","0"
"32","10","10","12","10","2020-11-19","0"
"25","8","8","9","8","2020-12-03","0"
"32","10","10","12","10","2020-12-17","0"
"32","10","10","12","10","2020-12-31","0"
"30","10","10","11","10","2021-01-14","0"
"27","9","9","10","9","2021-01-28","0"
"16","5","5","6","5","2021-02-11","0"
"27","9","9","10","9","2021-02-25","0"
"27","9","9","10","9","2021-03-11","0"
"25","8","8","9","8","2021-03-25","0"
"25","8","8","9","8","2021-04-08","0"
"25","8","8","9","8","2021-04-22","0"
"25","8","8","9","8","2021-05-06","0"
"25","8","8","9","8","2021-05-20","0"
