"21","492","1628","3964","date","other"
"21","21","7","6","2018-10-25","0"
"21","21","7","6","2018-11-08","0"
"21","21","7","6","2018-11-22","0"
"21","21","7","6","2018-12-06","0"
"21","21","7","6","2018-12-20","0"
"21","21","7","6","2019-01-03","0"
"21","21","7","6","2019-01-17","0"
"21","21","7","6","2019-01-31","0"
"21","21","7","6","2019-02-14","0"
"21","21","7","6","2019-02-28","0"
"20","20","7","6","2019-03-14","0"
"20","20","7","6","2019-03-28","0"
"21","21","7","6","2019-04-11","0"
"21","21","7","6","2019-04-25","0"
"8","8","3","2","2019-05-09","0"
"14","14","5","4","2019-05-23","0"
"21","21","7","6","2019-06-06","0"
"21","21","7","6","2019-06-20","0"
"26","26","8","7","2019-07-04","0"
"23","23","5","6","2019-07-18","0"
"23","23","5","6","2019-08-01","0"
"18","18","4","5","2019-08-15","0"
"23","23","5","6","2019-08-29","0"
"21","21","5","6","2019-09-12","0"
"21","21","5","6","2019-09-26","0"
"21","21","5","6","2019-10-10","0"
"23","23","5","6","2019-10-24","0"
"23","23","5","6","2019-11-07","0"
"21","21","5","6","2019-11-21","0"
"27","27","6","8","2019-12-05","0"
"30","30","7","9","2019-12-19","0"
"24","24","6","7","2020-01-02","0"
"27","27","6","8","2020-01-16","0"
"21","21","3","6","2020-01-30","0"
"24","24","","7","2020-02-13","0"
"24","24","","7","2020-02-27","0"
"24","24","","7","2020-03-12","0"
"24","24","","7","2020-03-26","0"
"52","52","","10","2020-04-09","0"
"24","24","","5","2020-04-23","0"
"33","33","","6","2020-05-07","0"
"33","33","","6","2020-05-21","0"
"38","38","","7","2020-06-04","0"
"35","35","","7","2020-06-18","0"
"29","29","","6","2020-07-02","0"
"27","27","","5","2020-07-16","0"
"42","42","","8","2020-07-30","0"
"27","27","","5","2020-08-13","0"
"33","33","","6","2020-08-27","0"
"38","38","","7","2020-09-10","0"
"35","35","","7","2020-09-24","0"
"35","35","","7","2020-10-08","0"
"31","31","","6","2020-10-22","0"
"33","33","","6","2020-11-05","0"
"40","40","","8","2020-11-19","0"
"40","40","","8","2020-12-03","0"
"35","35","","7","2020-12-17","0"
"38","38","","7","2020-12-31","0"
"47","47","","9","2021-01-14","0"
"35","35","","7","2021-01-28","0"
"18","18","","3","2021-02-11","0"
"31","31","","6","2021-02-25","0"
"31","31","","6","2021-03-11","0"
"31","31","","6","2021-03-25","0"
"31","31","","6","2021-04-08","0"
"31","31","","6","2021-04-22","0"
"31","31","","6","2021-05-06","0"
