"21","113","122","128","597","599","1621","1714","3810","3942","3968","21978","999999","date","other"
"","24","","","","","3","","","","","7","1","2017-05-26","0"
"","26","","","","","5","","","","","7","1","2017-06-09","0"
"","28","","","","","6","","","","","8","1","2017-06-23","0"
"","29","","","","","7","","","","","9","1","2017-07-07","0"
"","27","","","","","7","","","","","8","1","2017-07-21","0"
"","25","","","","","6","","","","","8","1","2017-08-04","0"
"","25","","","","","6","","","","","8","1","2017-08-18","0"
"","15","","","","","4","","","","","5","1","2017-09-01","0"
"","17","","","","","4","","","","","5","1","2017-09-15","0"
"","19","","","","","5","","","","","6","1","2017-09-29","0"
"","21","","","","","5","","","","","6","1","2017-10-13","0"
"","19","","","","","5","","","","","6","1","2017-10-27","0"
"","17","","","","","4","","","","","5","1","2017-11-10","0"
"","17","","","","","4","","","","","5","1","2017-11-24","0"
"","17","","","","","4","","","","","5","0","2017-12-08","0"
"","19","","","","","5","","","","","6","","2017-12-22","0"
"","17","","","","","4","","","","","5","","2018-01-05","0"
"","17","","","","","4","","","","","5","","2018-01-19","0"
"","17","","","","","4","","","","","5","","2018-02-02","0"
"","15","","","","","4","","","","","5","","2018-02-16","0"
"","17","","","","","4","","","","","5","","2018-03-02","0"
"","21","","","","","5","","","","","6","","2018-03-16","0"
"","15","","","","","4","","","","","5","","2018-03-30","0"
"","23","","","","","6","","","","","7","","2018-04-13","0"
"","29","","","","","7","","","","","9","","2018-04-27","0"
"","29","","","","","7","","","","","9","","2018-05-11","0"
"","29","","","","","7","","","","","9","","2018-05-25","0"
"","29","","","","","7","","","","","9","","2018-06-08","0"
"","38","","","9","9","16","9","9","9","9","18","","2018-06-22","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-07-06","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-07-20","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-08-03","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-08-17","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-08-31","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-09-14","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-09-28","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-10-12","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-10-26","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-11-09","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-11-23","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-12-07","0"
"","39","","","10","10","17","10","10","10","11","19","","2018-12-21","0"
"","39","","","10","10","17","10","10","10","11","19","","2019-01-04","0"
"19","39","","","29","29","17","10","10","10","11","19","","2019-01-18","0"
"20","39","","","30","30","17","10","10","10","11","19","","2019-02-01","0"
"20","39","","","30","30","17","10","10","10","11","19","","2019-02-15","0"
"20","39","","","30","30","17","10","10","10","11","19","","2019-03-01","0"
"10","20","","","15","15","9","5","5","5","6","10","","2019-03-15","0"
"4","8","","","6","6","4","2","2","2","2","4","","2019-03-29","0"
"20","39","","","30","30","17","10","10","10","11","19","","2019-04-12","0"
"20","39","","","30","30","17","10","10","10","11","19","","2019-04-26","0"
"6","11","","","9","9","5","3","3","3","3","5","","2019-05-10","0"
"15","29","","","22","22","14","8","8","8","9","15","","2019-05-24","0"
"24","47","","","35","35","22","13","13","13","14","24","","2019-06-07","0"
"21","41","","","31","31","19","11","11","11","12","21","","2019-06-21","0"
"21","41","","","31","31","19","11","11","11","12","21","","2019-07-05","0"
"20","38","","","29","29","18","10","10","10","11","20","","2019-07-19","0"
"21","41","","","31","31","19","11","11","11","12","21","","2019-08-02","0"
"20","38","","","29","29","18","10","10","10","11","20","","2019-08-16","0"
"21","41","","","31","31","19","11","11","11","12","21","","2019-08-30","0"
"21","41","","","31","31","19","11","11","11","12","21","","2019-09-13","0"
"23","44","","","33","33","20","12","12","12","13","23","","2019-09-27","0"
"20","38","","","29","29","18","10","10","10","11","20","","2019-10-11","0"
"21","41","","","31","31","19","11","11","11","12","21","","2019-10-25","0"
"18","35","","","27","27","16","9","9","9","10","19","","2019-11-08","0"
"22","41","","","32","32","18","10","10","10","11","20","","2019-11-22","0"
"33","55","","","44","44","20","12","12","12","13","24","","2019-12-06","0"
"35","58","","","47","47","22","13","13","13","14","25","","2019-12-20","0"
"35","58","","","47","47","22","13","13","13","14","25","","2020-01-03","0"
"31","51","","","41","41","19","11","11","11","12","22","","2020-01-17","0"
"29","47","","","38","38","18","10","10","10","11","20","","2020-01-31","0"
"33","55","","","44","44","20","12","12","12","13","24","","2020-02-14","0"
"31","51","","","41","41","19","11","11","11","12","22","","2020-02-28","0"
"29","47","","","38","38","18","10","10","10","11","20","","2020-03-13","0"
"33","55","","","44","44","20","12","12","12","13","24","","2020-03-27","0"
