"19","492","4255","date","other"
"17","17","9","2019-01-02","0"
"20","20","10","2019-01-16","0"
"21","21","11","2019-01-30","0"
"21","21","11","2019-02-13","0"
"21","21","11","2019-02-27","0"
"12","12","6","2019-03-13","0"
"2","2","1","2019-03-27","0"
"20","20","11","2019-04-10","0"
"22","22","12","2019-04-24","0"
"9","9","5","2019-05-08","0"
"9","9","5","2019-05-22","0"
"20","20","11","2019-06-05","0"
"24","24","13","2019-06-19","0"
"25","25","14","2019-07-03","0"
"20","20","11","2019-07-17","0"
"22","22","12","2019-07-31","0"
"22","22","12","2019-08-14","0"
"24","24","13","2019-08-28","0"
"24","24","13","2019-09-11","0"
"24","24","13","2019-09-25","0"
"28","28","15","2019-10-09","0"
"22","22","12","2019-10-23","0"
"31","31","17","2019-11-06","0"
"22","22","12","2019-11-20","0"
"29","29","13","2019-12-04","0"
"43","43","16","2019-12-18","0"
"46","46","17","2020-01-01","0"
"39","39","15","2020-01-15","0"
"32","32","12","2020-01-29","0"
"37","37","14","2020-02-12","0"
"30","30","11","2020-02-26","0"
"39","39","15","2020-03-11","0"
"41","41","15","2020-03-25","0"
"34","34","13","2020-04-08","0"
"30","30","11","2020-04-22","0"
"34","34","13","2020-05-06","0"
"32","32","12","2020-05-20","0"
"32","32","12","2020-06-03","0"
"37","37","14","2020-06-17","0"
"30","30","11","2020-07-01","0"
"27","27","10","2020-07-15","0"
"39","39","15","2020-07-29","0"
"27","27","10","2020-08-12","0"
"30","30","11","2020-08-26","0"
"34","34","13","2020-09-09","0"
"37","37","14","2020-09-23","0"
"34","34","13","2020-10-07","0"
"39","39","15","2020-10-21","0"
"27","27","10","2020-11-04","0"
"43","43","16","2020-11-18","0"
"43","43","16","2020-12-02","0"
"39","39","15","2020-12-16","0"
"41","41","15","2020-12-30","0"
"34","34","13","2021-01-13","0"
"34","34","13","2021-01-27","0"
"18","18","7","2021-02-10","0"
"34","34","13","2021-02-24","0"
"32","32","12","2021-03-10","0"
"32","32","12","2021-03-24","0"
"32","32","12","2021-04-07","0"
"32","32","12","2021-04-21","0"
"32","32","12","2021-05-05","0"
