"122","492","3942","4115","5577","date","other"
"22","22","9","8","9","2020-07-29","0"
"22","22","9","8","9","2020-08-12","0"
"33","33","13","12","13","2020-08-26","0"
"31","31","12","11","12","2020-09-09","0"
"40","40","15","14","15","2020-09-23","0"
"31","31","12","11","12","2020-10-07","0"
"38","38","15","13","15","2020-10-21","0"
"31","31","12","11","12","2020-11-04","0"
"31","31","12","11","12","2020-11-18","0"
"35","35","14","13","14","2020-12-02","0"
"31","31","12","11","12","2020-12-16","0"
"35","35","14","13","14","2020-12-30","0"
"35","35","14","13","14","2021-01-13","0"
"42","42","16","15","16","2021-01-27","0"
"18","18","7","6","7","2021-02-10","0"
"31","31","12","11","12","2021-02-24","0"
"31","31","12","11","12","2021-03-10","0"
"31","31","12","11","12","2021-03-24","0"
"31","31","12","11","12","2021-04-07","0"
"31","31","12","11","12","2021-04-21","0"
"31","31","12","11","12","2021-05-05","0"
