"19","21","492","493","date","other"
"8","8","8","9","2018-03-14","0"
"21","21","21","24","2018-03-28","0"
"20","20","20","22","2018-04-11","0"
"21","21","21","24","2018-04-25","0"
"21","21","21","24","2018-05-09","0"
"21","21","21","24","2018-05-23","0"
"22","22","22","25","2018-06-06","0"
"22","22","22","25","2018-06-20","0"
"22","22","22","25","2018-07-04","0"
"22","22","22","44","2018-07-18","0"
"22","22","22","47","2018-08-01","0"
"22","22","22","47","2018-08-15","0"
"22","22","22","47","2018-08-29","0"
"22","22","22","47","2018-09-12","0"
"22","22","22","47","2018-09-26","0"
"22","22","22","47","2018-10-10","0"
"22","22","22","47","2018-10-24","0"
"22","22","22","47","2018-11-07","0"
"22","22","22","47","2018-11-21","0"
"22","22","22","47","2018-12-05","0"
"22","22","22","47","2018-12-19","0"
"22","22","22","47","2019-01-02","0"
"22","22","22","47","2019-01-16","0"
"22","22","22","47","2019-01-30","0"
"22","22","22","47","2019-02-13","0"
"22","22","22","47","2019-02-27","0"
"22","22","22","47","2019-03-13","0"
"16","16","16","34","2019-03-27","0"
"22","22","22","47","2019-04-10","0"
"22","22","22","47","2019-04-24","0"
"11","11","11","24","2019-05-08","0"
"13","13","13","27","2019-05-22","0"
"22","22","22","47","2019-06-05","0"
"20","20","20","44","2019-06-19","0"
"22","22","22","47","2019-07-03","0"
"22","22","22","47","2019-07-17","0"
"22","22","22","47","2019-07-31","0"
"20","20","20","44","2019-08-14","0"
"22","22","22","47","2019-08-28","0"
"22","22","22","47","2019-09-11","0"
"22","22","22","47","2019-09-25","0"
"22","22","22","47","2019-10-09","0"
"22","22","22","47","2019-10-23","0"
"22","22","22","47","2019-11-06","0"
"25","25","25","50","2019-11-20","0"
"34","34","34","62","2019-12-04","0"
"34","34","34","62","2019-12-18","0"
"34","34","34","62","2020-01-01","0"
"32","32","32","58","2020-01-15","0"
"32","32","32","35","2020-01-29","0"
"34","34","34","24","2020-02-12","0"
"30","30","30","20","2020-02-26","0"
"30","30","30","20","2020-03-11","0"
"34","34","34","24","2020-03-25","0"
"34","34","34","24","2020-04-08","0"
"30","30","30","20","2020-04-22","0"
"34","34","34","24","2020-05-06","0"
"59","59","59","41","2020-05-20","0"
"37","37","37","25","2020-06-03","0"
"32","32","32","22","2020-06-17","0"
"32","32","32","22","2020-07-01","0"
"32","32","32","22","2020-07-15","0"
"32","32","32","22","2020-07-29","0"
"30","30","30","20","2020-08-12","0"
"30","30","30","20","2020-08-26","0"
"34","34","34","24","2020-09-09","0"
"37","37","37","25","2020-09-23","0"
"32","32","32","22","2020-10-07","0"
"37","37","37","25","2020-10-21","0"
"32","32","32","22","2020-11-04","0"
"39","39","39","27","2020-11-18","0"
"46","46","46","31","2020-12-02","0"
"32","32","32","22","2020-12-16","0"
"37","37","37","25","2020-12-30","0"
"32","32","32","22","2021-01-13","0"
"48","48","48","33","2021-01-27","0"
"18","18","18","13","2021-02-10","0"
"43","43","43","30","2021-02-24","0"
"32","32","32","22","2021-03-10","0"
"32","32","32","22","2021-03-24","0"
"32","32","32","22","2021-04-07","0"
"32","32","32","22","2021-04-21","0"
"34","34","34","24","2021-05-05","0"
"32","32","32","22","2021-05-19","0"
