"21","113","492","597","3859","date","other"
"2","2","2","2","","2017-08-18","0"
"15","16","14","14","","2017-09-01","0"
"27","27","24","24","","2017-09-15","0"
"20","20","17","17","","2017-09-29","0"
"24","26","21","21","","2017-10-13","0"
"20","21","17","17","1","2017-10-27","0"
"16","17","14","14","3","2017-11-10","0"
"18","19","15","15","3","2017-11-24","0"
"20","21","17","17","3","2017-12-08","0"
"24","26","21","21","4","2017-12-22","0"
"16","17","14","14","2","2018-01-05","0"
"20","21","17","17","3","2018-01-19","0"
"20","22","17","18","4","2018-02-02","0"
"18","19","15","16","3","2018-02-16","0"
"20","22","17","18","4","2018-03-02","0"
"16","17","14","14","3","2018-03-16","0"
"18","19","15","16","3","2018-03-30","0"
"18","19","15","16","3","2018-04-13","0"
"31","34","27","28","6","2018-04-27","0"
"31","34","27","28","6","2018-05-11","0"
"31","34","27","28","6","2018-05-25","0"
"31","34","27","28","6","2018-06-08","0"
"31","34","27","28","6","2018-06-22","0"
"31","34","27","28","6","2018-07-06","0"
"31","34","28","28","6","2018-07-20","0"
"31","34","28","28","5","2018-08-03","0"
"31","34","28","28","5","2018-08-17","0"
"31","34","28","28","5","2018-08-31","0"
"31","34","28","28","5","2018-09-14","0"
"31","34","28","28","5","2018-09-28","0"
"31","34","28","28","5","2018-10-12","0"
"31","34","28","28","5","2018-10-26","0"
"31","34","28","28","5","2018-11-09","0"
"31","34","28","28","5","2018-11-23","0"
"31","34","28","28","5","2018-12-07","0"
"33","36","30","30","5","2018-12-21","0"
"31","34","28","28","0","2019-01-04","0"
"31","34","28","28","","2019-01-18","0"
"31","34","28","28","","2019-02-01","0"
"31","34","28","28","","2019-02-15","0"
"31","34","28","28","","2019-03-01","0"
"13","15","12","12","","2019-03-15","0"
"11","12","10","10","","2019-03-29","0"
"29","32","26","26","","2019-04-12","0"
"31","34","28","28","","2019-04-26","0"
"11","12","10","10","","2019-05-10","0"
"27","30","26","25","","2019-05-24","0"
"34","38","32","31","","2019-06-07","0"
"30","33","28","27","","2019-06-21","0"
"30","33","28","27","","2019-07-05","0"
"34","38","32","31","","2019-07-19","0"
"34","38","32","31","","2019-08-02","0"
"25","28","24","23","","2019-08-16","0"
"32","35","30","29","","2019-08-30","0"
"34","38","32","31","","2019-09-13","0"
"34","38","32","31","","2019-09-27","0"
"32","35","30","29","","2019-10-11","0"
"37","40","34","33","","2019-10-25","0"
"30","33","28","27","","2019-11-08","0"
"32","35","30","29","","2019-11-22","0"
"34","38","32","31","","2019-12-06","0"
"34","38","32","31","","2019-12-20","0"
"30","33","28","27","","2020-01-03","0"
"37","40","34","33","","2020-01-17","0"
"37","40","34","33","","2020-01-31","0"
"30","33","28","27","","2020-02-14","0"
"37","40","34","33","","2020-02-28","0"
"39","43","36","35","","2020-03-13","0"
"32","35","30","29","","2020-03-27","0"
"34","38","32","31","","2020-04-10","0"
"37","40","34","33","","2020-04-24","0"
"34","38","32","31","","2020-05-08","0"
"30","33","28","27","","2020-05-22","0"
"37","40","34","33","","2020-06-05","0"
"34","38","32","31","","2020-06-19","0"
"32","35","30","29","","2020-07-03","0"
"30","33","28","27","","2020-07-17","0"
"32","35","30","29","","2020-07-31","0"
"27","30","26","25","","2020-08-14","0"
"32","35","30","29","","2020-08-28","0"
"34","38","32","31","","2020-09-11","0"
"32","35","30","29","","2020-09-25","0"
"32","35","30","29","","2020-10-09","0"
"41","45","39","37","","2020-10-23","0"
"39","43","36","35","","2020-11-06","0"
"41","45","39","37","","2020-11-20","0"
"41","45","39","37","","2020-12-04","0"
"32","35","30","29","","2020-12-18","0"
"34","38","32","31","","2021-01-01","0"
"37","40","34","33","","2021-01-15","0"
"43","48","41","39","","2021-01-29","0"
"21","23","19","19","","2021-02-12","0"
"32","35","30","29","","2021-02-26","0"
"32","35","30","29","","2021-03-12","0"
"32","35","30","29","","2021-03-26","0"
"37","40","34","33","","2021-04-09","0"
"32","35","30","29","","2021-04-23","0"
"32","35","30","29","","2021-05-07","0"
"37","40","34","33","","2021-05-21","0"
