"21","492","1664","1698","6815","7208","date","other"
"12","12","","3","","","2017-01-18","0"
"21","21","","7","","","2017-02-01","0"
"21","21","","7","","","2017-02-15","0"
"22","22","","8","","","2017-03-01","0"
"19","19","","7","","","2017-03-15","0"
"22","22","","8","","","2017-03-29","0"
"22","22","","8","","","2017-04-12","0"
"22","22","","8","","","2017-04-26","0"
"22","22","","8","","","2017-05-10","0"
"22","22","","8","","5","2017-05-24","0"
"22","22","","8","","5","2017-06-07","0"
"22","22","","8","","5","2017-06-21","0"
"22","22","","8","","5","2017-07-05","0"
"22","22","","8","","5","2017-07-19","0"
"19","19","","7","","4","2017-08-02","0"
"21","21","","8","","5","2017-08-16","0"
"12","12","","5","","3","2017-08-30","0"
"15","15","","6","","4","2017-09-13","0"
"21","21","","8","","6","2017-09-27","0"
"21","21","","8","","6","2017-10-11","0"
"17","17","","7","","5","2017-10-25","0"
"23","22","","9","","7","2017-11-08","0"
"18","17","","7","","6","2017-11-22","0"
"20","19","","8","","6","2017-12-06","0"
"20","20","","9","","7","2017-12-20","0"
"24","23","","10","","8","2018-01-03","0"
"17","16","","7","","6","2018-01-17","0"
"17","16","","7","","6","2018-01-31","0"
"22","21","","9","","8","2018-02-14","0"
"19","18","","8","","7","2018-02-28","0"
"19","18","","9","","7","2018-03-14","0"
"17","16","","8","","6","2018-03-28","0"
"18","16","","8","","7","2018-04-11","0"
"28","25","","13","","11","2018-04-25","0"
"28","25","","13","","11","2018-05-09","0"
"28","25","","13","","11","2018-05-23","0"
"28","25","","13","","11","2018-06-06","0"
"28","25","","13","","11","2018-06-20","0"
"28","25","","13","","11","2018-07-04","0"
"28","25","","13","","11","2018-07-18","0"
"28","25","","13","","11","2018-08-01","0"
"28","25","","14","","11","2018-08-15","0"
"28","25","","14","","11","2018-08-29","0"
"28","25","","14","","11","2018-09-12","0"
"28","25","","14","","11","2018-09-26","0"
"28","25","","14","","11","2018-10-10","0"
"28","25","","14","","11","2018-10-24","0"
"28","25","","14","","11","2018-11-07","0"
"28","25","","14","","11","2018-11-21","0"
"28","25","","14","","11","2018-12-05","0"
"28","25","","14","","11","2018-12-19","0"
"28","25","","14","","11","2019-01-02","0"
"28","25","","14","","11","2019-01-16","0"
"30","27","","15","","12","2019-01-30","0"
"28","25","","14","","11","2019-02-13","0"
"28","25","","14","","11","2019-02-27","0"
"25","22","","13","","9","2019-03-13","0"
"15","13","","8","","6","2019-03-27","0"
"25","22","","13","","9","2019-04-10","0"
"29","26","","15","","11","2019-04-24","0"
"12","11","","6","","5","2019-05-08","0"
"19","17","","10","","8","2019-05-22","0"
"30","26","","15","","12","2019-06-05","0"
"32","28","","16","","13","2019-06-19","0"
"30","26","1","15","1","13","2019-07-03","0"
"29","25","5","15","5","13","2019-07-17","0"
"31","27","5","16","5","14","2019-07-31","0"
"27","23","4","14","4","12","2019-08-14","0"
"31","27","5","16","6","15","2019-08-28","0"
"27","23","4","14","5","13","2019-09-11","0"
"35","31","6","18","7","17","2019-09-25","0"
"33","29","5","17","6","16","2019-10-09","0"
"31","27","5","16","6","15","2019-10-23","0"
"31","27","5","16","6","15","2019-11-06","0"
"29","25","5","15","6","14","2019-11-20","0"
"31","27","5","16","6","15","2019-12-04","0"
"42","37","7","22","8","21","2019-12-18","0"
"33","29","5","17","6","17","2020-01-01","0"
"38","33","6","19","7","19","2020-01-15","0"
"29","25","5","15","6","15","2020-01-29","0"
"31","27","5","16","6","16","2020-02-12","0"
"31","27","5","16","6","16","2020-02-26","0"
"33","29","5","17","6","17","2020-03-11","0"
"35","31","6","18","7","18","2020-03-25","0"
"31","27","5","16","6","16","2020-04-08","0"
"33","29","5","17","6","17","2020-04-22","0"
"31","27","5","16","6","16","2020-05-06","0"
"35","31","6","18","7","18","2020-05-20","0"
"31","27","5","16","6","16","2020-06-03","0"
"31","27","5","16","6","16","2020-06-17","0"
"35","31","6","18","7","18","2020-07-01","0"
"27","23","4","14","5","14","2020-07-15","0"
"35","31","6","18","7","18","2020-07-29","0"
"31","27","5","16","6","16","2020-08-12","0"
"31","27","5","16","6","16","2020-08-26","0"
"42","37","7","22","8","22","2020-09-09","0"
"38","33","6","19","7","19","2020-09-23","0"
"29","25","5","15","6","15","2020-10-07","0"
"35","31","6","18","7","18","2020-10-21","0"
"33","29","5","17","6","17","2020-11-04","0"
"35","31","6","18","7","18","2020-11-18","0"
"33","29","5","17","6","17","2020-12-02","0"
"44","39","7","23","9","23","2020-12-16","0"
"29","25","5","15","6","15","2020-12-30","0"
"33","29","5","17","6","17","2021-01-13","0"
"31","27","5","16","6","16","2021-01-27","0"
"22","19","4","11","4","11","2021-02-10","0"
"31","27","5","16","6","16","2021-02-24","0"
"31","27","5","16","6","16","2021-03-10","0"
"31","27","5","16","6","16","2021-03-24","0"
"33","29","5","17","6","17","2021-04-07","0"
"31","27","5","16","6","16","2021-04-21","0"
"31","27","5","16","6","16","2021-05-05","0"
"33","29","5","17","6","17","2021-05-19","0"
