"492","1664","3964","4004","4026","date","other"
"3","2","","0","1","2017-01-19","0"
"23","14","","5","10","2017-02-02","0"
"23","14","","5","10","2017-02-16","0"
"23","14","","5","10","2017-03-02","0"
"8","5","","2","4","2017-04-27","0"
"23","14","","5","10","2017-05-11","0"
"23","14","","5","10","2017-05-25","0"
"23","14","","5","10","2017-06-08","0"
"23","14","1","5","10","2017-06-22","0"
"23","14","5","5","10","2017-07-06","0"
"21","13","5","5","9","2017-07-20","0"
"18","11","4","4","8","2017-08-03","0"
"21","13","5","5","9","2017-08-17","0"
"10","6","2","2","4","2017-08-31","0"
"16","10","4","4","7","2017-09-14","0"
"18","11","4","4","8","2017-09-28","0"
"16","10","4","4","7","2017-10-12","0"
"16","10","4","4","7","2017-10-26","0"
"16","10","4","4","7","2017-11-09","0"
"20","12","4","4","9","2017-11-23","0"
"15","9","3","3","6","2017-12-07","0"
"18","11","4","4","8","2017-12-21","0"
"16","10","4","4","7","2018-01-04","0"
"12","7","3","3","5","2018-01-18","0"
"16","10","4","4","7","2018-02-01","0"
"18","11","4","4","8","2018-02-15","0"
"20","12","4","4","9","2018-03-01","0"
"18","11","4","4","8","2018-03-15","0"
"15","9","3","3","6","2018-03-29","0"
"16","10","4","4","7","2018-04-12","0"
"23","14","5","5","10","2018-04-26","0"
"23","14","5","5","10","2018-05-10","0"
"23","14","5","5","10","2018-05-24","0"
"21","13","5","5","9","2018-06-07","0"
"23","14","5","5","10","2018-06-21","0"
"23","14","5","5","10","2018-07-05","0"
"23","14","5","5","10","2018-07-19","0"
"23","14","5","5","10","2018-08-02","0"
"23","14","5","5","10","2018-08-16","0"
"23","14","5","5","10","2018-08-30","0"
"23","14","5","5","10","2018-09-13","0"
"23","14","5","5","10","2018-09-27","0"
"23","14","5","5","10","2018-10-11","0"
"23","14","5","5","10","2018-10-25","0"
"23","14","5","5","10","2018-11-08","0"
"23","14","5","5","10","2018-11-22","0"
"23","14","5","5","10","2018-12-06","0"
"23","14","5","5","10","2018-12-20","0"
"23","14","5","5","10","2019-01-03","0"
"23","14","5","5","10","2019-01-17","0"
"23","14","5","5","10","2019-01-31","0"
"23","14","5","5","10","2019-02-14","0"
"23","14","5","5","10","2019-02-28","0"
"13","8","3","3","6","2019-03-14","0"
"5","3","1","1","2","2019-03-28","0"
"21","13","5","5","9","2019-04-11","0"
"23","14","5","5","10","2019-04-25","0"
"8","5","2","2","4","2019-05-09","0"
"15","9","3","3","6","2019-05-23","0"
"23","14","5","5","10","2019-06-06","0"
"23","14","5","5","10","2019-06-20","0"
"23","14","5","5","10","2019-07-04","0"
"23","14","5","5","10","2019-07-18","0"
"23","14","5","5","10","2019-08-01","0"
"20","12","4","4","9","2019-08-15","0"
"23","14","5","5","10","2019-08-29","0"
"20","12","4","4","9","2019-09-12","0"
"25","15","5","5","11","2019-09-26","0"
"23","14","5","5","10","2019-10-10","0"
"25","15","5","5","11","2019-10-24","0"
"20","12","4","4","9","2019-11-07","0"
"23","14","5","5","10","2019-11-21","0"
"23","14","5","5","10","2019-12-05","0"
"32","15","5","5","11","2019-12-19","0"
"28","12","4","4","9","2020-01-02","0"
"31","13","5","5","9","2020-01-16","0"
"33","14","5","5","10","2020-01-30","0"
"31","13","5","5","9","2020-02-13","0"
"33","14","5","5","10","2020-02-27","0"
"31","13","5","5","9","2020-03-12","0"
"33","14","5","5","10","2020-03-26","0"
"35","15","5","5","11","2020-04-09","0"
"31","13","5","5","9","2020-04-23","0"
"35","15","6","6","11","2020-05-07","0"
"35","15","6","6","11","2020-05-21","0"
"33","14","6","6","10","2020-06-04","0"
"31","13","6","6","9","2020-06-18","0"
"33","14","6","6","10","2020-07-02","0"
"28","12","5","5","9","2020-07-16","0"
"38","16","7","7","11","2020-07-30","0"
"31","13","6","6","9","2020-08-13","0"
"35","15","6","6","11","2020-08-27","0"
"33","14","6","6","10","2020-09-10","0"
"33","14","6","6","10","2020-09-24","0"
"40","17","7","7","12","2020-10-08","0"
"40","17","7","7","12","2020-10-22","0"
"42","18","8","8","13","2020-11-05","0"
"38","16","7","7","11","2020-11-19","0"
"33","14","6","6","10","2020-12-03","0"
"57","24","10","10","17","2020-12-17","0"
"33","14","6","6","10","2020-12-31","0"
"52","22","9","9","16","2021-01-14","0"
"40","17","7","7","12","2021-01-28","0"
"19","8","3","3","6","2021-02-11","0"
"31","13","6","6","9","2021-02-25","0"
"33","14","6","6","10","2021-03-11","0"
"33","14","6","6","10","2021-03-25","0"
"35","15","6","6","11","2021-04-08","0"
"33","14","6","6","10","2021-04-22","0"
"33","14","6","6","10","2021-05-06","0"
"33","14","6","6","10","2021-05-20","0"
