"21","492","597","21978","date","other"
"6","6","6","3","2019-11-20","0"
"24","24","24","14","2019-12-04","0"
"24","24","24","14","2019-12-18","0"
"23","23","23","13","2020-01-01","0"
"24","24","24","14","2020-01-15","0"
"24","24","24","14","2020-01-29","0"
"23","23","23","13","2020-02-12","0"
"21","21","21","12","2020-02-26","0"
"23","23","23","13","2020-03-11","0"
"23","23","23","13","2020-03-25","0"
"27","27","27","15","2020-04-08","0"
"20","20","20","11","2020-04-22","0"
"21","21","21","12","2020-05-06","0"
"20","20","20","11","2020-05-20","0"
"20","20","20","11","2020-06-03","0"
"21","21","21","12","2020-06-17","0"
"20","20","20","11","2020-07-01","0"
"20","20","20","11","2020-07-15","0"
"23","23","23","13","2020-07-29","0"
"17","17","17","9","2020-08-12","0"
"20","20","20","11","2020-08-26","0"
"27","27","27","15","2020-09-09","0"
"27","27","27","15","2020-09-23","0"
"21","21","21","12","2020-10-07","0"
"24","24","24","14","2020-10-21","0"
"26","26","26","15","2020-11-04","0"
"27","27","27","15","2020-11-18","0"
"29","29","29","16","2020-12-02","0"
"23","23","23","13","2020-12-16","0"
"27","27","27","15","2020-12-30","0"
"21","21","21","12","2021-01-13","0"
"32","32","32","18","2021-01-27","0"
"14","14","14","8","2021-02-10","0"
"24","24","24","14","2021-02-24","0"
"21","21","21","12","2021-03-10","0"
"21","21","21","12","2021-03-24","0"
"21","21","21","12","2021-04-07","0"
"21","21","21","12","2021-04-21","0"
"21","21","21","12","2021-05-05","0"
