"87","784","21978","999999","date","other"
"2","","","0","2017-03-17","0"
"22","","","1","2017-03-31","0"
"24","","0","1","2017-04-14","0"
"24","","5","1","2017-04-28","0"
"24","","5","1","2017-05-12","0"
"24","","5","1","2017-05-26","0"
"22","","5","1","2017-06-09","0"
"24","","5","1","2017-06-23","0"
"24","","5","1","2017-07-07","0"
"22","","5","1","2017-07-21","0"
"21","","4","1","2017-08-04","0"
"21","","4","1","2017-08-18","0"
"14","","3","1","2017-09-01","0"
"15","","4","1","2017-09-15","0"
"17","","4","1","2017-09-29","0"
"19","","5","1","2017-10-13","0"
"13","","4","1","2017-10-27","0"
"16","","5","1","2017-11-10","0"
"18","","5","1","2017-11-24","0"
"16","","5","0","2017-12-08","0"
"18","","5","","2017-12-22","0"
"18","","5","","2018-01-05","0"
"16","","5","","2018-01-19","0"
"16","","5","","2018-02-02","0"
"13","","4","","2018-02-16","0"
"20","","6","","2018-03-02","0"
"11","","3","","2018-03-16","0"
"13","","4","","2018-03-30","0"
"13","","4","","2018-04-13","0"
"25","","7","","2018-04-27","0"
"25","","7","","2018-05-11","0"
"27","","8","","2018-05-25","0"
"23","","7","","2018-06-08","0"
"25","","7","","2018-06-22","0"
"25","","7","","2018-07-06","0"
"25","","7","","2018-07-20","0"
"25","","7","","2018-08-03","0"
"25","","7","","2018-08-17","0"
"25","","7","","2018-08-31","0"
"25","","7","","2018-09-14","0"
"25","","7","","2018-09-28","0"
"25","","7","","2018-10-12","0"
"27","","8","","2018-10-26","0"
"25","","7","","2018-11-09","0"
"25","","7","","2018-11-23","0"
"25","","7","","2018-12-07","0"
"25","","7","","2018-12-21","0"
"25","","7","","2019-01-04","0"
"25","","7","","2019-01-18","0"
"25","","7","","2019-02-01","0"
"25","","7","","2019-02-15","0"
"25","","7","","2019-03-01","0"
"11","","3","","2019-03-15","0"
"7","","2","","2019-03-29","0"
"23","","7","","2019-04-12","0"
"25","","7","","2019-04-26","0"
"7","","2","","2019-05-10","0"
"20","","6","","2019-05-24","0"
"25","","7","","2019-06-07","0"
"25","14","7","","2019-06-21","0"
"30","24","9","","2019-07-05","0"
"27","21","8","","2019-07-19","0"
"25","20","7","","2019-08-02","0"
"27","21","8","","2019-08-16","0"
"27","21","8","","2019-08-30","0"
"25","20","7","","2019-09-13","0"
"25","20","7","","2019-09-27","0"
"27","21","8","","2019-10-11","0"
"25","20","7","","2019-10-25","0"
"23","19","7","","2019-11-08","0"
"27","21","8","","2019-11-22","0"
"27","21","8","0","2019-12-06","0"
"32","26","9","1","2019-12-20","0"
"29","23","8","1","2020-01-03","0"
"23","19","7","1","2020-01-17","0"
"25","20","7","1","2020-01-31","0"
"35","27","11","1","2020-02-14","0"
"26","20","8","1","2020-02-28","0"
"24","19","7","1","2020-03-13","0"
"28","21","9","1","2020-03-27","0"
"26","20","8","1","2020-04-10","0"
"33","26","10","1","2020-04-24","0"
"28","21","9","1","2020-05-08","0"
"24","19","7","1","2020-05-22","0"
"28","21","9","1","2020-06-05","0"
"32","24","10","1","2020-06-19","0"
"33","26","10","1","2020-07-03","0"
"22","17","7","1","2020-07-17","0"
"30","23","9","1","2020-07-31","0"
"22","17","7","1","2020-08-14","0"
"28","21","9","1","2020-08-28","0"
"28","21","9","1","2020-09-11","0"
"26","20","8","1","2020-09-25","0"
"33","26","10","1","2020-10-09","0"
"30","23","9","1","2020-10-23","0"
"33","26","10","1","2020-11-06","0"
"41","31","13","2","2020-11-20","0"
"33","26","10","1","2020-12-04","0"
"37","29","11","1","2020-12-18","0"
"28","21","9","1","2021-01-01","0"
"33","26","10","1","2021-01-15","0"
"33","26","10","1","2021-01-29","0"
"19","14","6","1","2021-02-12","0"
"32","24","10","1","2021-02-26","0"
"26","20","8","1","2021-03-12","0"
"28","21","9","1","2021-03-26","0"
"28","21","9","1","2021-04-09","0"
"26","20","8","1","2021-04-23","0"
"26","20","8","1","2021-05-07","0"
"26","20","8","1","2021-05-21","0"
