"113","492","597","699","21978","date","other"
"15","12","12","13","","2017-08-03","0"
"28","20","21","22","1","2017-08-17","0"
"15","10","10","11","3","2017-08-31","0"
"26","16","17","19","4","2017-09-14","0"
"21","13","14","15","3","2017-09-28","0"
"23","15","15","17","4","2017-10-12","0"
"21","13","14","15","3","2017-10-26","0"
"18","12","12","13","3","2017-11-09","0"
"21","13","14","15","3","2017-11-23","0"
"21","13","14","15","3","2017-12-07","0"
"26","16","17","19","4","2017-12-21","0"
"21","13","14","15","3","2018-01-04","0"
"21","13","14","15","3","2018-01-18","0"
"21","13","14","15","3","2018-02-01","0"
"21","13","14","15","3","2018-02-15","0"
"26","16","17","19","4","2018-03-01","0"
"23","15","15","17","5","2018-03-15","0"
"18","12","12","13","4","2018-03-29","0"
"23","15","15","17","5","2018-04-12","0"
"33","21","22","24","7","2018-04-26","0"
"36","23","24","26","7","2018-05-10","0"
"36","23","24","26","7","2018-05-24","0"
"36","23","24","26","7","2018-06-07","0"
"36","23","24","26","7","2018-06-21","0"
"36","23","24","26","7","2018-07-05","0"
"36","23","24","26","7","2018-07-19","0"
"36","23","24","26","7","2018-08-02","0"
"36","23","24","26","7","2018-08-16","0"
"36","23","24","26","7","2018-08-30","0"
"36","23","24","26","7","2018-09-13","0"
"36","23","24","26","7","2018-09-27","0"
"36","23","24","26","7","2018-10-11","0"
"36","23","24","26","7","2018-10-25","0"
"36","23","24","26","7","2018-11-08","0"
"36","23","24","26","7","2018-11-22","0"
"36","23","24","26","7","2018-12-06","0"
"36","23","24","26","7","2018-12-20","0"
"36","23","24","26","7","2019-01-03","0"
"36","23","24","26","7","2019-01-17","0"
"36","23","24","26","7","2019-01-31","0"
"36","23","24","26","7","2019-02-14","0"
"36","23","24","26","7","2019-02-28","0"
"21","13","14","15","4","2019-03-14","0"
"8","5","5","6","2","2019-03-28","0"
"33","21","22","24","7","2019-04-11","0"
"36","23","24","26","7","2019-04-25","0"
"13","8","9","9","3","2019-05-09","0"
"24","15","15","17","5","2019-05-23","0"
"37","23","24","26","7","2019-06-06","0"
"32","20","21","22","6","2019-06-20","0"
"37","23","24","26","7","2019-07-04","0"
"37","23","24","26","7","2019-07-18","0"
"37","23","24","26","7","2019-08-01","0"
"34","21","22","24","7","2019-08-15","0"
"34","21","22","24","7","2019-08-29","0"
"34","21","22","24","7","2019-09-12","0"
"40","25","26","28","8","2019-09-26","0"
"40","25","26","28","8","2019-10-10","0"
"37","23","24","26","7","2019-10-24","0"
"34","21","22","24","7","2019-11-07","0"
"32","20","21","22","6","2019-11-21","0"
"40","25","26","28","8","2019-12-05","0"
"40","25","26","28","9","2019-12-19","0"
"29","18","19","20","6","2020-01-02","0"
"37","23","24","26","8","2020-01-16","0"
"37","23","24","26","8","2020-01-30","0"
"37","23","24","26","8","2020-02-13","0"
"34","21","22","24","7","2020-02-27","0"
"37","23","24","26","8","2020-03-12","0"
"37","23","24","26","8","2020-03-26","0"
"34","21","22","24","7","2020-04-09","0"
"34","21","22","24","7","2020-04-23","0"
"37","23","24","26","8","2020-05-07","0"
"37","23","24","26","8","2020-05-21","0"
"37","23","24","26","8","2020-06-04","0"
"40","25","26","28","9","2020-06-18","0"
"40","25","26","28","9","2020-07-02","0"
"32","20","21","22","7","2020-07-16","0"
"37","23","24","26","8","2020-07-30","0"
"32","20","21","22","7","2020-08-13","0"
"37","23","24","26","8","2020-08-27","0"
"40","25","26","28","9","2020-09-10","0"
"42","26","27","30","9","2020-09-24","0"
"40","25","26","28","9","2020-10-08","0"
"32","20","21","22","7","2020-10-22","0"
"45","28","29","32","10","2020-11-05","0"
"50","31","33","35","11","2020-11-19","0"
"40","25","26","28","9","2020-12-03","0"
"40","25","26","28","9","2020-12-17","0"
"40","25","26","28","9","2020-12-31","0"
"50","31","33","35","11","2021-01-14","0"
"42","26","27","30","9","2021-01-28","0"
"24","15","15","17","5","2021-02-11","0"
"40","25","26","28","9","2021-02-25","0"
"37","23","24","26","8","2021-03-11","0"
"37","23","24","26","8","2021-03-25","0"
"37","23","24","26","8","2021-04-08","0"
"37","23","24","26","8","2021-04-22","0"
"37","23","24","26","8","2021-05-06","0"
"37","23","24","26","8","2021-05-20","0"
