"19","21","122","492","493","4255","date","other"
"6","6","6","","7","","2015-11-25","0"
"22","21","20","","25","","2015-12-09","0"
"22","21","20","","25","","2015-12-23","0"
"20","20","19","","23","","2016-01-06","0"
"22","21","20","","25","","2016-01-20","0"
"22","21","20","","25","","2016-02-03","0"
"22","21","20","","25","","2016-02-17","0"
"22","21","20","","25","","2016-03-02","0"
"22","21","20","","25","","2016-03-16","0"
"22","21","20","","25","","2016-03-30","0"
"22","21","20","","25","","2016-04-13","0"
"22","21","20","","25","","2016-04-27","0"
"22","21","20","","25","","2016-05-11","0"
"22","21","20","","25","","2016-05-25","0"
"22","21","20","","25","","2016-06-08","0"
"22","21","20","","25","4","2016-06-22","0"
"22","21","20","","25","5","2016-07-06","0"
"22","21","20","","25","5","2016-07-20","0"
"22","21","20","","25","5","2016-08-03","0"
"22","21","20","","25","5","2016-08-17","0"
"22","21","20","","25","5","2016-08-31","0"
"22","21","20","","25","5","2016-09-14","0"
"22","21","20","","25","5","2016-09-28","0"
"22","21","20","","25","5","2016-10-12","0"
"22","21","20","","25","5","2016-10-26","0"
"22","21","20","","25","5","2016-11-09","0"
"22","21","20","","25","5","2016-11-23","0"
"22","21","20","","25","5","2016-12-07","0"
"22","21","20","","25","5","2016-12-21","0"
"22","21","20","","25","5","2017-01-04","0"
"22","21","20","","25","5","2017-01-18","0"
"22","21","20","","25","5","2017-02-01","0"
"20","20","19","","23","5","2017-02-15","0"
"22","21","20","","25","5","2017-03-01","0"
"2","2","1","","2","0","2017-03-15","0"
"6","","6","6","","2","2018-03-14","0"
"13","","12","13","","3","2018-03-28","0"
"16","","15","16","","4","2018-04-11","0"
"22","","21","22","","6","2018-04-25","0"
"24","","23","24","","6","2018-05-09","0"
"22","","21","22","","6","2018-05-23","0"
"22","","21","22","","6","2018-06-06","0"
"22","","21","22","","6","2018-06-20","0"
"22","","21","22","","6","2018-07-04","0"
"22","","21","22","","6","2018-07-18","0"
"22","","21","22","","6","2018-08-01","0"
"22","","21","22","","6","2018-08-15","0"
"22","","21","22","","6","2018-08-29","0"
"22","","21","22","","6","2018-09-12","0"
"22","","21","22","","6","2018-09-26","0"
"22","","21","22","","6","2018-10-10","0"
"22","","21","22","","6","2018-10-24","0"
"22","","21","22","","6","2018-11-07","0"
"22","","21","22","","6","2018-11-21","0"
"22","","21","22","","6","2018-12-05","0"
"22","","21","22","","6","2018-12-19","0"
"22","","21","22","","6","2019-01-02","0"
"22","","21","22","","6","2019-01-16","0"
"22","","21","22","","6","2019-01-30","0"
"22","","21","22","","6","2019-02-13","0"
"22","","21","22","","6","2019-02-27","0"
"14","","14","14","","4","2019-03-13","0"
"2","","2","2","","0","2019-03-27","0"
"19","","18","19","","5","2019-04-10","0"
"22","","21","22","","6","2019-04-24","0"
"9","","9","9","","3","2019-05-08","0"
"13","","12","13","","3","2019-05-22","0"
"22","","21","22","","6","2019-06-05","0"
"24","","23","24","","6","2019-06-19","0"
"22","","21","22","","6","2019-07-03","0"
"22","","21","22","","6","2019-07-17","0"
"22","","21","22","","6","2019-07-31","0"
"24","","23","24","","6","2019-08-14","0"
"22","","21","22","","6","2019-08-28","0"
"20","","20","20","","6","2019-09-11","0"
"20","","20","20","","6","2019-09-25","0"
"24","","23","24","","6","2019-10-09","0"
"24","","23","24","","6","2019-10-23","0"
"22","","21","22","","6","2019-11-06","0"
"22","","21","22","","6","2019-11-20","0"
"22","","21","22","","6","2019-12-04","0"
"24","","23","24","","6","2019-12-18","0"
"25","","24","25","","7","2020-01-01","0"
"22","","21","22","","6","2020-01-15","0"
"24","","23","24","","6","2020-01-29","0"
"24","","23","24","","6","2020-02-12","0"
"25","","24","25","","7","2020-02-26","0"
"22","","21","22","","6","2020-03-11","0"
"22","","21","22","","6","2020-03-25","0"
"20","","20","20","","6","2020-04-08","0"
"22","","21","22","","6","2020-04-22","0"
"22","","21","22","","6","2020-05-06","0"
"20","","20","20","","6","2020-05-20","0"
"27","","26","27","","7","2020-06-03","0"
"20","","20","20","","6","2020-06-17","0"
"22","","21","22","","6","2020-07-01","0"
"22","","21","22","","6","2020-07-15","0"
"27","","26","27","","7","2020-07-29","0"
"19","","18","19","","5","2020-08-12","0"
"24","","23","24","","6","2020-08-26","0"
"19","","18","19","","5","2020-09-09","0"
"25","","24","25","","7","2020-09-23","0"
"25","","24","25","","7","2020-10-07","0"
"25","","24","25","","7","2020-10-21","0"
"30","","29","30","","8","2020-11-04","0"
"28","","27","28","","8","2020-11-18","0"
"33","","32","33","","9","2020-12-02","0"
"31","","30","31","","9","2020-12-16","0"
"27","","26","27","","7","2020-12-30","0"
"25","","24","25","","7","2021-01-13","0"
"27","","26","27","","7","2021-01-27","0"
"11","","11","11","","3","2021-02-10","0"
"33","","32","33","","9","2021-02-24","0"
"24","","23","24","","6","2021-03-10","0"
"24","","23","24","","6","2021-03-24","0"
"24","","23","24","","6","2021-04-07","0"
"24","","23","24","","6","2021-04-21","0"
"22","","21","22","","6","2021-05-05","0"
"22","","21","22","","6","2021-05-19","0"
